Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,NOR.Novel.Object.Side,NOR.Center.Zone.first.10,NOR.Distance.Traveled.first.10,NOR.Dur.Periph.first.10,NOR.Lat.to.Periph.first.10,NOR.Object.Right.NP.Dur.First.10,NOR.Object.Right.CP.Dur.First.10,NOR.Object.Left.NP.Dur.10,NOR.Object.Left.CP.Dur.First.10,NOR.Object.Right.CP.Lat.first.10,NOR.Object.Left.CP.Lat.first.10,NOE.Arena,NOE.Center.Zone.Duration,NOE.Distance.Travelled,NOE.Duration.in.Periphery,NOE.Latency.to.Periphery,NOE.Object.Right..NP.Dur,NOE.Object.Right..CP.Dur,NOE.Object.Left.NP..Dur,NOE.Object.Left..CP.Dur,NOE.Object.Right..CP.Lat,NOE.Object.Left..CP.Lat
DO.0776,F,G9,CSDO-F-36,2/23/2012,8/29/2013,553,Novel Object Test,R,101.26568,7051.184,496.1652,2700.27,6.739926,0.066732,4.63787,0.233562,2141.4965,2514.32709,Arena 1,96.5612,5547.26,501.324,0.033366,27.1266,3.30323,39.3051,2.53582,52.5514,74.6397
DO.0777,F,G9,CSDO-F-36,2/20/2012,8/29/2013,556,Novel Object Test,L,343.6157,3003.143,253.815132,2182.666,4.40432,0.233562,6.206082,NA,1280.3915,150.58112,Arena 2,301.328,2970.46,295.856,0,60.7929,15.9823,43.6427,13.4465,19.1187,16.0824
DO.0779,F,G9,CSDO-F-36,2/22/2012,8/29/2013,554,Novel Object Test,R,157.86721,5223.439,439.5636,2709.233218,12.178592,NA,4.204118,0.066732,1659.258,2124.0801,Arena 3,84.4827,3453.99,513.403,1.36801,37.7369,2.70265,30.0961,1.50147,533.389,575.397
DO.0780,F,G9,CSDO-F-36,2/22/2012,8/29/2013,554,Novel Object Test,L,0.83415,3187.54888,388.113188,2765.99015,NA,NA,NA,NA,NA,NA,Arena 4,18.1511,1303.33,579.734,19.0854,NA,NA,NA,NA,NA,NA
DO.0781,F,G10,CSDO-F-37,5/18/2012,11/21/2013,552,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 5,152.216,10067.1,439.197,0,4.67124,1.10108,13.9136,21.5878,58.1236,38.5711
DO.0782,F,G10,CSDO-F-37,5/17/2012,11/21/2013,553,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 6,75.4739,6281.76,521.377,0,3.83709,1.93523,5.105,1.10108,114.479,82.5141
DO.0783,F,G10,CSDO-F-37,5/16/2012,11/21/2013,554,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 7,110.742,3931.54,486.109,0.600588,8.20804,7.54072,11.2777,2.16879,75.7075,177.908
DO.0784,F,G10,CSDO-F-37,5/15/2012,11/21/2013,555,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,25.7586,7762.05,563.685,0,0.066732,0.633954,7.60745,7.40725,10.1433,12.6123
DO.0785,F,G10,CSDO-F-37,5/15/2012,11/21/2013,555,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,163.427,9633.79,424.582,0,50.7497,21.421,31.7311,14.681,39.7723,65.8978
DO.0791,F,G10,CSDO-F-39,5/15/2012,12/5/2013,569,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 7,148.279,8359.5,419.411,0,9.54268,7.90774,2.76938,1.63493,70.7026,77.4759
DO.0792,F,G10,CSDO-F-39,5/12/2012,12/5/2013,572,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,228.324,9263.93,361.721,0.967614,11.4779,0.867516,2.23552,2.40235,200.296,0.700686
DO.0793,F,G10,CSDO-F-39,5/15/2012,12/5/2013,569,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,184.147,6795.7,411.57,0.100098,23.0225,1.63493,25.9254,0.900882,59.0912,28.4946
DO.0794,F,G10,CSDO-F-39,5/17/2012,12/5/2013,567,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,136.734,8539.62,458.249,0,16.316,8.60843,20.3533,3.16977,53.4857,81.5465
DO.0795,F,G10,CSDO-F-39,5/16/2012,12/5/2013,568,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 5,29.5956,3520.66,565.387,0,2.73601,NA,2.63591,0.133464,NA,486.777
DO.0796,F,G10,CSDO-F-40,5/15/2012,6/27/2013,408,Novel Object Test,R,258.5323,1947.1741,338.7317,2724.6872,49.047938,NA,6.239442,NA,2074.0638,1320.692,Arena 1,165.295,3857.87,432.023,0,11.7115,3.77036,9.10892,6.84003,22.9558,34.9342
DO.0797,F,G10,CSDO-F-40,5/16/2012,6/27/2013,407,Novel Object Test,L,117.21478,4675.676,479.0482,2704.6032,5.405294,0.533856,11.01078,0.83415,2847.328,2867.8061,Arena 3,248.51,5188.82,348.808,6.473,62.5612,9.8096,56.522,31.5976,122.954,59.9921
DO.0798,F,G10,CSDO-F-40,5/16/2012,6/27/2013,407,Novel Object Test,R,163.59349,3639.688,433.6705,2702.3339,11.84493,3.169766,7.607448,0.066732,1020.76614,1409.2467,Arena 2,162.859,4782.22,434.459,0.066732,55.2541,24.8243,30.9303,11.3444,21.3876,26.7929
DO.0799,F,G10,CSDO-F-40,5/17/2012,6/27/2013,406,Novel Object Test,L,340.94634,5685.379,256.31755,2732.351,31.664338,10.74385,13.279662,5.43865,2817.1891,2845.953266,Arena 4,345.705,7184.54,251.613,3.60353,98.7634,73.9391,63.996,34.4003,20.1531,56.3552
DO.0800,F,G10,CSDO-F-40,5/12/2012,6/27/2013,411,Novel Object Test,R,43.042126,4845.477,525.0599,2724.3041,0.233562,NA,3.63689,NA,616.37,276.938,Arena 5,146.977,4792.19,450.508,0.300294,NA,NA,0.300294,NA,NA,NA
DO.0801,F,G10,CSDO-F-41,5/15/2012,12/20/2012,219,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 7,46.8125,5601.27,552.741,0,44.577,3.83709,17.4504,7.20706,42.4749,19.6859
DO.0802,F,G10,CSDO-F-41,5/15/2012,12/20/2012,219,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,219.782,5995.97,380.272,5.53876,30.1295,15.9823,18.7851,3.77036,14.4475,5.43866
DO.0803,F,G10,CSDO-F-41,5/16/2012,12/20/2012,218,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,232.061,6056.62,364.457,0,70.0352,39.472,92.5239,92.0902,6.60647,27.7939
DO.0804,F,G10,CSDO-F-41,5/17/2012,12/20/2012,217,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,147.144,5820.66,449.373,0,43.3424,18.7183,57.8566,19.8861,0.400392,50.4494
DO.0805,F,G10,CSDO-F-41,5/13/2012,12/20/2012,221,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 3,271.399,8781.96,324.184,0,24.4573,11.5113,22.5221,9.9097,53.6192,61.1932
DO.0811,F,G10,CSDO-F-43,5/16/2012,11/21/2013,554,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 6,14.3474,2672.66,576.031,0,NA,NA,0.133464,NA,NA,NA
DO.0812,F,G10,CSDO-F-43,5/13/2012,11/21/2013,557,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 7,98.6299,5624.44,411.136,0.300294,25.1913,12.7458,2.36899,1.23454,4.30421,53.9195
DO.0813,F,G10,CSDO-F-43,5/17/2012,11/21/2013,553,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,51.0833,5086.62,520.209,1.90186,0.900882,0.066732,5.60549,4.57114,151.115,6.73993
DO.0814,F,G10,CSDO-F-43,5/17/2012,11/21/2013,553,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,122.62,9415.34,458.749,0,31.0637,4.60451,27.1266,5.03827,68.2668,109.474
DO.0815,F,G10,CSDO-F-43,5/15/2012,11/21/2013,555,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,101.433,7727.17,497.687,0,11.0775,4.37095,7.87438,2.13542,41.7075,148.879
DO.0816,F,G10,CSDO-F-44,5/14/2012,12/5/2013,570,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 5,244.139,8785.77,322.749,2.53582,31.2306,4.07065,20.053,1.93523,78.7104,23.6565
DO.0817,F,G10,CSDO-F-44,5/13/2012,12/5/2013,571,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 6,226.555,9376.16,356.649,0,42.3415,16.0157,32.1315,5.53876,49.682,45.6781
DO.0818,F,G10,CSDO-F-44,5/9/2012,12/5/2013,575,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 7,111.442,7198.63,487.677,0,11.5113,4.13738,17.8508,1.10108,260.855,268.062
DO.0819,F,G10,CSDO-F-44,5/11/2012,12/5/2013,573,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,120.184,11035.1,478.936,0.33366,14.1806,7.74091,16.8498,5.73895,137.201,49.048
DO.0821,F,G10,CSDO-F-45,5/13/2012,6/27/2013,410,Novel Object Test,R,325.19771,5442.348,271.6659,2743.322366,13.746798,0.533856,12.278682,0.83415,2886.9614,2930.8362,Arena 1,166.663,6428.16,433.391,0,20.6869,4.30421,26.0255,7.37389,90.9891,44.944
DO.0822,F,G10,CSDO-F-45,5/13/2012,6/27/2013,410,Novel Object Test,L,321.3146,11320.37,272.4127,2721.956,27.727158,33.332676,24.1236,35.000952,2861.634,2743.239492,Arena 2,198.761,12544.1,401.193,0.033366,77.3424,75.6407,45.1108,63.629,0.33366,39.3385
DO.0823,F,G10,CSDO-F-45,5/15/2012,6/27/2013,408,Novel Object Test,R,15.515196,3144.2902,525.7273,2705.355,7.907746,NA,1.00098,NA,1095.2387,768.352,Arena 3,119.951,5791.02,480.103,0,32.732,1.6683,31.9313,0.967614,352.445,178.174
DO.0824,F,G10,CSDO-F-45,5/12/2012,6/27/2013,411,Novel Object Test,L,88.53252,4342.648,509.8992,2703.43171,1.234544,0.300294,1.868496,0.16683,2266.8524,1947.707,Arena 4,183.713,5779.1,416.341,0.50049,60.259,59.5917,28.1609,19.786,44.5436,123.221
DO.0825,F,G10,CSDO-F-45,5/15/2012,6/27/2013,408,Novel Object Test,R,138.91533,3374.73,459.5164,2701.413,49.181484,0.100098,6.139348,0.767418,1645.745,1665.43055,Arena 5,133.597,5374.52,462.019,1.70167,34.1001,12.9126,17.5172,4.77134,130.361,133.197
DO.0826,F,G10,CSDO-F-46,5/12/2012,6/20/2013,404,Novel Object Test,R,61.52689,5801.335,534.6692,2701.071026,7.473982,NA,7.340522,0.133464,1714.812,2539.55,Arena 3,430.388,6460.04,169.666,10.1099,15.1815,0.266928,18.3847,4.57114,37.3032,11.8783
DO.0827,F,G10,CSDO-F-46,5/16/2012,6/20/2013,400,Novel Object Test,L,32.031402,2922.9219,564.1649,2702.097,10.10989,NA,0.567222,NA,1001.081,1366.103,Arena 4,32.0981,5164.24,567.956,1.90186,3.87046,1.20118,13.6467,2.80274,303.697,19.2188
DO.0828,F,G10,CSDO-F-46,5/17/2012,6/20/2013,399,Novel Object Test,R,221.2499,4008.707,374.9464,2714.347,15.281634,NA,12.879266,0.934248,1508.544,1572.972,Arena 5,241.737,5956.04,343.303,1.6683,34.8341,20.9872,45.4779,17.0834,142.239,122.687
DO.0829,F,G10,CSDO-F-46,5/13/2012,6/20/2013,403,Novel Object Test,L,306.667,4492.68,289.5293,2740.027,39.238376,1.06771,39.338478,0.33366,2252.03911,2827.569298,Arena 6,127.892,6647.1,472.162,0,40.8066,14.8145,47.3797,17.1835,31.1638,44.8105
DO.0830,F,G10,CSDO-F-46,5/15/2012,6/20/2013,401,Novel Object Test,R,225.6209,6701.793,370.5421,2712.67636,1.83513,NA,3.369968,NA,1677.5763,2613.29268,Arena 7,144.775,6131.66,455.279,0,48.7811,1.63493,40.0726,4.40431,171.234,42.2414
DO.0831,F,G10,CSDO-F-47,5/14/2012,12/20/2012,220,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 6,318.445,9411.52,269.23,0,52.2178,53.419,64.8969,49.9155,90.1216,8.00784
DO.0832,F,G10,CSDO-F-47,5/16/2012,12/20/2012,218,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 7,79.2109,3930.41,485.108,0,23.4563,5.105,52.3179,10.6104,43.2423,66.2649
DO.0833,F,G10,CSDO-F-47,5/13/2012,12/20/2012,221,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,285.213,6582.21,312.372,4.53778,88.4533,33.9666,22.3219,4.23748,30.4965,55.4543
DO.0834,F,G10,CSDO-F-47,5/11/2012,12/10/2012,213,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,72.9047,2095.54,527.149,72.9047,9.74287,25.2247,NA,NA,0.033366,NA
DO.0835,F,G10,CSDO-F-47,5/10/2012,12/15/2012,219,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,147.945,5584.27,433.458,0,39.1717,19.1521,39.4386,11.6447,28.261,229.525
DO.0836,F,G10,CSDO-F-48,5/14/2012,6/20/2013,402,Novel Object Test,R,357.5627,7686.977,240.53544,2717.06,21.554434,0.16683,19.565036,1.067712,1423.26,2578.1578,Arena 5,270.465,5542.05,322.95,2.80274,13.4799,4.57114,31.1305,9.94307,158.422,7.37389
DO.0837,F,G10,CSDO-F-48,5/13/2012,6/20/2013,403,Novel Object Test,L,139.97031,4386.82,458.1279,2739.697732,0.233562,0.033366,1.801766,0.033366,1693.031,1095.80581,Arena 6,16.7831,3245.58,581.636,2.23552,16.9166,0.433758,2.70265,0.033366,211.374,340.667
DO.0838,F,G10,CSDO-F-48,5/17/2012,6/20/2013,399,Novel Object Test,R,177.38632,5301.558,387.0123,2709.855392,0.200196,NA,0.066732,NA,868.717,316.61,Arena 7,171.768,6473.91,426.651,4.40431,2.83611,0.033366,2.60255,0.233562,162.626,158.188
DO.0839,F,G10,CSDO-F-48,5/14/2012,6/20/2013,402,Novel Object Test,L,186.74948,4579.692,411.34864,2727.458,29.762506,0.16683,22.788996,0.700686,1697.7623,2698.5441,Arena 8,228.791,5238.55,369.629,0.066732,80.0117,20.8204,25.3582,6.13934,139.203,58.3905
DO.0901,M,G8,CSDO-M-13,10/27/2011,11/15/2012,385,Novel Object Test,R,298.8051,13940.164,235.5306,2733.492562,32.765452,14.847862,13.61333,8.841984,2883.12227,2119.50815,Arena 6,412.537,5084.72,76.5082,0,29.7291,26.7262,27.7939,19.8528,80.5455,44.4435
DO.0902,M,G8,CSDO-M-13,10/23/2011,5/9/2013,564,Novel Object Test,R,98.83021,7914.458,486.0552,2703.49,17.684016,0.633954,2.736012,1.401374,2284.8693,2032.3565,Arena 5,110.975,9726.86,471.862,0,27.5269,7.74091,27.3601,6.80666,8.64179,15.8488
DO.0903,M,G8,CSDO-M-13,10/23/2011,5/9/2013,564,Novel Object Test,L,194.42357,5672.831,405.5763,2720.9603,13.913614,0.100098,18.951886,NA,2318.7028,1900.56,Arena 6,124.922,5933.2,474.832,0,13.313,0.50049,7.44062,0.467124,0.767418,398.023
DO.0905,M,G8,CSDO-M-13A,10/23/2011,5/9/2013,564,Novel Object Test,R,85.216766,12011.927,511.0129,2700,3.67026,1.534838,2.969572,0.066732,2195.51455,2163.517,Arena 7,161.425,10591.9,434.359,0,41.3405,24.6575,23.4897,3.60353,11.2443,61.2266
DO.0907,M,G8,CSDO-M-14,10/26/2011,11/15/2012,386,Novel Object Test,L,113.15671,7393.133,446.3704,2703.4502,11.577996,2.102054,4.871438,2.23552,1569.3038,1426.263,Arena 2,129.327,5191.68,437.729,7.17369,4.60451,20.2865,5.90578,17.2502,208.504,24.157
DO.0908,M,G8,CSDO-M-14,10/23/2011,11/29/2012,403,Novel Object Test,L,167.57673,7357.159,426.4175,2709.173,5.338564,0.400392,12.378786,0.100098,789.239,1945.238,Arena 1,160.29,9000.87,396.455,0,3.77036,0.66732,9.54268,0.433758,120.084,105.603
DO.0909,M,G8,CSDO-M-14,10/25/2011,11/29/2012,401,Novel Object Test,R,367.7725,6766.517,221.58354,2713.192,27.560302,12.879284,33.599592,6.573106,2549.5299,2919.5239,Arena 2,209.105,10689.6,321.582,2.36899,50.1157,24.3572,27.3268,10.4102,32.6987,9.47594
DO.0910,M,G8,CSDO-M-14,10/22/2011,10/22/2012,366,Novel Object Test,L,223.43132,3904.242,374.9671,2727.96,2.50245,NA,4.337578,NA,1362.5678,1233.775,Arena 3,167.33,5130.67,431.99,1.53484,25.3582,3.93719,16.2492,5.53876,40.8066,30.3964
DO.0911,M,G8,CSDO-M-15,10/24/2011,11/15/2012,388,Novel Object Test,R,109.44049,11391.546,361.3538,2706.1249,21.120678,50.549438,18.918524,37.436706,2867.4818,2842.9832,Arena 7,115.413,6041.81,408.233,1.70167,9.8096,5.90578,15.1482,4.33758,93.8586,80.2119
DO.0913,M,G8,CSDO-M-15A,10/22/2011,11/12/2012,387,Novel Object Test,L,277.2508,11515.246,316.2429,2708.083032,3.069676,5.004908,7.240418,5.572122,2850.7573,2487.8674,Arena 4,249.144,8396.33,260.622,10.1099,10.1433,7.90774,20.42,13.0127,47.1462,58.0568
DO.0914,M,G8,CSDO-M-15A,10/22/2011,5/3/2013,559,Novel Object Test,R,339.74514,5193.939,257.55215,2741.21923,7.40725,1.368006,7.507358,0.266928,2700.5314,2245.5318,Arena 3,306.133,6420.35,293.754,1.16781,32.4318,35.6349,49.3817,21.8547,21.4877,77.5092
DO.0915,M,G8,CSDO-M-15,10/22/2011,5/9/2013,565,Novel Object Test,L,308.71485,4860.966,255.1163,2765.37583,16.315972,1.201178,12.61234,1.634936,2353.538,2800.6739,Arena 1,78.6103,5988.32,520.309,0,15.7488,4.9048,37.3032,12.7792,186.249,164.828
DO.0916,M,G8,CSDO-M-16,10/23/2011,11/15/2012,389,Novel Object Test,R,17.016664,7984.8,581.0147,2702.03533,12.745814,0.867516,21.92148,2.335618,1682.8483,1464.0981,Arena 1,115.613,8605.93,469.727,0,13.1796,12.8125,9.87634,9.44258,188.618,20.0863
DO.0917,M,G8,CSDO-M-16,10/26/2011,11/29/2012,400,Novel Object Test,R,251.82599,6859.123,338.5647,2704.74146,4.337572,5.805684,4.437682,0.767418,2625.305,2496.711,Arena 4,419.511,8622.81,131.963,13.7468,23.3896,18.8852,17.1835,11.3778,150.848,70.1687
DO.0919,M,G8,CSDO-M-16,10/25/2011,11/15/2012,387,Novel Object Test,R,224.08612,8133.698,368.7735,2704.15,13.179574,2.502452,11.210974,3.3366,1695.6269,1330.436,Arena 1,256.551,8564.01,331.992,0,57.3895,49.9489,49.5819,36.736,11.4779,29.9293
DO.0920,M,G8,CSDO-M-16,10/22/2011,11/29/2012,404,Novel Object Test,L,334.6068,5858.345,262.5571,2725.05883,9.442588,4.337578,5.638852,0.200196,2690.18977,2340.95905,Arena 5,303.464,8088.86,249.978,1.33464,11.6114,13.3464,25.7586,3.00294,46.2119,26.4926
DO.0921,M,G8,CSDO-M-17A,10/24/2011,5/16/2013,570,Novel Object Test,R,260.601,3855.798,335.962154,2754.1174,37.770324,4.804706,16.549542,2.43572,1912.854,2643.8552,Arena 4,301.996,4383.34,297.291,4.27085,51.6506,25.0579,54.787,16.9499,5.07163,29.4288
DO.0922,M,G8,CSDO-M-17B,10/27/2011,5/16/2013,567,Novel Object Test,R,492.795,2582.987,103.768228,2399.664,3.036306,0.367026,32.565238,1.70167,1401.3609,2517.831,Arena 5,368.561,3886.39,215.211,0,15.9489,5.60549,52.6515,11.211,7.40725,77.0755
DO.0923,M,G8,CSDO-M-17,10/27/2011,11/29/2012,399,Novel Object Test,L,122.72018,10157.492,417.9217,2701.198,11.110878,6.005882,13.646694,3.703628,2839.67916,2897.304,Arena 6,308.302,8237.84,274.402,0.900882,32.8655,23.2895,32.8321,5.87242,0.266928,35.4347
DO.0924,M,G8,CSDO-M-17,10/25/2011,11/29/2012,401,Novel Object Test,R,236.7316,7265.744,328.6343,2704.199,12.77917,1.568202,19.986236,2.53582,1778.9404,2893.4993,Arena 7,219.148,7889.75,341.468,0,37.2365,8.2414,15.3484,6.33954,33.3994,45.0775
DO.0925,M,G8,CSDO-M-17B,10/23/2011,11/22/2012,396,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,128.659,5527.46,461.285,4.17075,24.3238,5.27183,45.2109,5.40529,4.13738,77.2423
DO.0926,M,G8,CSDO-M-18,10/24/2011,5/16/2013,570,Novel Object Test,L,47.98037,1985.7355,552.0197,2700,17.183484,NA,20.48676,NA,1103.2135,511.2,Arena 1,159.556,3129.44,434.692,0,73.5053,11.9117,105.837,24.5574,207.27,71.6702
DO.0927,M,G8,CSDO-M-18,10/23/2011,5/16/2013,571,Novel Object Test,R,113.27758,3330.492,486.7225,2710.521,21.687872,0.233562,8.20803,NA,760.311,1189.732,Arena 2,94.2589,4182.09,499.923,0.567222,57.4229,10.4102,28.1943,9.00882,0.266928,40.8733
DO.0929,M,G8,CSDO-M-18,10/26/2011,5/16/2013,568,Novel Object Test,R,285.82573,2924.049,304.73166,2753.154,11.744834,NA,5.038258,0.266928,1905.8334,1301.6753,Arena 3,299.527,3153.51,294.655,0,58.6908,6.53974,41.4072,4.23748,339.699,359.819
DO.0930,M,G8,CSDO-M-18,10/23/2011,5/10/2013,565,Novel Object Test,R,81.279666,4282.816,460.4968,2715.6857,NA,NA,0.633954,0.033366,699.285,551.573,Arena 4,132.83,3962.7,456.814,4.60451,15.0481,0.66732,10.6771,0.066732,488.378,411.036
DO.0931,M,G8,CSDO-M-19B,10/26/2011,5/16/2013,568,Novel Object Test,L,294.968,5201.351,301.5953,2705.0906,20.486716,1.101078,52.75168,3.636894,2881.91947,2868.8412,Arena 5,212.842,4917.05,374.333,0.83415,50.6162,6.94013,42.7418,0.900882,278.072,11.1109
DO.0932,M,G8,CSDO-M-19,10/22/2011,5/2/2013,558,Novel Object Test,L,330.7905,4653.204,269.2095,2738.53245,8.808626,0.066732,8.608424,0.133464,1206.7476,2103.3923,Arena 4,362.455,6308.4,221.817,0,35.8684,16.7164,40.8733,32.6319,128.392,71.2364
DO.0933,M,G8,CSDO-M-19A,10/25/2011,5/9/2013,562,Novel Object Test,L,131.52876,5369.091,466.9365,2711.648,5.105002,NA,17.950912,0.033366,2759.436,1909.8654,Arena 2,121.252,6623.57,474.531,0,24.0235,0.934248,12.9126,0.467124,266.828,501.458
DO.0934,M,G8,CSDO-M-19,10/27/2011,5/2/2013,553,Novel Object Test,R,5.171726,2397.104,594.7949,2700.700686,NA,NA,NA,NA,NA,336.0294,Arena 5,81.9135,2703.85,501.925,0.467124,8.1413,5.17173,41.2404,0.700686,11.4779,53.2855
DO.0935,M,G8,CSDO-M-19,10/22/2011,4/26/2013,552,Novel Object Test,L,125.635478,4623.269,474.364464,2702.565,4.771342,0.033366,10.61039,0.200196,1938.064,1668.06627,Arena 6,237.032,4518.24,360.186,38.2041,21.7213,4.57114,13.1796,1.50147,43.1089,311.739
DO.0936,M,G8,CSDO-M-20,10/24/2011,5/9/2013,563,Novel Object Test,R,104.168578,3882.666,411.7825,2751.353992,0.100098,NA,3.70363,NA,337.631,NA,Arena 3,101.366,4540.64,485.442,0.100098,2.90284,0.266928,8.87536,NA,434.292,NA
DO.0937,M,G8,CSDO-M-20,10/27/2011,5/9/2013,560,Novel Object Test,R,301.22808,5260.532,297.2369,2707.91,0.33366,NA,0.100098,NA,2081.4713,2369.8485,Arena 3,306.6,5800.03,263.625,0,16.2492,0.934248,4.97153,0.033366,65.1304,554.61
DO.0938,M,G8,CSDO-M-20,10/25/2011,5/9/2013,562,Novel Object Test,L,409.3801,4878.743,181.51107,2777.86658,24.2237,0.100098,3.203132,NA,2258.0177,2733.3481,Arena 4,301.662,5149.04,293.988,4.57114,31.8312,33.4661,16.316,15.9156,14.5809,0.867516
DO.0939,M,G8,CSDO-M-20,10/25/2011,5/9/2013,562,Novel Object Test,R,202.46492,4254.8522,396.000222,2734.058,0.200196,0.033366,9.175652,NA,885.968,747.5979,Arena 5,260.288,5663.83,328.588,3.97055,85.4837,15.315,18.8518,14.9813,37.9371,1.83513
DO.0940,M,G8,CSDO-M-20,10/27/2011,5/9/2013,560,Novel Object Test,L,254.62855,6505.134,343.83669,2718.13,1.00098,NA,2.16879,NA,1582.7836,1595.629,Arena 4,363.723,7682.83,236.031,2.66928,12.6123,4.37095,36.8694,25.158,43.1089,1.33464
DO.0941,M,G8,CSDO-M-21,10/27/2011,5/2/2013,553,Novel Object Test,L,96.260982,6663.986,501.0365,2700.567222,21.554438,0.367026,6.172706,NA,2187.7759,838.5211,Arena 1,209.739,5678.49,387.646,0,9.40921,NA,18.7517,2.60255,NA,51.05
DO.0942,M,G8,CSDO-M-21,10/22/2011,11/12/2012,387,Novel Object Test,R,262.39021,8195.947,322.6619,2705.84253,14.88123,5.472022,7.340524,4.83807,1293.9001,1780.3437,Arena 5,259.154,7774.49,241.003,0,23.9568,42.4082,18.051,11.7448,87.2521,20.42
DO.0943,M,G8,CSDO-M-21,10/24/2011,4/26/2013,550,Novel Object Test,R,259.9337,10177.891,332.5924,2748.06838,27.627056,13.37977,23.990154,18.484752,2263.115,2840.76189,Arena 2,147.444,11256,441.466,3.20314,57.4229,57.6898,35.368,29.262,8.47496,11.7782
DO.0944,M,G8,CSDO-M-21,10/27/2011,5/2/2013,553,Novel Object Test,L,367.6601,5210.621,229.63722,2712.408,10.610394,0.233562,11.811566,0.233562,2105.262,1623.8128,Arena 3,228.357,5583.85,368.227,0,40.9734,9.60941,12.4789,6.90676,25.7252,216.145
DO.0945,M,G8,CSDO-M-21,10/25/2011,11/15/2012,387,Novel Object Test,R,57.85669,5367.492,539.841,2705.287,10.77722,0.066732,2.402356,NA,1559.9607,303.6971,Arena 1,82.0804,3988.19,517.34,27.1266,0.934248,NA,17.05,5.27183,NA,27.26
DO.0947,M,G8,CSDO-M-22,10/27/2011,5/10/2013,561,Novel Object Test,L,207.34895,4450.705,392.651,2708.840562,16.849842,0.133464,15.848858,NA,2363.8444,1090.242562,Arena 6,261.656,3437.2,332.526,2.50245,88.7202,8.4416,64.997,1.00098,45.9116,236.632
DO.0948,M,G8,CSDO-M-22,10/22/2011,5/7/2013,563,Novel Object Test,R,98.108712,3160.794,501.8912,2701.478516,0.800784,NA,0.800784,NA,688.67379,1740.237,Arena 7,90.889,3994.44,503.293,1.33464,27.6604,1.13444,24.0235,1.40137,86.785,10.6771
DO.0949,M,G8,CSDO-M-22,10/25/2011,11/15/2012,387,Novel Object Test,R,147.523702,7290.748,436.3605,2703.75167,33.099076,22.55542,12.612354,5.104998,2326.67467,1761.3919,Arena 5,273.968,7291.58,227.122,20.8204,70.9361,33.0323,20.6536,13.7802,18.051,52.051
DO.0950,M,G8,CSDO-M-22A,10/27/2011,5/16/2013,567,Novel Object Test,R,211.1401,13501.209,385.4232,2730.7635,19.95286,6.639832,14.213918,5.271834,2500.01338,2801.6769,Arena 6,172.536,11215.7,399.691,0.066732,39.4386,24.2571,25.6918,19.8861,10.1433,3.40333
