Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Single.cells,Viable.cells,CD11b.,Eosinophils,Eosinophils...of.viable.,Granulocytes,Granulocytes....of.viable.,Monocytes,Monocytes....of.viable.,Inflammitory.Monocytes,Other.Monocytes,Resident.Monocytes
DO.0151,F,G9,LGDO-F-31,2/22/2012,10/9/2012,230,FCM (M) 33wks,86.6,63.2,18,26.6,4.79,44.7,8.04,26.8,4.82,18.1,20.1,61.8
DO.0152,F,G9,LGDO-F-31,2/24/2012,4/9/2013,410,FCM (M) 59wks,97.7,75.4,18.7,17.6,3.3,60.9,11.4,20.6,3.86,61.7,5.14,33.1
DO.0152,F,G9,LGDO-F-31,2/24/2012,10/9/2012,228,FCM (M) 33wks,93.9,59.3,15,35.5,5.34,41,6.15,22,3.3,51.7,8.42,39.9
DO.0152,F,G9,LGDO-F-31,2/24/2012,10/8/2013,592,FCM (M) 85wks,95,77.3,17.6,8.69,1.53,63.1,11.1,27.2,4.78,20.7,48.4,30.9
DO.0153,F,G9,LGDO-F-31,2/19/2012,4/9/2013,415,FCM (M) 59wks,97.3,77.9,27.4,10.1,2.78,48.3,13.2,40.5,11.1,43.8,30.3,25.9
DO.0153,F,G9,LGDO-F-31,2/19/2012,10/9/2012,233,FCM (M) 33wks,97,40.6,14.6,19.9,2.91,46.2,6.76,32.3,4.73,49.5,17.8,32.6
DO.0153,F,G9,LGDO-F-31,2/19/2012,10/8/2013,597,FCM (M) 85wks,96,85.5,16.3,7.03,1.15,44.3,7.23,48.4,7.89,10.7,46.4,42.9
DO.0154,F,G9,LGDO-F-31,2/21/2012,4/9/2013,413,FCM (M) 59wks,96.1,74.1,18,15.5,2.78,56,10.1,27.6,4.95,54,15.6,30.4
DO.0154,F,G9,LGDO-F-31,2/21/2012,10/9/2012,231,FCM (M) 33wks,93.7,58.5,15.5,19.2,2.97,49,7.58,30.9,4.78,61.3,16,22.7
DO.0154,F,G9,LGDO-F-31,2/21/2012,10/8/2013,595,FCM (M) 85wks,94.1,78.6,23.6,14.4,3.4,61.6,14.5,23.6,5.57,15.6,60.5,24
DO.0155,F,G9,LGDO-F-31,2/22/2012,4/9/2013,412,FCM (M) 59wks,96.4,77.1,23,20.4,4.68,57.5,13.2,20.1,4.61,56.8,12.1,31.1
DO.0155,F,G9,LGDO-F-31,2/22/2012,10/9/2012,230,FCM (M) 33wks,94.2,69.8,21.4,33.5,7.16,35.2,7.52,28.7,6.13,70.2,6.68,23.1
DO.0155,F,G9,LGDO-F-31,2/22/2012,10/8/2013,594,FCM (M) 85wks,91.4,85.5,19.8,24.7,4.89,42.9,8.49,31.5,6.23,22.7,55.6,21.6
DO.0156,F,G9,LGDO-F-32,2/20/2012,4/9/2013,414,FCM (M) 59wks,93.4,47.5,17,23.5,4,2.11,0.358,71.6,12.2,46.5,14.8,38.7
DO.0156,F,G9,LGDO-F-32,2/20/2012,10/9/2012,232,FCM (M) 33wks,91.4,57,18.6,12.1,2.24,46,8.57,39.4,7.34,64,6.97,29
DO.0157,F,G9,LGDO-F-32,2/18/2012,4/9/2013,416,FCM (M) 59wks,97.3,69.2,30.5,8.9,2.71,63.9,19.5,26.3,8.01,51.9,11,37.1
DO.0157,F,G9,LGDO-F-32,2/18/2012,10/9/2012,234,FCM (M) 33wks,92.8,68.5,18.8,21.1,3.97,35.4,6.64,41.6,7.81,47.9,8.52,43.6
DO.0157,F,G9,LGDO-F-32,2/18/2012,10/8/2013,598,FCM (M) 85wks,94.5,82.1,22.3,12.8,2.85,50.1,11.2,36.2,8.06,16.4,53.2,30.3
DO.0158,F,G9,LGDO-F-32,2/20/2012,4/9/2013,414,FCM (M) 59wks,96.4,78.2,49.7,2.83,1.4,13.1,6.52,81.9,40.7,12.2,7.61,80.2
DO.0158,F,G9,LGDO-F-32,2/20/2012,10/9/2012,232,FCM (M) 33wks,94.5,72,27.8,6.74,1.87,18.6,5.16,73,20.3,11.6,7.66,80.8
DO.0158,F,G9,LGDO-F-32,2/20/2012,10/8/2013,596,FCM (M) 85wks,94,87.5,54.4,2.16,1.18,16,8.71,81.5,44.3,6.98,21.3,71.7
DO.0159,F,G9,LGDO-F-32,2/21/2012,4/9/2013,413,FCM (M) 59wks,95.8,74.6,24.2,21.4,5.18,51.2,12.4,25.8,6.25,56.3,10.8,32.9
DO.0159,F,G9,LGDO-F-32,2/21/2012,10/9/2012,231,FCM (M) 33wks,93.7,73.1,11.3,39.3,4.45,23.9,2.7,34.2,3.88,48.5,10.4,41.1
DO.0159,F,G9,LGDO-F-32,2/21/2012,10/8/2013,595,FCM (M) 85wks,93.5,83.8,19,45.7,8.68,25.7,4.87,28.2,5.35,13.9,60.6,25.5
DO.0160,F,G9,LGDO-F-32,2/21/2012,4/9/2013,413,FCM (M) 59wks,97,76.3,6.23,1.98,0.123,51,3.17,44.5,2.77,26.3,3.9,69.8
DO.0160,F,G9,LGDO-F-32,2/21/2012,10/9/2012,231,FCM (M) 33wks,93.7,73,23.8,3.05,0.72,64.4,15.3,31.1,7.38,66.5,6.66,26.8
DO.0161,F,G9,LGDO-F-33,2/22/2012,10/18/2012,239,FCM (M) 33wks,93.6,72.9,30.6,6.35,1.94,75.2,23,16.9,5.16,42.4,13.9,43.6
DO.0161,F,G9,LGDO-F-33,2/22/2012,4/16/2013,419,FCM (M) 59wks,97.1,78.9,31.6,7.17,2.27,60.2,19,31.7,10,63.7,5.76,30.5
DO.0161,F,G9,LGDO-F-33,2/22/2012,10/15/2013,601,FCM (M) 85wks,90.7,63.1,21.7,3.74,0.812,62.3,13.5,33.3,7.25,40.8,34.3,25
DO.0162,F,G9,LGDO-F-33,2/19/2012,10/18/2012,242,FCM (M) 33wks,91.9,68.6,27.2,7.28,1.98,75.3,20.5,16.2,4.41,40.8,13.1,46.1
DO.0162,F,G9,LGDO-F-33,2/19/2012,4/16/2013,422,FCM (M) 59wks,94.5,79.2,21.2,10.8,2.29,68.2,14.4,20,4.24,45.7,10.8,43.5
DO.0162,F,G9,LGDO-F-33,2/19/2012,10/15/2013,604,FCM (M) 85wks,92.9,80.2,15,16.4,2.46,61.9,9.31,21.3,3.2,41.5,24.3,34.2
DO.0163,F,G9,LGDO-F-33,2/24/2012,10/18/2012,237,FCM (M) 33wks,91.4,76.1,29,16.4,4.75,51.6,15,28.9,8.37,47.3,7.92,44.7
DO.0163,F,G9,LGDO-F-33,2/24/2012,4/16/2013,417,FCM (M) 59wks,94.8,79.5,19.9,24.2,4.82,39.4,7.83,34.1,6.78,43,9.77,47.3
DO.0163,F,G9,LGDO-F-33,2/24/2012,10/15/2013,599,FCM (M) 85wks,90.8,81.1,32.5,26.9,8.74,40,13,32.5,10.5,32.8,29.7,37.6
DO.0164,F,G9,LGDO-F-33,2/24/2012,10/18/2012,237,FCM (M) 33wks,94.3,80.4,33.7,9.11,3.07,65.8,22.2,23.8,8.04,53.8,8.75,37.4
DO.0164,F,G9,LGDO-F-33,2/24/2012,4/16/2013,417,FCM (M) 59wks,96.4,73.6,28.7,9.39,2.7,52.7,15.1,36.9,10.6,42.9,10.4,46.6
DO.0164,F,G9,LGDO-F-33,2/24/2012,10/15/2013,599,FCM (M) 85wks,94.6,84.4,26.9,8.29,2.23,47.3,12.7,43.9,11.8,9.71,43.9,46.4
DO.0166,F,G9,LGDO-F-34,2/21/2012,10/18/2012,240,FCM (M) 33wks,93.6,68.2,26.8,12.3,3.28,56.4,15.1,29.1,7.79,48.8,9.25,41.9
DO.0166,F,G9,LGDO-F-34,2/21/2012,4/16/2013,420,FCM (M) 59wks,94.3,81.4,28.6,25.1,7.19,37.7,10.8,32.2,9.21,45.9,7.98,46.1
DO.0166,F,G9,LGDO-F-34,2/21/2012,10/15/2013,602,FCM (M) 85wks,92.8,84.7,35,4.75,1.66,33.5,11.7,61.6,21.6,21,17.4,61.6
DO.0167,F,G9,LGDO-F-34,2/24/2012,10/18/2012,237,FCM (M) 33wks,94.3,77.2,23.7,9.07,2.15,50.7,12,37.8,8.95,47.8,10.2,42.1
DO.0167,F,G9,LGDO-F-34,2/24/2012,4/16/2013,417,FCM (M) 59wks,96.3,81,25.9,6.39,1.65,61.4,15.9,30.8,7.97,51.3,14.4,34.3
DO.0167,F,G9,LGDO-F-34,2/24/2012,10/15/2013,599,FCM (M) 85wks,94,83.9,25.5,6.83,1.74,61.2,15.6,31.6,8.07,20,43.3,36.7
DO.0168,F,G9,LGDO-F-34,2/18/2012,10/18/2012,243,FCM (M) 33wks,95.8,78.6,28.7,17.5,5.02,54.9,15.7,25.9,7.44,11.6,41,47.4
DO.0168,F,G9,LGDO-F-34,2/18/2012,4/16/2013,423,FCM (M) 59wks,97.1,75,26.9,10.4,2.79,65,17.5,23.7,6.37,19.1,43.9,37
DO.0168,F,G9,LGDO-F-34,2/18/2012,10/15/2013,605,FCM (M) 85wks,96.4,84.1,22.8,12.1,2.77,59.2,13.5,28.4,6.48,3.44,67.6,29
DO.0170,F,G9,LGDO-F-34,2/21/2012,10/18/2012,240,FCM (M) 33wks,92.2,72.4,31.5,11.3,3.57,44.9,14.2,41.6,13.1,7.85,50,42.2
DO.0170,F,G9,LGDO-F-34,2/21/2012,4/16/2013,420,FCM (M) 59wks,93.8,79.7,28.5,11.7,3.33,26,7.4,59.8,17,5.63,41.3,53
DO.0170,F,G9,LGDO-F-34,2/21/2012,10/15/2013,602,FCM (M) 85wks,90.3,70.4,42.8,6.43,2.75,32.1,13.7,61.3,26.2,3.68,45.9,50.4
DO.0171,F,G9,LGDO-F-35,2/18/2012,10/18/2012,243,FCM (M) 33wks,94.9,76.6,23.1,5.3,1.23,65.4,15.1,27.9,6.44,4.15,62.5,33.4
DO.0171,F,G9,LGDO-F-35,2/18/2012,4/16/2013,423,FCM (M) 59wks,96.6,74.7,31.2,7.84,2.45,58.3,18.2,32.6,10.2,5.77,51.3,42.9
DO.0171,F,G9,LGDO-F-35,2/18/2012,10/15/2013,605,FCM (M) 85wks,95,86.4,21.2,9.43,2,65.9,14,24.4,5.16,3.57,64.8,31.6
DO.0172,F,G9,LGDO-F-35,2/20/2012,10/18/2012,241,FCM (M) 33wks,94.5,79.6,16.5,5.85,0.96,52.2,8.61,40.4,6.66,46.1,10.1,43.8
DO.0172,F,G9,LGDO-F-35,2/20/2012,4/16/2013,421,FCM (M) 59wks,96.9,77.4,24.2,4.05,0.979,64.1,15.5,30.4,7.34,57.8,9.78,32.4
DO.0172,F,G9,LGDO-F-35,2/20/2012,10/15/2013,603,FCM (M) 85wks,95.6,86.8,24.1,4.08,0.983,70,16.9,25.7,6.18,32.8,42.8,24.4
DO.0173,F,G9,LGDO-F-35,2/19/2012,10/18/2012,242,FCM (M) 33wks,93.9,75.8,14.9,8.83,1.32,51.8,7.73,37.7,5.62,57.4,6.82,35.8
DO.0173,F,G9,LGDO-F-35,2/19/2012,4/16/2013,422,FCM (M) 59wks,97.6,76,16.2,14.3,2.32,48.7,7.89,34.7,5.63,51.6,7.83,40.5
DO.0173,F,G9,LGDO-F-35,2/19/2012,10/15/2013,604,FCM (M) 85wks,95.7,85.7,20.8,13.1,2.72,56.1,11.7,30.3,6.29,28.2,33.4,38.4
DO.0174,F,G9,LGDO-F-35,2/19/2012,10/18/2012,242,FCM (M) 33wks,91.8,72,18.3,15.9,2.92,67.9,12.5,14.8,2.72,51.7,8.96,39.3
DO.0174,F,G9,LGDO-F-35,2/19/2012,4/16/2013,422,FCM (M) 59wks,96.8,77.4,28.1,16.2,4.56,65.9,18.5,16.7,4.69,59.6,10.6,29.9
DO.0174,F,G9,LGDO-F-35,2/19/2012,10/15/2013,604,FCM (M) 85wks,91.6,78.5,19,12.9,2.44,64,12.1,22.5,4.27,49.2,18,32.8
DO.0175,F,G9,LGDO-F-35,2/20/2012,10/18/2012,241,FCM (M) 33wks,93.1,82.5,30.3,61.3,18.6,21.1,6.4,14.3,4.32,54.8,16.6,28.5
DO.0175,F,G9,LGDO-F-35,2/20/2012,4/16/2013,421,FCM (M) 59wks,95.2,71.4,27.8,46.4,12.9,32.3,8.97,20.2,5.59,50.6,20,29.4
DO.0175,F,G9,LGDO-F-35,2/20/2012,10/15/2013,603,FCM (M) 85wks,89.5,71,22.9,24.5,5.61,53.9,12.3,21.1,4.82,32.3,28.7,39
DO.0176,F,G9,LGDO-F-36,2/23/2012,10/18/2012,238,FCM (M) 33wks,94.8,74,24.4,9.26,2.26,63.8,15.5,25.5,6.22,8.05,62.6,29.4
DO.0176,F,G9,LGDO-F-36,2/23/2012,4/16/2013,418,FCM (M) 59wks,95.8,85.6,56.8,6.79,3.86,63.4,36.1,28.2,16,9.34,67.6,23
DO.0176,F,G9,LGDO-F-36,2/23/2012,10/15/2013,600,FCM (M) 85wks,93.4,87.7,63.5,4.59,2.91,69.5,44.1,25.6,16.3,4.24,77.6,18.2
DO.0177,F,G9,LGDO-F-36,2/21/2012,10/18/2012,240,FCM (M) 33wks,89.8,69.2,24,6.68,1.61,63.4,15.2,28.4,6.81,26.1,14.1,59.8
DO.0177,F,G9,LGDO-F-36,2/21/2012,4/16/2013,420,FCM (M) 59wks,93.9,77,27.3,11.8,3.23,56.5,15.4,29.6,8.08,23,23.6,53.4
DO.0178,F,G9,LGDO-F-36,2/24/2012,10/18/2012,237,FCM (M) 33wks,93.4,72.5,26.3,17.5,4.61,61.3,16.1,19.4,5.11,71.2,8.82,20
DO.0178,F,G9,LGDO-F-36,2/24/2012,4/16/2013,417,FCM (M) 59wks,96,76.9,41.4,12.9,5.33,67.5,27.9,17.2,7.12,61.9,8.08,30
DO.0178,F,G9,LGDO-F-36,2/24/2012,10/15/2013,599,FCM (M) 85wks,95.8,85.3,27,12.8,3.46,71.7,19.3,14.8,4,35.9,38.4,25.6
DO.0179,F,G9,LGDO-F-36,2/23/2012,10/18/2012,238,FCM (M) 33wks,92.4,30.7,42.2,1.36,0.57,38.5,16.2,58.5,24.7,1.56,36,62.4
DO.0180,F,G9,LGDO-F-36,2/22/2012,10/18/2012,239,FCM (M) 33wks,94.3,81.4,37.7,16.5,6.22,58.8,22.2,23.3,8.78,47.3,24,28.7
DO.0180,F,G9,LGDO-F-36,2/22/2012,4/16/2013,419,FCM (M) 59wks,96.8,80.7,26.6,29.7,7.92,41.3,11,26.1,6.96,50.2,16.6,33.2
DO.0180,F,G9,LGDO-F-36,2/22/2012,10/15/2013,601,FCM (M) 85wks,96.6,86.4,26.4,18.8,4.95,50.4,13.3,30.1,7.95,29.4,37,33.6
DO.0181,F,G10,LGDO-F-37,5/16/2012,12/31/2012,229,FCM (M) 33wks,95.4,67,25.6,8.61,2.21,60.7,15.6,29.2,7.48,55.4,9.26,35.4
DO.0181,F,G10,LGDO-F-37,5/16/2012,8/13/2013,454,FCM (M) 59wks,93.3,57.9,9.19,7.33,0.674,44.6,4.1,47.2,4.34,35.3,17.3,47.4
DO.0181,F,G10,LGDO-F-37,5/16/2012,12/23/2013,586,FCM (M) 85wks,89,51.4,9,10.1,0.911,41.9,3.78,47.4,4.26,28.6,28.8,42.6
DO.0182,F,G10,LGDO-F-37,5/15/2012,12/31/2012,230,FCM (M) 33wks,95.8,71,20.7,5.39,1.12,52.7,10.9,40.4,8.37,15,51.6,33.3
DO.0182,F,G10,LGDO-F-37,5/15/2012,8/13/2013,455,FCM (M) 59wks,94.7,82.3,31.3,3.96,1.24,70.4,22.1,25.3,7.92,10.3,66.2,23.5
DO.0182,F,G10,LGDO-F-37,5/15/2012,12/23/2013,587,FCM (M) 85wks,90.6,73.3,26.1,7.02,1.83,57.8,15.1,34.8,9.07,5.52,63.4,31.1
DO.0183,F,G10,LGDO-F-37,5/12/2012,12/31/2012,233,FCM (M) 33wks,95.7,76,24.8,9.41,2.34,64.6,16,22.8,5.67,3.77,49.5,46.7
DO.0183,F,G10,LGDO-F-37,5/12/2012,8/13/2013,458,FCM (M) 59wks,96.1,88.1,35.4,21.1,7.5,58.8,20.9,18.4,6.51,5.97,65.3,28.8
DO.0183,F,G10,LGDO-F-37,5/12/2012,12/23/2013,590,FCM (M) 85wks,92.6,68.9,32.7,8.27,2.71,64.4,21.1,25.4,8.32,3.26,73.4,23.3
DO.0184,F,G10,LGDO-F-37,5/15/2012,12/31/2012,230,FCM (M) 33wks,95.3,73.5,19,20.1,3.83,48.4,9.2,27.5,5.23,49.3,13.8,36.9
DO.0184,F,G10,LGDO-F-37,5/15/2012,8/13/2013,455,FCM (M) 59wks,93.6,87.9,27.9,10.4,2.89,70.3,19.6,18.9,5.26,36.7,38,25.3
DO.0184,F,G10,LGDO-F-37,5/15/2012,12/23/2013,587,FCM (M) 85wks,93.6,76.5,19.4,11.4,2.21,63.7,12.4,24.2,4.7,22.4,51.6,26
DO.0185,F,G10,LGDO-F-37,5/17/2012,12/31/2012,228,FCM (M) 33wks,96.2,68.6,23.3,19.8,4.62,26.4,6.15,50.9,11.9,59.4,7.31,33.3
DO.0185,F,G10,LGDO-F-37,5/17/2012,8/13/2013,453,FCM (M) 59wks,94.9,80.1,9.38,31.8,2.98,32.5,3.04,34.4,3.23,55.2,19.7,25.1
DO.0185,F,G10,LGDO-F-37,5/17/2012,12/23/2013,585,FCM (M) 85wks,94.4,83.2,9.01,23.1,2.09,53.4,4.81,22.9,2.06,36.8,38,25.1
DO.0186,F,G10,LGDO-F-38,5/15/2012,12/31/2012,230,FCM (M) 33wks,94.5,70.6,28,9,2.52,50,14,38.7,10.8,34.7,12.7,52.5
DO.0186,F,G10,LGDO-F-38,5/15/2012,8/13/2013,455,FCM (M) 59wks,94.8,86,13.6,21.1,2.87,42.9,5.81,35.4,4.8,33.9,31.6,34.6
DO.0186,F,G10,LGDO-F-38,5/15/2012,12/23/2013,587,FCM (M) 85wks,95.8,85.3,12.3,10.3,1.27,54.1,6.64,35.3,4.33,13.4,42.6,44
DO.0187,F,G10,LGDO-F-38,5/14/2012,12/31/2012,231,FCM (M) 33wks,93,59.7,20,9.15,1.83,43.9,8.81,44.3,8.88,39.2,7.87,53
DO.0187,F,G10,LGDO-F-38,5/14/2012,8/13/2013,456,FCM (M) 59wks,91.8,81.9,27.4,9.7,2.66,32.5,8.9,56.8,15.5,40.5,7.75,51.8
DO.0187,F,G10,LGDO-F-38,5/14/2012,12/23/2013,588,FCM (M) 85wks,91.8,73.2,22.8,8.11,1.85,35.5,8.09,55.9,12.7,32.8,17.8,49.4
DO.0188,F,G10,LGDO-F-38,5/14/2012,12/31/2012,231,FCM (M) 33wks,96.3,64.6,27.7,16.8,4.67,64.2,17.8,17.5,4.85,4.1,67.3,28.6
DO.0188,F,G10,LGDO-F-38,5/14/2012,8/13/2013,456,FCM (M) 59wks,95.8,80.4,20.2,22.9,4.62,58.7,11.8,17.8,3.59,7.51,69.5,23
DO.0188,F,G10,LGDO-F-38,5/14/2012,12/23/2013,588,FCM (M) 85wks,96.5,79.2,25.4,14.1,3.57,66.3,16.8,19.3,4.89,3.9,71.1,25
DO.0189,F,G10,LGDO-F-38,5/16/2012,12/31/2012,229,FCM (M) 33wks,94.9,65.9,21.6,13.7,2.95,46.2,9.96,37.6,8.1,40.3,5.64,54
DO.0189,F,G10,LGDO-F-38,5/16/2012,8/13/2013,454,FCM (M) 59wks,95.4,79.1,24.5,14.7,3.6,39,9.55,45.7,11.2,48,12.2,39.9
DO.0189,F,G10,LGDO-F-38,5/16/2012,12/23/2013,586,FCM (M) 85wks,94.6,75.4,23.8,9.11,2.17,49.4,11.8,41.2,9.81,41.8,16.9,41.3
DO.0190,F,G10,LGDO-F-38,5/15/2012,12/31/2012,230,FCM (M) 33wks,94.7,74,9.09,5.31,0.48,51.9,4.72,40.5,3.68,50.4,5.71,43.9
DO.0190,F,G10,LGDO-F-38,5/15/2012,8/13/2013,455,FCM (M) 59wks,94.4,86.6,11.7,10,1.17,44.9,5.24,44.7,5.22,57.9,8.57,33.5
DO.0190,F,G10,LGDO-F-38,5/15/2012,12/23/2013,587,FCM (M) 85wks,92.5,76.7,16,9.37,1.5,53.3,8.55,37,5.93,53.5,16.7,29.8
DO.0191,F,G10,LGDO-F-39,5/15/2012,12/31/2012,230,FCM (M) 33wks,94.2,70.8,19.8,5.19,1.03,69.8,13.8,22.7,4.49,28.3,28,43.7
DO.0191,F,G10,LGDO-F-39,5/15/2012,8/13/2013,455,FCM (M) 59wks,94,78.7,15.9,6.43,1.02,46.4,7.35,46.6,7.38,21.7,48.5,29.8
DO.0191,F,G10,LGDO-F-39,5/15/2012,12/23/2013,587,FCM (M) 85wks,94.5,80.3,9.14,7.06,0.646,29.5,2.69,62.8,5.74,13.6,55.7,30.6
DO.0192,F,G10,LGDO-F-39,5/15/2012,12/31/2012,230,FCM (M) 33wks,91.8,70,38.3,8.8,3.37,62,23.8,26.7,10.2,36.2,32.3,31.5
DO.0192,F,G10,LGDO-F-39,5/15/2012,8/13/2013,455,FCM (M) 59wks,93.4,77.1,38.6,8.29,3.2,45.5,17.6,45.4,17.5,33.6,43.5,22.9
DO.0192,F,G10,LGDO-F-39,5/15/2012,12/23/2013,587,FCM (M) 85wks,91,74.6,74.8,5.58,4.17,55.7,41.6,38.4,28.7,10.1,69.5,20.4
DO.0193,F,G10,LGDO-F-39,5/13/2012,12/31/2012,232,FCM (M) 33wks,95.9,57,16.5,6.79,1.12,54.9,9.08,35.9,5.93,56.7,7.76,35.5
DO.0193,F,G10,LGDO-F-39,5/13/2012,8/13/2013,457,FCM (M) 59wks,95.2,74.2,14.6,14.5,2.12,52.4,7.67,32.4,4.75,10.9,49.3,39.8
DO.0193,F,G10,LGDO-F-39,5/13/2012,12/23/2013,589,FCM (M) 85wks,95.6,82.3,19.2,11,2.11,54.6,10.5,34.1,6.56,5,62.1,32.9
DO.0194,F,G10,LGDO-F-39,5/15/2012,12/31/2012,230,FCM (M) 33wks,95.5,72.4,17.1,8.48,1.45,64.6,11,25.8,4.41,42.9,24.7,32.4
DO.0194,F,G10,LGDO-F-39,5/15/2012,8/13/2013,455,FCM (M) 59wks,94.4,89.2,22.8,6.67,1.52,67.6,15.4,25.3,5.76,38.3,43,18.7
DO.0194,F,G10,LGDO-F-39,5/15/2012,12/23/2013,587,FCM (M) 85wks,95.1,82.5,14.7,4.68,0.689,66.7,9.82,28.3,4.16,19.3,55.2,25.5
DO.0195,F,G10,LGDO-F-39,5/13/2012,12/31/2012,232,FCM (M) 33wks,96.4,68.6,29.1,14.5,4.24,65.1,19,17.5,5.11,28.6,31.1,40.3
DO.0195,F,G10,LGDO-F-39,5/13/2012,8/13/2013,457,FCM (M) 59wks,96.3,85.7,26.7,17.6,4.71,62.7,16.7,19.4,5.19,23.1,47.3,29.6
DO.0195,F,G10,LGDO-F-39,5/13/2012,12/23/2013,589,FCM (M) 85wks,92.4,76,30.5,18.4,5.63,64.3,19.6,16.9,5.16,13.7,55.5,30.7
DO.0196,F,G10,LGDO-F-40,5/12/2012,12/31/2012,233,FCM (M) 33wks,93.6,69.4,44.5,3.92,1.74,38.7,17.2,55.2,24.5,12.6,6.15,81.2
DO.0197,F,G10,LGDO-F-40,5/12/2012,12/31/2012,233,FCM (M) 33wks,94.7,71.2,34.8,12.8,4.47,49.8,17.3,34.1,11.9,47.2,6.7,46
DO.0197,F,G10,LGDO-F-40,5/12/2012,8/13/2013,458,FCM (M) 59wks,92.6,77,36.8,14.2,5.24,33.6,12.3,51.6,19,36.1,12,51.9
DO.0198,F,G10,LGDO-F-40,5/16/2012,12/31/2012,229,FCM (M) 33wks,94.6,77,21.6,24.1,5.2,47.1,10.2,25.9,5.6,59.5,7.93,32.6
DO.0198,F,G10,LGDO-F-40,5/16/2012,8/13/2013,454,FCM (M) 59wks,95,84.8,27.5,16.4,4.51,60.9,16.7,22.4,6.17,60.2,11.7,28
DO.0198,F,G10,LGDO-F-40,5/16/2012,12/23/2013,586,FCM (M) 85wks,93.4,73.6,26.2,6.92,1.81,52.6,13.8,39.9,10.5,29.4,16.6,54
DO.0199,F,G10,LGDO-F-40,5/14/2012,12/31/2012,231,FCM (M) 33wks,95.2,54.1,24.4,14.3,3.49,20.3,4.96,59.9,14.6,2.89,27.7,69.4
DO.0199,F,G10,LGDO-F-40,5/14/2012,8/13/2013,456,FCM (M) 59wks,93.5,82.6,30.6,7.74,2.36,23.1,7.06,67.8,20.7,7.26,46.1,46.6
DO.0199,F,G10,LGDO-F-40,5/14/2012,12/23/2013,588,FCM (M) 85wks,86.6,64.9,26.1,4.45,1.16,30.5,7.98,64.7,16.9,3.95,58.5,37.6
DO.0200,F,G10,LGDO-F-40,5/15/2012,12/31/2012,230,FCM (M) 33wks,95.2,81.4,19.3,17.5,3.36,57.5,11.1,22.9,4.41,13.4,49.2,37.4
DO.0200,F,G10,LGDO-F-40,5/15/2012,8/13/2013,455,FCM (M) 59wks,95,86.7,13,15,1.94,63,8.16,21.7,2.81,11,56.4,32.5
DO.0200,F,G10,LGDO-F-40,5/15/2012,12/23/2013,587,FCM (M) 85wks,96.1,85.9,17.2,12.3,2.11,67,11.5,20.5,3.53,4.78,64.4,30.8
DO.0201,F,G10,LGDO-F-41,5/15/2012,1/2/2013,232,FCM (M) 33wks,93.9,66.8,27.4,7.24,1.99,44.4,12.2,46.3,12.7,0.96,64.4,34.6
DO.0201,F,G10,LGDO-F-41,5/15/2012,8/13/2013,455,FCM (M) 59wks,96.2,84.7,26.5,11.2,2.98,55,14.6,30.7,8.15,5.41,69.8,24.8
DO.0201,F,G10,LGDO-F-41,5/15/2012,12/31/2013,595,FCM (M) 85wks,93.8,75.8,33.4,6.61,2.21,58.5,19.5,33.7,11.2,2.26,66.4,31.4
DO.0202,F,G10,LGDO-F-41,5/15/2012,1/2/2013,232,FCM (M) 33wks,89.5,63.5,15.4,21.8,3.35,40.1,6.16,35.5,5.46,57.7,9.76,32.5
DO.0202,F,G10,LGDO-F-41,5/15/2012,8/13/2013,455,FCM (M) 59wks,93.2,87.3,20.1,20.1,4.05,53.1,10.7,25.9,5.22,37.9,35.4,26.7
DO.0202,F,G10,LGDO-F-41,5/15/2012,12/31/2013,595,FCM (M) 85wks,93.7,77.2,22.3,9.2,2.05,52.7,11.8,37.7,8.41,29.5,43.9,26.6
DO.0203,F,G10,LGDO-F-41,5/18/2012,1/2/2013,229,FCM (M) 33wks,90.6,67.2,13.7,7.87,1.08,44.1,6.03,45.7,6.25,56.6,6.79,36.7
DO.0203,F,G10,LGDO-F-41,5/18/2012,8/13/2013,452,FCM (M) 59wks,93.2,84.8,19.9,7.34,1.46,40.3,8.04,51.6,10.3,32.6,14.5,52.9
DO.0203,F,G10,LGDO-F-41,5/18/2012,12/31/2013,592,FCM (M) 85wks,91.9,65.8,26.4,3.35,0.883,61.5,16.2,34.9,9.21,37.9,13.7,48.5
DO.0204,F,G10,LGDO-F-41,5/15/2012,1/2/2013,232,FCM (M) 33wks,91.4,61.1,19.9,16.7,3.33,50.1,9.98,31.9,6.37,42.7,18.5,38.7
DO.0204,F,G10,LGDO-F-41,5/15/2012,8/13/2013,455,FCM (M) 59wks,96.1,85.9,28.6,9.08,2.59,71.5,20.4,19,5.44,43.3,40.2,16.5
DO.0204,F,G10,LGDO-F-41,5/15/2012,12/31/2013,595,FCM (M) 85wks,88.9,65.2,24.5,6.24,1.53,71.3,17.5,22.2,5.45,28.8,42.2,29
DO.0205,F,G10,LGDO-F-41,5/15/2012,1/2/2013,232,FCM (M) 33wks,85.7,48.2,12.1,22.1,2.67,25.3,3.06,49.1,5.94,48.9,16.5,34.7
DO.0205,F,G10,LGDO-F-41,5/15/2012,8/13/2013,455,FCM (M) 59wks,90.4,70.9,47.2,17.6,8.29,40.1,18.9,41.4,19.6,31.1,26.6,42.2
