Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,Sodium.mmol.L,Potassium.mmol.L,BUN.mg.dl,Magnesium.mg.dl
DO.0083,F,G8,LGDO-F-17,10/22/2011,11/13/2012,388,Bld-6 55wks,29.15,151.1,6.45,21,2.2
DO.0083,F,G8,LGDO-F-17,10/22/2011,5/18/2012,209,Bld-6 29wks,25.86,147.4,6.35,30,2
DO.0084,F,G8,LGDO-F-17,10/22/2011,11/13/2012,388,Bld-6 55wks,37.42,153.9,7.44,21,2.6
DO.0084,F,G8,LGDO-F-17,10/22/2011,5/18/2012,209,Bld-6 29wks,31.53,150.1,6.98,28,2.1
DO.0084,F,G8,LGDO-F-17,10/22/2011,5/14/2013,570,Bld-6 81wks,36.61,153.4,7.04,22,2.2
DO.0085,F,G8,LGDO-F-17,10/25/2011,11/13/2012,385,Bld-6 55wks,32.63,156,6.81,21,2
DO.0085,F,G8,LGDO-F-17,10/25/2011,5/18/2012,206,Bld-6 29wks,28.84,151.3,6.52,32,1.8
DO.0085,F,G8,LGDO-F-17,10/25/2011,5/14/2013,567,Bld-6 81wks,35.54,156.5,6.68,21,1.9
DO.0086,F,G8,LGDO-F-18,10/23/2011,11/13/2012,387,Bld-6 55wks,27.24,153.7,6.22,22,1.8
DO.0086,F,G8,LGDO-F-18,10/23/2011,5/18/2012,208,Bld-6 29wks,31.85,151.9,6.82,22,2
DO.0086,F,G8,LGDO-F-18,10/23/2011,5/14/2013,569,Bld-6 81wks,25.42,154.4,5.9,20,2
DO.0087,F,G8,LGDO-F-18,10/26/2011,11/13/2012,384,Bld-6 55wks,34.16,153,6.23,17,1.8
DO.0087,F,G8,LGDO-F-18,10/26/2011,5/18/2012,205,Bld-6 29wks,25.68,152.5,6.62,26,1.9
DO.0087,F,G8,LGDO-F-18,10/26/2011,5/14/2013,566,Bld-6 81wks,58.94,156.6,6.97,16,1.9
DO.0088,F,G8,LGDO-F-18,10/23/2011,11/13/2012,387,Bld-6 55wks,40.57,152.8,6.81,21,2.2
DO.0088,F,G8,LGDO-F-18,10/23/2011,5/18/2012,208,Bld-6 29wks,28.91,147,6.15,26,2
DO.0088,F,G8,LGDO-F-18,10/23/2011,5/14/2013,569,Bld-6 81wks,38.59,151.3,6.95,17,1.9
DO.0089,F,G8,LGDO-F-18,10/27/2011,11/13/2012,383,Bld-6 55wks,45.57,154.6,6.5,16,1.8
DO.0089,F,G8,LGDO-F-18,10/27/2011,5/18/2012,204,Bld-6 29wks,37.65,151.9,6.46,21,2.1
DO.0089,F,G8,LGDO-F-18,10/27/2011,5/14/2013,565,Bld-6 81wks,44.26,154.2,6.37,20,1.9
DO.0090,F,G8,LGDO-F-18,10/24/2011,11/13/2012,386,Bld-6 55wks,29.84,154,7.24,23,1.9
DO.0090,F,G8,LGDO-F-18,10/24/2011,5/18/2012,207,Bld-6 29wks,24.78,150,6.9,26,1.9
DO.0090,F,G8,LGDO-F-18,10/24/2011,5/14/2013,568,Bld-6 81wks,30.46,154,7.51,19,1.9
DO.0093,F,G8,LGDO-F-19,10/23/2011,5/15/2012,205,Bld-6 29wks,38.72,149.2,5.82,22,2.1
DO.0093,F,G8,LGDO-F-19,10/23/2011,11/13/2012,387,Bld-6 55wks,40.23,154,6.59,20,2.1
DO.0093,F,G8,LGDO-F-19,10/23/2011,5/14/2013,569,Bld-6 81wks,40.86,152.6,6.75,19,2
DO.0094,F,G8,LGDO-F-19,10/23/2011,5/15/2012,205,Bld-6 29wks,41.6,149.1,6.09,17,2.3
DO.0094,F,G8,LGDO-F-19,10/23/2011,11/13/2012,387,Bld-6 55wks,47.27,156.7,6.52,17,2.3
DO.0094,F,G8,LGDO-F-19,10/23/2011,5/14/2013,569,Bld-6 81wks,47.76,153.7,6.51,13,2.1
DO.0095,F,G8,LGDO-F-19,10/24/2011,5/15/2012,204,Bld-6 29wks,23.82,151.1,6.31,24,2.1
DO.0095,F,G8,LGDO-F-19,10/24/2011,11/13/2012,386,Bld-6 55wks,25.61,154.7,6.33,24,2
DO.0095,F,G8,LGDO-F-19,10/24/2011,5/14/2013,568,Bld-6 81wks,27.55,150.6,6.1,21,2
DO.0096,F,G8,LGDO-F-20,10/22/2011,5/15/2012,206,Bld-6 29wks,29.67,149.4,6.22,17,2.1
DO.0096,F,G8,LGDO-F-20,10/22/2011,11/13/2012,388,Bld-6 55wks,35.53,154.9,6.45,18,2.1
DO.0096,F,G8,LGDO-F-20,10/22/2011,5/14/2013,570,Bld-6 81wks,41.07,152.8,6.34,19,2
DO.0097,F,G8,LGDO-F-20,10/22/2011,5/15/2012,206,Bld-6 29wks,27.81,149.8,5.78,20,1.9
DO.0097,F,G8,LGDO-F-20,10/22/2011,11/13/2012,388,Bld-6 55wks,32.98,155.7,6.68,20,2.2
DO.0097,F,G8,LGDO-F-20,10/22/2011,5/14/2013,570,Bld-6 81wks,34.06,152.3,5.84,20,1.9
DO.0098,F,G8,LGDO-F-20,10/22/2011,5/15/2012,206,Bld-6 29wks,25.42,152,6.86,22,2
DO.0098,F,G8,LGDO-F-20,10/22/2011,11/13/2012,388,Bld-6 55wks,28.29,159.7,7.17,23,2.2
DO.0098,F,G8,LGDO-F-20,10/22/2011,5/14/2013,570,Bld-6 81wks,27.59,157.8,7.53,23,2.4
DO.0099,F,G8,LGDO-F-20,10/23/2011,5/15/2012,205,Bld-6 29wks,22.88,148.7,5.82,22,2
DO.0099,F,G8,LGDO-F-20,10/23/2011,11/13/2012,387,Bld-6 55wks,27.56,154.9,6.45,21,2.1
DO.0099,F,G8,LGDO-F-20,10/23/2011,5/14/2013,569,Bld-6 81wks,27.05,154.2,6.04,24,2.2
DO.0100,F,G8,LGDO-F-20,10/25/2011,5/15/2012,203,Bld-6 29wks,30.77,151.9,7.99,25,2.2
DO.0100,F,G8,LGDO-F-20,10/25/2011,11/13/2012,385,Bld-6 55wks,36.51,157.5,7.95,23,2.1
DO.0100,F,G8,LGDO-F-20,10/25/2011,5/14/2013,567,Bld-6 81wks,34.02,152.1,7.44,21,1.9
DO.0101,F,G8,LGDO-F-21,10/22/2011,5/22/2012,213,Bld-6 29wks,44.47,149.6,6.46,22,2.1
DO.0101,F,G8,LGDO-F-21,10/22/2011,11/19/2012,394,Bld-6 55wks,52.94,153.8,7.35,22,2.5
DO.0101,F,G8,LGDO-F-21,10/22/2011,5/21/2013,577,Bld-6 81wks,57.03,149.6,6.7,19,2.3
DO.0102,F,G8,LGDO-F-21,10/24/2011,5/22/2012,211,Bld-6 29wks,21.75,147.2,6.19,30,2
DO.0102,F,G8,LGDO-F-21,10/24/2011,11/19/2012,392,Bld-6 55wks,24.43,150.2,6.23,26,2
DO.0102,F,G8,LGDO-F-21,10/24/2011,5/21/2013,575,Bld-6 81wks,24.41,148.8,6.22,19,2
DO.0104,F,G8,LGDO-F-21A,10/25/2011,5/22/2012,210,Bld-6 29wks,43.7,147.9,6.65,20,2.3
DO.0104,F,G8,LGDO-F-21A,10/25/2011,11/19/2012,391,Bld-6 55wks,45.09,155.8,7.12,22,2.6
DO.0104,F,G8,LGDO-F-21A,10/25/2011,5/21/2013,574,Bld-6 81wks,44.53,147.5,6.78,22,1.9
DO.0106,F,G8,LGDO-F-22,10/22/2011,5/22/2012,213,Bld-6 29wks,36.98,150.1,6.88,30,2.2
DO.0106,F,G8,LGDO-F-22,10/22/2011,11/19/2012,394,Bld-6 55wks,36.88,150.5,7.33,16,2.2
DO.0106,F,G8,LGDO-F-22,10/22/2011,5/21/2013,577,Bld-6 81wks,45.02,150.9,6.63,24,2.2
DO.0107,F,G8,LGDO-F-22,10/25/2011,5/22/2012,210,Bld-6 29wks,42.08,151.1,6.49,24,2.1
DO.0107,F,G8,LGDO-F-22,10/25/2011,11/19/2012,391,Bld-6 55wks,40.32,154.3,7.11,24,2.2
DO.0107,F,G8,LGDO-F-22,10/25/2011,5/21/2013,574,Bld-6 81wks,43.45,148.8,6.74,23,2.2
DO.0108,F,G8,LGDO-F-22,10/23/2011,5/22/2012,212,Bld-6 29wks,28.86,150,5.94,28,2.1
DO.0108,F,G8,LGDO-F-22,10/23/2011,11/19/2012,393,Bld-6 55wks,32.05,150.6,6.38,18,2.1
DO.0108,F,G8,LGDO-F-22,10/23/2011,5/21/2013,576,Bld-6 81wks,31.42,150,5.9,28,2.2
DO.0109,F,G8,LGDO-F-22,10/23/2011,11/19/2012,393,Bld-6 55wks,31.59,149.7,6.31,21,2.1
DO.0109,F,G8,LGDO-F-22,10/23/2011,5/22/2012,212,Bld-6 29wks,33.55,148,5.94,23,1.9
DO.0109,F,G8,LGDO-F-22,10/23/2011,5/21/2013,576,Bld-6 81wks,33.89,148.4,5.93,19,2.1
DO.0110,F,G8,LGDO-F-22,10/26/2011,5/22/2012,209,Bld-6 29wks,22.29,149.6,6.46,25,2.1
DO.0111,F,G8,LGDO-F-23,10/23/2011,11/19/2012,393,Bld-6 55wks,45.04,156.8,7.43,24,2.4
DO.0111,F,G8,LGDO-F-23,10/23/2011,5/22/2012,212,Bld-6 29wks,43.18,152.1,6.87,25,2.3
DO.0112,F,G8,LGDO-F-23,10/24/2011,11/19/2012,392,Bld-6 55wks,25.11,158.7,8.61,19,2.5
DO.0112,F,G8,LGDO-F-23,10/24/2011,5/22/2012,211,Bld-6 29wks,24.61,149.6,6.19,21,1.8
DO.0113,F,G8,LGDO-F-23,10/22/2011,11/19/2012,394,Bld-6 55wks,31.44,159,6.59,17,2.2
DO.0113,F,G8,LGDO-F-23,10/22/2011,5/22/2012,213,Bld-6 29wks,29.5,151.5,6.14,15,2.2
DO.0113,F,G8,LGDO-F-23,10/22/2011,5/21/2013,577,Bld-6 81wks,27.21,149.1,5.72,17,2
DO.0114,F,G8,LGDO-F-23,10/22/2011,11/19/2012,394,Bld-6 55wks,29.42,157.5,7.54,29,2.5
DO.0114,F,G8,LGDO-F-23,10/22/2011,5/22/2012,213,Bld-6 29wks,27.56,150.4,6.39,26,2.3
DO.0114,F,G8,LGDO-F-23,10/22/2011,5/21/2013,577,Bld-6 81wks,29.55,150,6.82,20,2.2
DO.0115,F,G8,LGDO-F-23,10/22/2011,11/19/2012,394,Bld-6 55wks,41.62,155.4,6.23,19,2.2
DO.0115,F,G8,LGDO-F-23,10/22/2011,5/22/2012,213,Bld-6 29wks,34.24,149.3,6.03,18,2
DO.0115,F,G8,LGDO-F-23,10/22/2011,5/21/2013,577,Bld-6 81wks,39.24,150.4,6.54,17,2.5
DO.0116,F,G8,LGDO-F-24,10/23/2011,11/19/2012,393,Bld-6 55wks,40.9,155.7,6.2,26,2.1
DO.0116,F,G8,LGDO-F-24,10/23/2011,5/22/2012,212,Bld-6 29wks,35.37,149.5,6.12,23,1.8
DO.0116,F,G8,LGDO-F-24,10/23/2011,5/21/2013,576,Bld-6 81wks,41.53,147.5,6.1,17,1.9
DO.0117,F,G8,LGDO-F-24,10/22/2011,11/19/2012,394,Bld-6 55wks,38.28,155,6.22,29,2.4
DO.0117,F,G8,LGDO-F-24,10/22/2011,5/22/2012,213,Bld-6 29wks,35.63,148.2,5.81,25,2.1
DO.0117,F,G8,LGDO-F-24,10/22/2011,5/21/2013,577,Bld-6 81wks,32.31,148.6,5.62,20,2.1
DO.0118,F,G8,LGDO-F-24,10/24/2011,11/19/2012,392,Bld-6 55wks,35.8,155.8,6.54,17,2.1
DO.0118,F,G8,LGDO-F-24,10/24/2011,5/22/2012,211,Bld-6 29wks,34.09,149,6.04,23,2
DO.0119,F,G8,LGDO-F-24,10/25/2011,11/19/2012,391,Bld-6 55wks,35.77,160.1,6.85,28,2.4
DO.0119,F,G8,LGDO-F-24,10/25/2011,5/22/2012,210,Bld-6 29wks,30.61,147.8,5.63,18,1.8
DO.0120,F,G8,LGDO-F-24,10/27/2011,11/19/2012,389,Bld-6 55wks,31.22,155.4,6.88,30,2.2
DO.0120,F,G8,LGDO-F-24,10/27/2011,5/22/2012,208,Bld-6 29wks,25.67,149.8,6.85,22,1.7
DO.0120,F,G8,LGDO-F-24,10/27/2011,5/21/2013,572,Bld-6 81wks,35.12,149.6,6.77,25,1.9
DO.0121,F,G9,LGDO-F-25,2/20/2012,9/4/2012,197,Bld-6 29wks,28.13,153.8,6.74,23,1.9
DO.0122,F,G9,LGDO-F-25,2/22/2012,9/4/2012,195,Bld-6 29wks,28.49,150.5,6.75,22,2
DO.0122,F,G9,LGDO-F-25,2/22/2012,3/4/2013,376,Bld-6 55wks,36.17,149.3,6.56,22,2
DO.0122,F,G9,LGDO-F-25,2/22/2012,9/3/2013,559,Bld-6 81wks,37.35,149,6.3,16,1.8
DO.0123,F,G9,LGDO-F-25,2/23/2012,9/4/2012,194,Bld-6 29wks,43.87,154.1,6.68,27,2.2
DO.0123,F,G9,LGDO-F-25,2/23/2012,3/4/2013,375,Bld-6 55wks,49.89,152.5,6.42,23,2.2
DO.0123,F,G9,LGDO-F-25,2/23/2012,9/3/2013,558,Bld-6 81wks,48.75,149.8,6.57,27,1.9
DO.0124,F,G9,LGDO-F-25,2/19/2012,9/4/2012,198,Bld-6 29wks,25.17,150.5,6.87,24,1.9
DO.0124,F,G9,LGDO-F-25,2/19/2012,3/4/2013,379,Bld-6 55wks,25.94,147.6,7.61,23,2.1
DO.0124,F,G9,LGDO-F-25,2/19/2012,9/3/2013,562,Bld-6 81wks,32.07,151,6.89,22,2
DO.0125,F,G9,LGDO-F-25,2/18/2012,9/4/2012,199,Bld-6 29wks,43.43,151.7,6.64,19,2.1
DO.0125,F,G9,LGDO-F-25,2/18/2012,3/4/2013,380,Bld-6 55wks,50.53,150.7,7.03,19,2.1
DO.0125,F,G9,LGDO-F-25,2/18/2012,9/3/2013,563,Bld-6 81wks,47.98,150.8,6.88,16,1.9
DO.0126,F,G9,LGDO-F-26,2/21/2012,9/4/2012,196,Bld-6 29wks,34.42,151.2,7.29,24,2.6
DO.0126,F,G9,LGDO-F-26,2/21/2012,3/4/2013,377,Bld-6 55wks,42.4,148.7,6.06,16,1.9
DO.0126,F,G9,LGDO-F-26,2/21/2012,9/3/2013,560,Bld-6 81wks,45.03,149.5,5.71,19,1.7
DO.0127,F,G9,LGDO-F-26,2/20/2012,9/4/2012,197,Bld-6 29wks,37.42,153,6.52,20,2
DO.0127,F,G9,LGDO-F-26,2/20/2012,3/4/2013,378,Bld-6 55wks,44.12,151.4,7.12,15,2
DO.0127,F,G9,LGDO-F-26,2/20/2012,9/3/2013,561,Bld-6 81wks,48.28,150.6,6.26,22,1.7
DO.0128,F,G9,LGDO-F-26,2/20/2012,9/4/2012,197,Bld-6 29wks,32.77,149.8,7.3,17,2.1
DO.0128,F,G9,LGDO-F-26,2/20/2012,3/4/2013,378,Bld-6 55wks,42.3,148,6.7,15,1.8
DO.0128,F,G9,LGDO-F-26,2/20/2012,9/3/2013,561,Bld-6 81wks,46.81,147.5,6.5,17,1.6
DO.0129,F,G9,LGDO-F-26,2/21/2012,9/4/2012,196,Bld-6 29wks,35.59,150.9,6.61,19,1.9
DO.0129,F,G9,LGDO-F-26,2/21/2012,3/4/2013,377,Bld-6 55wks,38.54,151.1,6.61,18,2.2
DO.0129,F,G9,LGDO-F-26,2/21/2012,9/3/2013,560,Bld-6 81wks,38.73,149.9,5.52,20,1.7
DO.0130,F,G9,LGDO-F-26,2/20/2012,9/4/2012,197,Bld-6 29wks,40.09,150.2,7.11,22,2.2
DO.0130,F,G9,LGDO-F-26,2/20/2012,3/4/2013,378,Bld-6 55wks,49.81,149.3,6.36,20,1.9
DO.0130,F,G9,LGDO-F-26,2/20/2012,9/3/2013,561,Bld-6 81wks,46.66,147.1,6.51,25,1.8
DO.0131,F,G9,LGDO-F-27,2/20/2012,9/4/2012,197,Bld-6 29wks,23.48,152.8,6.33,16,1.8
DO.0131,F,G9,LGDO-F-27,2/20/2012,3/4/2013,378,Bld-6 55wks,23.83,151.1,6.3,15,1.9
DO.0131,F,G9,LGDO-F-27,2/20/2012,9/3/2013,561,Bld-6 81wks,23.2,150.9,6.66,14,1.7
DO.0132,F,G9,LGDO-F-27,2/20/2012,9/4/2012,197,Bld-6 29wks,39.54,153.7,7.61,19,2.3
DO.0132,F,G9,LGDO-F-27,2/20/2012,3/4/2013,378,Bld-6 55wks,44.87,154.1,7.29,18,2.2
DO.0132,F,G9,LGDO-F-27,2/20/2012,9/3/2013,561,Bld-6 81wks,47.29,152.9,6.92,18,2.1
DO.0133,F,G9,LGDO-F-27,2/20/2012,9/4/2012,197,Bld-6 29wks,23.93,150.2,6.94,23,2.3
DO.0133,F,G9,LGDO-F-27,2/20/2012,3/4/2013,378,Bld-6 55wks,27.66,146.6,7.57,17,2.1
DO.0133,F,G9,LGDO-F-27,2/20/2012,9/3/2013,561,Bld-6 81wks,30.74,147.6,6.4,24,2
DO.0134,F,G9,LGDO-F-27,2/24/2012,9/4/2012,193,Bld-6 29wks,24.82,154.1,7.3,21,2.1
DO.0134,F,G9,LGDO-F-27,2/24/2012,3/4/2013,374,Bld-6 55wks,25.47,155.5,7.08,20,2.1
DO.0134,F,G9,LGDO-F-27,2/24/2012,9/3/2013,557,Bld-6 81wks,28.47,153.1,6.67,17,2
DO.0135,F,G9,LGDO-F-27,2/21/2012,9/4/2012,196,Bld-6 29wks,37.22,150,5.35,20,1.9
DO.0135,F,G9,LGDO-F-27,2/21/2012,3/4/2013,377,Bld-6 55wks,40.76,150.9,6.88,18,2
DO.0135,F,G9,LGDO-F-27,2/21/2012,9/3/2013,560,Bld-6 81wks,44.91,148.9,5.95,21,1.8
DO.0136,F,G9,LGDO-F-28,2/21/2012,9/4/2012,196,Bld-6 29wks,19.54,151.3,6.83,22,2.1
DO.0137,F,G9,LGDO-F-28,2/21/2012,9/4/2012,196,Bld-6 29wks,35.73,148,6.45,20,1.9
DO.0137,F,G9,LGDO-F-28,2/21/2012,3/4/2013,377,Bld-6 55wks,38.89,148.4,6.56,19,1.8
DO.0137,F,G9,LGDO-F-28,2/21/2012,9/3/2013,560,Bld-6 81wks,43.92,147.3,6.27,13,1.7
DO.0138,F,G9,LGDO-F-28,2/22/2012,9/4/2012,195,Bld-6 29wks,30.04,151.6,6.37,24,1.7
DO.0138,F,G9,LGDO-F-28,2/22/2012,3/4/2013,376,Bld-6 55wks,28.57,150.5,6.33,17,1.9
DO.0138,F,G9,LGDO-F-28,2/22/2012,9/3/2013,559,Bld-6 81wks,28.31,147.9,5.56,18,1.6
DO.0139,F,G9,LGDO-F-28,2/18/2012,9/4/2012,199,Bld-6 29wks,23.35,149.9,7.01,22,2.1
DO.0139,F,G9,LGDO-F-28,2/18/2012,3/4/2013,380,Bld-6 55wks,24.86,153,7.85,21,2.3
DO.0139,F,G9,LGDO-F-28,2/18/2012,9/3/2013,563,Bld-6 81wks,30.48,146.7,6.68,16,1.7
DO.0140,F,G9,LGDO-F-28,2/20/2012,9/4/2012,197,Bld-6 29wks,30.64,153,6.54,18,1.9
DO.0140,F,G9,LGDO-F-28,2/20/2012,3/4/2013,378,Bld-6 55wks,29.21,155,6.63,22,2
DO.0140,F,G9,LGDO-F-28,2/20/2012,9/3/2013,561,Bld-6 81wks,33.19,152.3,6.36,17,1.7
DO.0141,F,G9,LGDO-F-29,2/20/2012,9/11/2012,204,Bld-6 29wks,36.57,149.9,6.69,21,2.4
DO.0141,F,G9,LGDO-F-29,2/20/2012,3/11/2013,385,Bld-6 55wks,41.5,152.1,6.16,21,2.2
DO.0141,F,G9,LGDO-F-29,2/20/2012,9/9/2013,567,Bld-6 81wks,40.73,148.5,6.04,20,1.9
DO.0142,F,G9,,2/21/2012,9/11/2012,203,Bld-6 29wks,24.25,152.1,5.9,26,2
DO.0142,F,G9,,2/21/2012,3/11/2013,384,Bld-6 55wks,26.56,154.1,6.19,28,2
DO.0142,F,G9,,2/21/2012,9/9/2013,566,Bld-6 81wks,22.7,150.1,5.99,20,1.7
DO.0143,F,G9,LGDO-F-29,2/22/2012,9/11/2012,202,Bld-6 29wks,25.34,153.7,6.61,27,2
DO.0143,F,G9,LGDO-F-29,2/22/2012,3/11/2013,383,Bld-6 55wks,25.89,148,6.58,33,2
DO.0143,F,G9,LGDO-F-29,2/22/2012,9/9/2013,565,Bld-6 81wks,24.57,153.8,7.34,23,1.6
DO.0144,F,G9,LGDO-F-29,2/19/2012,9/11/2012,205,Bld-6 29wks,40.37,157.3,6.84,24,2.3
DO.0144,F,G9,LGDO-F-29,2/19/2012,3/11/2013,386,Bld-6 55wks,44.48,158.3,6.82,30,2.1
DO.0145,F,G9,LGDO-F-29,2/23/2012,9/11/2012,201,Bld-6 29wks,32.05,151.8,6.61,21,1.8
DO.0146,F,G9,LGDO-F-30,2/23/2012,9/11/2012,201,Bld-6 29wks,25.3,149.6,7.17,19,2.5
DO.0146,F,G9,LGDO-F-30,2/23/2012,3/11/2013,382,Bld-6 55wks,32.94,154.1,6.86,27,2.4
DO.0146,F,G9,LGDO-F-30,2/23/2012,9/9/2013,564,Bld-6 81wks,34.12,148.3,6.44,14,2.1
DO.0147,F,G9,LGDO-F-30,2/19/2012,9/11/2012,205,Bld-6 29wks,24.08,154.8,6.56,24,1.9
DO.0147,F,G9,LGDO-F-30,2/19/2012,3/11/2013,386,Bld-6 55wks,26.92,156.9,6.09,22,1.9
DO.0147,F,G9,LGDO-F-30,2/19/2012,9/9/2013,568,Bld-6 81wks,26.37,150.1,6.39,17,1.6
DO.0148,F,G9,LGDO-F-30,2/21/2012,9/11/2012,203,Bld-6 29wks,29.06,149.5,6.14,26,2.1
DO.0148,F,G9,LGDO-F-30,2/21/2012,3/11/2013,384,Bld-6 55wks,37.98,157.7,6.92,26,2.2
DO.0148,F,G9,LGDO-F-30,2/21/2012,9/9/2013,566,Bld-6 81wks,41.04,150.4,6.67,23,1.8
DO.0149,F,G9,LGDO-F-30,2/19/2012,9/11/2012,205,Bld-6 29wks,41.83,150.4,6.59,22,1.8
DO.0150,F,G9,LGDO-F-30,2/22/2012,9/11/2012,202,Bld-6 29wks,30.79,150.3,6.87,29,1.9
DO.0150,F,G9,LGDO-F-30,2/22/2012,3/11/2013,383,Bld-6 55wks,37.73,156.5,7.37,27,2.2
DO.0150,F,G9,LGDO-F-30,2/22/2012,9/9/2013,565,Bld-6 81wks,36.23,148.2,6.72,20,1.4
DO.0151,F,G9,LGDO-F-31,2/22/2012,9/11/2012,202,Bld-6 29wks,26.3,151.6,6.74,21,2
DO.0152,F,G9,LGDO-F-31,2/24/2012,9/11/2012,200,Bld-6 29wks,36.32,153.6,7.16,19,2
DO.0152,F,G9,LGDO-F-31,2/24/2012,3/11/2013,381,Bld-6 55wks,41.13,158.4,6.88,24,1.8
DO.0152,F,G9,LGDO-F-31,2/24/2012,9/9/2013,563,Bld-6 81wks,41.33,149.7,7.12,20,1.8
DO.0153,F,G9,LGDO-F-31,2/19/2012,9/11/2012,205,Bld-6 29wks,26.43,152,6.84,20,2.2
DO.0153,F,G9,LGDO-F-31,2/19/2012,3/11/2013,386,Bld-6 55wks,27.82,157.3,6.73,26,2.1
DO.0153,F,G9,LGDO-F-31,2/19/2012,9/9/2013,568,Bld-6 81wks,28.77,149.6,6.67,19,2
DO.0154,F,G9,LGDO-F-31,2/21/2012,9/11/2012,203,Bld-6 29wks,23.94,150.6,6.36,23,2.2
DO.0154,F,G9,LGDO-F-31,2/21/2012,3/11/2013,384,Bld-6 55wks,26.21,160.5,7.89,26,2.5
DO.0154,F,G9,LGDO-F-31,2/21/2012,9/9/2013,566,Bld-6 81wks,30.52,150.5,7.22,21,2.1
DO.0155,F,G9,LGDO-F-31,2/22/2012,9/11/2012,202,Bld-6 29wks,25.69,151.2,5.93,17,1.9
DO.0155,F,G9,LGDO-F-31,2/22/2012,3/11/2013,383,Bld-6 55wks,29.31,151.4,6.59,20,1.9
DO.0155,F,G9,LGDO-F-31,2/22/2012,9/9/2013,565,Bld-6 81wks,26.96,147.6,6.53,17,1.9
DO.0156,F,G9,LGDO-F-32,2/20/2012,9/11/2012,204,Bld-6 29wks,30.77,156.6,6.63,18,1.8
DO.0156,F,G9,LGDO-F-32,2/20/2012,3/11/2013,385,Bld-6 55wks,34.56,151.6,7.62,17,1.9
DO.0157,F,G9,LGDO-F-32,2/18/2012,9/11/2012,206,Bld-6 29wks,32.18,153.3,6.41,20,1.8
DO.0157,F,G9,LGDO-F-32,2/18/2012,3/11/2013,387,Bld-6 55wks,41.98,152.8,6.77,19,2
DO.0157,F,G9,LGDO-F-32,2/18/2012,9/9/2013,569,Bld-6 81wks,38.53,149.7,5.78,18,1.8
DO.0158,F,G9,LGDO-F-32,2/20/2012,9/11/2012,204,Bld-6 29wks,25.11,151.5,6.3,21,2
DO.0158,F,G9,LGDO-F-32,2/20/2012,3/11/2013,385,Bld-6 55wks,28.72,150.7,6.6,19,2.1
DO.0158,F,G9,LGDO-F-32,2/20/2012,9/9/2013,567,Bld-6 81wks,24.37,148.3,6.27,12,1.8
DO.0159,F,G9,LGDO-F-32,2/21/2012,9/11/2012,203,Bld-6 29wks,23.04,151.5,6.92,21,1.7
DO.0159,F,G9,LGDO-F-32,2/21/2012,3/11/2013,384,Bld-6 55wks,25.53,153.4,7.15,17,1.7
DO.0159,F,G9,LGDO-F-32,2/21/2012,9/9/2013,566,Bld-6 81wks,24.94,148.6,6.77,15,1.6
DO.0160,F,G9,LGDO-F-32,2/21/2012,9/11/2012,203,Bld-6 29wks,39.86,155.4,7.07,24,2.5
DO.0160,F,G9,LGDO-F-32,2/21/2012,3/11/2013,384,Bld-6 55wks,46.58,155.2,7,16,2.3
DO.0161,F,G9,LGDO-F-33,2/22/2012,9/18/2012,209,Bld-6 29wks,31.05,150.1,6.57,22,1.8
DO.0161,F,G9,LGDO-F-33,2/22/2012,3/18/2013,390,Bld-6 55wks,39.98,NA,NA,NA,NA
DO.0161,F,G9,LGDO-F-33,2/22/2012,9/16/2013,572,Bld-6 81wks,41.62,147.6,6.28,20,1.8
DO.0162,F,G9,LGDO-F-33,2/19/2012,9/18/2012,212,Bld-6 29wks,25.25,150,7.43,19,1.9
DO.0162,F,G9,LGDO-F-33,2/19/2012,3/18/2013,393,Bld-6 55wks,27.51,NA,NA,NA,NA
DO.0162,F,G9,LGDO-F-33,2/19/2012,9/16/2013,575,Bld-6 81wks,27.51,151.5,6.67,18,2.1
DO.0163,F,G9,LGDO-F-33,2/24/2012,9/18/2012,207,Bld-6 29wks,26.13,149.9,6.27,25,2.4
DO.0163,F,G9,LGDO-F-33,2/24/2012,3/18/2013,388,Bld-6 55wks,31.01,NA,NA,NA,NA
DO.0163,F,G9,LGDO-F-33,2/24/2012,9/16/2013,570,Bld-6 81wks,30.47,153.7,6.51,21,2.3
DO.0164,F,G9,LGDO-F-33,2/24/2012,9/18/2012,207,Bld-6 29wks,27.28,148.3,6.26,23,1.9
DO.0164,F,G9,LGDO-F-33,2/24/2012,3/18/2013,388,Bld-6 55wks,29.85,NA,NA,NA,NA
DO.0164,F,G9,LGDO-F-33,2/24/2012,9/16/2013,570,Bld-6 81wks,34.48,149.3,7.11,25,1.8
DO.0165,F,G9,LGDO-F-33,2/22/2012,9/18/2012,209,Bld-6 29wks,23.13,148,6.5,20,2.1
DO.0166,F,G9,LGDO-F-34,2/21/2012,9/18/2012,210,Bld-6 29wks,25.89,151.5,7.58,21,2
DO.0166,F,G9,LGDO-F-34,2/21/2012,3/18/2013,391,Bld-6 55wks,30.17,NA,NA,NA,NA
DO.0166,F,G9,LGDO-F-34,2/21/2012,9/16/2013,573,Bld-6 81wks,25.58,152.9,7.08,21,1.7
DO.0167,F,G9,LGDO-F-34,2/24/2012,9/18/2012,207,Bld-6 29wks,34.31,149.9,6.6,22,2.1
