Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Camera,TST.Duration.Start.1.00,TST.Duration.1.2,TST.Duration.2.3,TST.Duration.3.4,TST.Duration.4.5
DO.1037,M,G10,CSDO-M-40,5/13/2012,12/20/2012,NA,Tail Suspension,2,7.47414,7.67434,10.8775,17.4841,8.80881
DO.1038,M,G10,CSDO-M-40,5/9/2012,12/20/2012,NA,Tail Suspension,2,1.001,1.26794,4.80481,2.86953,2.86954
DO.1039,M,G10,CSDO-M-40,5/11/2012,12/20/2012,NA,Tail Suspension,1,22.0888,30.4972,57.4107,35.1084,50.2569
DO.1040,M,G10,CSDO-M-40,5/12/2012,12/20/2012,NA,Tail Suspension,1,35.7758,44.8849,51.1245,48.8889,48.7888
DO.1041,M,G10,CSDO-M-41,5/16/2012,12/20/2012,NA,Tail Suspension,2,5.6056,10.4772,32.9196,32.8395,27.6009
DO.1042,M,G10,CSDO-M-41,5/15/2012,12/20/2012,NA,Tail Suspension,2,2.06873,8.14148,27.5142,20.0267,9.31598
DO.1043,M,G10,CSDO-M-41,5/12/2012,12/20/2012,NA,Tail Suspension,1,30.1301,51.2312,56.1962,56.0627,55.1618
DO.1044,M,G10,CSDO-M-41,5/15/2012,12/18/2012,NA,Tail Suspension,2,3.20321,20.8342,16.1361,10.5706,6.24625
DO.1045,M,G10,CSDO-M-41,5/17/2012,12/20/2012,NA,Tail Suspension,1,18.5586,20.1134,21.4548,10.1768,9.17584
DO.1046,M,G10,CSDO-M-42,5/15/2012,12/5/2013,NA,Tail Suspension,2,0.533856,5.48789,28.2785,1.8685,25.5313
DO.1047,M,G10,CSDO-M-42A,5/14/2012,12/5/2013,NA,Tail Suspension,1,26.2257,52.051,47.6037,18.9281,46.8855
DO.1048,M,G10,CSDO-M-42,5/14/2012,12/5/2013,NA,Tail Suspension,1,3.73699,15.4977,35.3092,21.197,45.578
DO.1049,M,G10,CSDO-M-42B,5/16/2012,12/5/2013,NA,Tail Suspension,2,36.1099,40.1806,53.3268,58.4652,60
DO.1051,M,G10,CSDO-M-43,5/15/2012,6/27/2013,NA,Tail Suspension,2,3.536872,27.107112,27.614284,8.034711,56.529862
DO.1053,M,G10,CSDO-M-43B,5/13/2012,6/27/2013,NA,Tail Suspension,2,1.201202,7.607611,3.603605,20.55389,1.935268
DO.1054,M,G10,CSDO-M-43,5/15/2012,6/27/2013,NA,Tail Suspension,1,7.807807,9.409411,27.714382,22.06874,43.176509
DO.1055,M,G10,CSDO-M-43A,5/13/2012,6/27/2013,NA,Tail Suspension,2,29.6363,35.308641,48.521854,32.545868,13.813811
DO.1056,M,G10,CSDO-M-44A,5/12/2012,12/5/2013,NA,Tail Suspension,1,17.3503,33.1817,42.1588,35.1995,8.10958
DO.1057,M,G10,CSDO-M-44,5/12/2012,12/5/2013,NA,Tail Suspension,1,0.066732,NA,0.33366,4.53778,3.1364
DO.1058,M,G10,CSDO-M-44,5/16/2012,12/5/2013,NA,Tail Suspension,2,7.01479,10.8694,20.7537,32.7971,29.9039
DO.1059,M,G10,CSDO-M-44,5/14/2012,12/5/2013,NA,Tail Suspension,1,2.13542,7.07359,8.40823,12.4122,25.4916
DO.1060,M,G10,CSDO-M-44,5/15/2012,12/5/2013,NA,Tail Suspension,2,3.26987,4.33758,46.4693,32.408,37.4763
DO.1066,M,G10,CSDO-M-46,5/15/2012,6/27/2013,NA,Tail Suspension,1,3.937272,16.629967,43.363363,27.787765,58.66533
DO.1067,M,G10,CSDO-M-46,5/16/2012,6/27/2013,NA,Tail Suspension,2,14.954955,24.084087,33.233234,30.764098,8.608615
DO.1068,M,G10,CSDO-M-46,5/16/2012,6/27/2013,NA,Tail Suspension,1,4.204204,20.620628,47.047051,45.739068,53.526861
DO.1069,M,G10,CSDO-M-46A,5/17/2012,6/27/2013,NA,Tail Suspension,1,2.936267,14.014012,18.885549,9.169166,17.057056
DO.1070,M,G10,CSDO-M-46,5/12/2012,6/27/2013,NA,Tail Suspension,2,2.135466,13.346672,19.372691,40.487152,28.194868
DO.1071,M,G10,CSDO-M-47,5/18/2012,11/21/2013,NA,Tail Suspension,1,NA,1.8685,1.26791,19.5175,7.17533
DO.1075,M,G10,CSDO-M-47,5/15/2012,11/21/2013,NA,Tail Suspension,1,0.533856,4.01978,31.1718,14.9559,13.982
DO.1087,F,G11,CSDO-F-50,8/20/2012,9/19/2013,NA,Tail Suspension,1,1.4681,28.9108,31.0383,44.1528,48.5538
DO.1088,F,G11,CSDO-F-50,8/22/2012,9/19/2013,NA,Tail Suspension,2,2.73601,31.4308,37.8608,36.4119,33.8331
DO.1089,F,G11,CSDO-F-50,8/22/2012,9/19/2013,NA,Tail Suspension,1,0.533856,4.00392,13.9708,18.7946,8.0475
DO.1090,F,G11,CSDO-F-50,8/22/2012,9/19/2013,NA,Tail Suspension,2,10.0845,26.0175,43.8667,40.581,31.0383
DO.1096,F,G11,CSDO-F-52,8/18/2012,3/21/2013,NA,Tail Suspension,1,9.54288,28.9757,34.3744,21.8018,45.312
DO.1098,F,G11,CSDO-F-52,8/21/2012,3/21/2013,NA,Tail Suspension,1,6.74008,18.0847,39.1258,28.5419,37.4374
DO.1100,F,G11,CSDO-F-52,8/21/2012,3/21/2013,NA,Tail Suspension,1,4.33767,13.7471,23.7571,13.0797,48.048
DO.1101,F,G11,CSDO-F-53,8/22/2012,9/26/2013,NA,Tail Suspension,2,NA,0.867516,4.93817,6.73993,49.6883
DO.1102,F,G11,CSDO-F-53,8/23/2012,9/26/2013,NA,Tail Suspension,1,3.06967,10.5437,6.07261,3.83545,5.10664
DO.1103,F,G11,CSDO-F-53,8/22/2012,9/26/2013,NA,Tail Suspension,2,0.600588,5.28769,23.0972,8.5179,29.4017
DO.1105,F,G11,CSDO-F-53,8/24/2012,9/26/2013,NA,Tail Suspension,1,3.478,27.0344,29.3033,11.988,6.20608
DO.1111,F,G11,CSDO-F-55,8/22/2012,9/19/2013,NA,Tail Suspension,2,0.133464,0.066732,1.33464,9.54268,27.4269
DO.1112,F,G11,CSDO-F-55,8/19/2012,9/19/2013,NA,Tail Suspension,1,0.741984,2.46115,9.67614,20.0513,21.6291
DO.1113,F,G11,CSDO-F-55,8/22/2012,9/19/2013,NA,Tail Suspension,2,0.533856,5.47202,20.644,25.2676,38.811
DO.1114,F,G11,CSDO-F-55,8/20/2012,9/19/2013,NA,Tail Suspension,1,0.400392,0.200196,18.685,10.1433,7.51364
DO.1115,F,G11,CSDO-F-55,8/19/2012,9/19/2013,NA,Tail Suspension,2,4.67124,16.4828,26.4497,37.3461,34.9676
DO.1116,F,G11,CSDO-F-56,8/19/2012,3/28/2013,NA,Tail Suspension,1,1.67501,11.0043,0.133466,0.533867,23.2232
DO.1117,F,G11,CSDO-F-56,8/17/2012,3/28/2013,NA,Tail Suspension,1,1.001,7.34068,13.8138,7.67434,1.80181
DO.1118,F,G11,CSDO-F-56,8/22/2012,3/28/2013,NA,Tail Suspension,2,0.767436,0.867533,0.467133,0.400403,1.26793
DO.1119,F,G11,CSDO-F-56,8/20/2012,3/28/2013,NA,Tail Suspension,1,7.67435,23.7571,33.3867,35.2819,13.2132
DO.1120,F,G11,CSDO-F-56,8/20/2012,3/28/2013,NA,Tail Suspension,2,0.333666,5.4054,19.6196,13.28,23.9907
DO.1121,F,G11,CSDO-F-57,8/19/2012,3/28/2013,NA,Tail Suspension,1,0.066733,2.46914,33.4334,26.5199,37.4107
DO.1123,F,G11,CSDO-F-57,8/21/2012,3/28/2013,NA,Tail Suspension,2,2.50251,3.57024,2.7027,3.43677,6.40641
DO.1124,F,G11,CSDO-F-57,8/23/2012,3/28/2013,NA,Tail Suspension,1,3.53687,24.4244,36.5699,13.6803,19.019
DO.1125,F,G11,CSDO-F-57,8/23/2012,3/28/2013,NA,Tail Suspension,2,21.5549,25.8725,42.0821,46.6533,21.6616
DO.1126,F,G11,CSDO-F-58,8/20/2012,9/26/2013,NA,Tail Suspension,2,2.86948,9.40921,22.5792,23.5643,44.5849
DO.1127,F,G11,CSDO-F-58,8/21/2012,9/20/2013,NA,Tail Suspension,1,0.33366,7.94111,15.0814,19.2855,22.3552
DO.1128,F,G11,CSDO-F-58,8/20/2012,9/26/2013,NA,Tail Suspension,2,0.600588,25.4916,26.6928,19.3173,28.93
DO.1129,F,G11,CSDO-F-58,8/24/2012,9/26/2013,NA,Tail Suspension,1,0.600588,2.06869,3.49386,10.3864,14.948
DO.1130,F,G11,CSDO-F-58,8/22/2012,9/26/2013,NA,Tail Suspension,2,0.066732,0.66732,1.00098,1.4681,1.60157
DO.1136,F,G11,CSDO-F-60,8/21/2012,3/21/2013,NA,Tail Suspension,1,0.600603,4.73807,15.8826,29.2292,33.667
DO.1137,F,G11,CSDO-F-60,8/22/2012,3/21/2013,NA,Tail Suspension,1,1.46814,5.13847,13.8138,8.6086,38.305
DO.1139,F,G11,CSDO-F-60,8/20/2012,3/21/2013,NA,Tail Suspension,1,1.93527,2.4024,31.6316,44.311,31.7985
DO.1141,M,G11,CSDO-M-49A,8/22/2012,9/19/2013,NA,Tail Suspension,1,5.07163,21.5036,41.9156,27.4348,34.0413
DO.1142,M,G11,CSDO-M-49C,8/21/2012,9/19/2013,NA,Tail Suspension,1,32.7066,32.2395,32.5731,35.9448,42.3477
DO.1145,M,G11,CSDO-M-49A,8/21/2012,9/19/2013,394,Tail Suspension,NA,NA,NA,NA,NA,NA
DO.1151,M,G11,CSDO-M-50,8/22/2012,3/28/2013,NA,Tail Suspension,2,0.834166,0.734068,1.56823,1.53487,7.40741
DO.1152,M,G11,CSDO-M-51,8/19/2012,3/28/2013,NA,Tail Suspension,1,1.20121,14.1475,30.2503,27.007,30.3971
DO.1153,M,G11,CSDO-M-51,8/22/2012,3/28/2013,NA,Tail Suspension,2,0.367034,3.23656,0.433769,1.13447,7.47414
DO.1154,M,G11,CSDO-M-51,8/24/2012,3/28/2013,NA,Tail Suspension,1,0.867534,1.68168,40.1802,38.5786,21.3614
DO.1155,M,G11,CSDO-M-51,8/17/2012,3/28/2013,NA,Tail Suspension,2,1.1011,2.43577,2.03536,2.93626,3.13646
DO.1161,M,G11,CSDO-M-53,8/19/2012,9/26/2013,NA,Tail Suspension,2,0.133464,NA,0.066732,0.066732,0.734052
DO.1162,M,G11,CSDO-M-53C,8/22/2012,9/26/2013,NA,Tail Suspension,1,7.08152,26.1669,29.5035,53.9624,37.8767
DO.1163,M,G11,CSDO-M-53B,8/19/2012,9/26/2013,NA,Tail Suspension,1,9.40921,20.6202,26.3162,27.4348,41.9824
DO.1165,M,G11,CSDO-M-53D,8/23/2012,9/26/2013,NA,Tail Suspension,1,14.8224,24.899,23.4738,0.066732,0.266928
DO.1171,M,G11,CSDO-M-55B,8/22/2012,3/28/2013,NA,Tail Suspension,1,27.1672,38.9122,43.984,41.2212,49.8498
DO.1172,M,G11,CSDO-M-55A,8/20/2012,3/28/2013,NA,Tail Suspension,1,1.26794,35.5155,41.2279,22.716,25.7324
DO.1173,M,G11,CSDO-M-55C,8/21/2012,3/28/2013,NA,Tail Suspension,1,5.47214,28.295,24.1575,32.2322,36.4031
DO.1174,M,G11,CSDO-M-55,8/22/2012,3/28/2013,NA,Tail Suspension,1,NA,5.8058,22.4224,14.2142,27.2272
DO.1175,M,G11,CSDO-M-55,8/23/2012,3/28/2013,NA,Tail Suspension,2,0.93427,9.58958,5.82583,12.9396,36.9103
DO.1181,M,G11,CSDO-M-57,8/21/2012,9/19/2013,NA,Tail Suspension,2,1.93523,17.7507,18.1511,21.0873,28.3611
DO.1182,M,G11,CSDO-M-57,8/20/2012,9/19/2013,NA,Tail Suspension,1,6.27281,10.0098,17.7507,39.1717,38.4106
DO.1184,M,G11,CSDO-M-57,8/21/2012,9/19/2013,NA,Tail Suspension,2,8.60843,38.1866,45.4286,38.803,24.632
DO.1185,M,G11,CSDO-M-57,8/20/2012,9/19/2013,NA,Tail Suspension,1,7.14032,25.6918,25.7586,42.54,43.317
DO.1186,M,G11,CSDO-M-58,8/21/2012,9/26/2013,NA,Tail Suspension,2,5.33856,33.6488,41.4247,54.752,39.6071
DO.1187,M,G11,CSDO-M-58,8/20/2012,9/26/2013,NA,Tail Suspension,1,2.26889,0.66732,0.66732,1.80176,3.47006
DO.1188,M,G11,CSDO-M-58,8/22/2012,9/26/2013,NA,Tail Suspension,2,0.33366,3.60353,22.6459,6.14728,30.1311
DO.1189,M,G11,CSDO-M-58,8/24/2012,9/24/2013,NA,Tail Suspension,1,11.0108,36.9854,29.2128,23.3212,54.9284
DO.1190,M,G11,CSDO-M-58,8/20/2012,9/26/2013,NA,Tail Suspension,2,6.53974,10.8106,15.0814,26.5243,45.7861
DO.1191,M,G11,CSDO-M-59,8/21/2012,3/21/2013,NA,Tail Suspension,1,3.73707,25.4254,20.2402,27.4341,28.2349
DO.1193,M,G11,CSDO-M-59,8/22/2012,3/21/2013,NA,Tail Suspension,1,0.667336,0.600603,2.06874,3.06974,3.53687
DO.1197,M,G11,CSDO-M-60,8/19/2012,3/21/2013,NA,Tail Suspension,1,2.6026,32.646,21.9419,36.9303,27.8679
DO.1200,M,G11,CSDO-M-60,8/17/2012,3/21/2013,NA,Tail Suspension,1,0.467138,8.34168,23.1098,9.72305,36.5365
DO.1201,F,G12,CSDO-F-61,11/9/2012,5/30/2013,NA,Tail Suspension,1,1.6016,8.42175,46.0527,19.5329,3.93727
DO.1202,F,G12,CSDO-F-61,11/9/2012,5/30/2013,NA,Tail Suspension,1,0.934265,6.13947,21.0878,25.4254,26.1595
DO.1203,F,G12,CSDO-F-61,11/9/2012,5/30/2013,NA,Tail Suspension,1,0.867533,12.5459,11.4114,44.3777,7.60761
DO.1204,F,G12,CSDO-F-61,11/9/2012,5/30/2013,NA,Tail Suspension,1,13.3467,15.1618,40.7608,44.2442,39.306
DO.1205,F,G12,CSDO-F-61,11/9/2012,5/30/2013,NA,Tail Suspension,1,6.27294,27.4274,21.0877,33.5936,30.337
DO.1206,F,G12,CSDO-F-62,11/9/2012,12/19/2013,NA,Tail Suspension,2,0.066732,23.9727,17.425,13.8565,32.071
DO.1207,F,G12,CSDO-F-62,11/9/2012,12/19/2013,NA,Tail Suspension,1,1.06771,6.20608,17.4171,40.3061,17.0563
DO.1208,F,G12,CSDO-F-62,11/9/2012,12/19/2013,NA,Tail Suspension,2,11.4779,20.2198,35.6349,42.8069,38.846
DO.1209,F,G12,CSDO-F-62,11/9/2012,12/19/2013,NA,Tail Suspension,1,5.80568,11.211,23.3133,30.1708,35.8701
DO.1210,F,G12,CSDO-F-62,11/9/2012,12/19/2013,NA,Tail Suspension,2,0.934248,33.5821,56.4632,48.2552,32.9068
DO.1211,F,G12,CSDO-F-63,11/9/2012,12/19/2013,NA,Tail Suspension,2,3.1364,7.60745,14.2139,21.6212,26.6928
DO.1212,F,G12,CSDO-F-63,11/9/2012,12/19/2013,NA,Tail Suspension,1,1.73503,2.26889,2.73601,10.3752,5.2401
DO.1213,F,G12,CSDO-F-63,11/9/2012,12/19/2013,NA,Tail Suspension,2,8.67516,8.00784,20.42,24.122,48.2822
DO.1214,F,G12,CSDO-F-63,11/9/2012,12/19/2013,NA,Tail Suspension,1,13.5466,13.947,20.8871,21.2208,23.1957
DO.1215,F,G12,CSDO-F-63,11/9/2012,12/19/2013,NA,Tail Suspension,2,1.73503,15.2816,8.76569,23.8663,23.8233
DO.1216,F,G12,CSDO-F-64,11/9/2012,6/13/2013,NA,Tail Suspension,2,1.067734,2.73607,23.556891,13.239923,28.401731
DO.1217,F,G12,CSDO-F-64,11/9/2012,6/13/2013,NA,Tail Suspension,1,3.209878,19.346013,32.966292,20.714039,51.324658
DO.1218,F,G12,CSDO-F-64,11/9/2012,6/13/2013,NA,Tail Suspension,2,3.003001,4.270939,18.63864,35.975974,15.588918
DO.1219,F,G12,CSDO-F-64,11/9/2012,6/13/2013,NA,Tail Suspension,1,4.404404,8.808808,2.068732,34.594591,34.341008
DO.1220,F,G12,CSDO-F-64,11/9/2012,6/13/2013,NA,Tail Suspension,2,5.805803,10.14348,26.159487,32.232236,11.34468
DO.1221,F,G12,CSDO-F-65,11/9/2012,6/6/2013,NA,Tail Suspension,1,1.26794,16.4298,30.704,42.3157,14.1208
DO.1222,F,G12,CSDO-F-65,11/9/2012,6/6/2013,NA,Tail Suspension,1,9.88321,40.3003,27.4942,30.1902,28.6019
DO.1223,F,G12,CSDO-F-65,11/9/2012,6/6/2013,NA,Tail Suspension,1,4.47113,10.2102,13.0797,22.2222,33.1665
DO.1224,F,G12,CSDO-F-65,11/9/2012,6/6/2013,NA,Tail Suspension,1,2.002,6.87354,17.0837,10.3036,8.84885
DO.1225,F,G12,CSDO-F-65,11/9/2012,6/6/2013,NA,Tail Suspension,1,3.13647,6.87354,32.7661,29.4561,53.4268
DO.1226,F,G12,CSDO-F-66,11/9/2012,6/6/2013,NA,Tail Suspension,1,3.93727,25.8258,17.5042,42.1555,9.87653
DO.1227,F,G12,CSDO-F-66,11/9/2012,6/6/2013,NA,Tail Suspension,1,4.53786,27.374,26.9469,14.3743,14.9883
DO.1228,F,G12,CSDO-F-66,11/9/2012,6/6/2013,NA,Tail Suspension,1,NA,3.35002,15.4221,27.6343,45.352
DO.1229,F,G12,CSDO-F-66,11/9/2012,6/6/2013,NA,Tail Suspension,1,0.066734,2.46914,4.33767,9.63631,11.1178
DO.1230,F,G12,CSDO-F-66,11/9/2012,6/6/2013,NA,Tail Suspension,1,0.266935,5.07173,16.8368,25.6723,1.93526
DO.1236,F,G12,CSDO-F-68,11/9/2012,5/30/2013,NA,Tail Suspension,1,13.0797,4.2042,15.4822,9.67635,15.4154
DO.1237,F,G12,CSDO-F-68,11/9/2012,5/30/2013,NA,Tail Suspension,1,0.400404,13.627,18.7387,27.8278,33.4334
DO.1238,F,G12,CSDO-F-68,11/9/2012,5/30/2013,NA,Tail Suspension,1,2.00868,20.0801,18.6854,52.9463,33.4067
DO.1239,F,G12,CSDO-F-68,11/9/2012,5/30/2013,NA,Tail Suspension,1,5.53887,28.1081,25.699,30.1435,51.9853
DO.1240,F,G12,CSDO-F-68,11/9/2012,5/30/2013,NA,Tail Suspension,1,5.07174,20.4872,30.5839,58.7721,33.8338
DO.1241,F,G12,CSDO-F-69,11/9/2012,5/23/2013,NA,Tail Suspension,1,8.008,48.9823,19.039,33.0797,26.3597
DO.1242,F,G12,CSDO-F-69,11/9/2012,5/23/2013,NA,Tail Suspension,1,2.26894,10.6907,8.26159,37.5309,24.0641
DO.1243,F,G12,CSDO-F-69,11/9/2012,5/23/2013,NA,Tail Suspension,1,0.333666,1.53487,1.93527,24.4912,1.93527
DO.1244,F,G12,CSDO-F-69,11/9/2012,5/23/2013,NA,Tail Suspension,1,5.67902,16.343,41.9753,12.706,39.6129
DO.1245,F,G12,CSDO-F-69,11/9/2012,5/23/2013,NA,Tail Suspension,1,0.066733,10.2236,9.0624,24.0908,6.07274
DO.1246,F,G12,CSDO-F-70,11/9/2012,5/23/2013,NA,Tail Suspension,1,1.40807,20.2803,23.9573,14.6146,47.1805
DO.1247,F,G12,CSDO-F-70,11/9/2012,5/23/2013,NA,Tail Suspension,1,6.8068,4.88488,16.2229,25.4054,22.8896
DO.1248,F,G12,CSDO-F-70,11/9/2012,5/23/2013,NA,Tail Suspension,1,7.87454,3.60361,33.6536,18.3984,40.7741
DO.1249,F,G12,CSDO-F-70,11/9/2012,5/23/2013,NA,Tail Suspension,1,0.4004,5.47214,6.33967,17.8846,20.8876
DO.1250,F,G12,CSDO-F-70,11/9/2012,5/23/2013,NA,Tail Suspension,1,1.06773,23.8906,18.1515,12.0787,20.9543
DO.1251,F,G12,CSDO-F-71,11/9/2012,6/13/2013,NA,Tail Suspension,1,14.681353,33.78045,28.281618,33.299967,38.004673
DO.1252,F,G12,CSDO-F-71,11/9/2012,6/13/2013,NA,Tail Suspension,1,4.604606,44.577912,11.21121,45.33867,59.866532
DO.1253,F,G12,CSDO-F-71,11/9/2012,6/13/2013,NA,Tail Suspension,1,0.4004,22.756093,23.309979,48.788791,9.14915
DO.1254,F,G12,CSDO-F-71,11/9/2012,6/13/2013,NA,Tail Suspension,1,17.090425,35.175179,32.352349,33.700367,46.046047
DO.1256,F,G12,CSDO-F-72,11/9/2012,12/12/2013,NA,Tail Suspension,2,3.73699,23.9727,32.1728,41.7154,16.0507
DO.1257,F,G12,CSDO-F-72,11/9/2012,12/12/2013,NA,Tail Suspension,1,3.2778,35.8272,43.5093,41.7392,44.8518
DO.1258,F,G12,CSDO-F-72,11/9/2012,12/12/2013,NA,Tail Suspension,2,4.54571,17.4917,55.8626,27.8352,50.9244
DO.1259,F,G12,CSDO-F-72,11/9/2012,12/12/2013,NA,Tail Suspension,1,1.40137,26.1081,46.9205,46.6536,28.1959
DO.1260,F,G12,CSDO-F-72,11/9/2012,12/19/2013,NA,Tail Suspension,2,10.8852,12.1373,11.3444,26.9597,25.2914
DO.1261,M,G12,CSDO-M-61A,11/9/2012,6/6/2013,NA,Tail Suspension,1,1.93527,2.46913,4.20421,2.002,11.8785
DO.1262,M,G12,CSDO-M-61,11/9/2012,6/6/2013,NA,Tail Suspension,1,4.33767,17.017,14.9483,11.0777,26.4932
DO.1263,M,G12,CSDO-M-61B,11/9/2012,6/6/2013,NA,Tail Suspension,1,3.94394,44.6513,37.6243,50.7441,21.7951
DO.1264,M,G12,CSDO-M-61C,11/9/2012,6/6/2013,NA,Tail Suspension,1,0.867533,0.867535,5.27194,15.015,10.01
DO.1265,M,G12,CSDO-M-61A,11/9/2012,6/6/2013,NA,Tail Suspension,1,2.87621,7.68101,15.1552,28.1014,24.5312
DO.1266,M,G12,CSDO-M-62,11/9/2012,5/20/2013,NA,Tail Suspension,1,0.667333,2.8028,8.2082,2.66933,20.4872
DO.1267,M,G12,CSDO-M-62,11/9/2012,5/23/2013,NA,Tail Suspension,1,NA,1.13447,1.33467,8.8088,2.06874
DO.1268,M,G12,CSDO-M-62A,11/9/2012,5/23/2013,NA,Tail Suspension,1,0.073407,11.685,14.4678,19.8465,26.7334
DO.1269,M,G12,CSDO-M-62B,11/9/2012,5/23/2013,NA,Tail Suspension,1,0.800799,2.93627,2.46914,14.1475,6.94027
DO.1270,M,G12,CSDO-M-62C,11/9/2012,5/23/2013,NA,Tail Suspension,1,2.33567,5.07174,6.87354,4.73806,2.80281
DO.1271,M,G12,CSDO-M-63,11/9/2012,6/13/2013,NA,Tail Suspension,1,0.133466,7.22056,8.348346,25.231908,4.577902
DO.1272,M,G12,CSDO-M-63,11/9/2012,6/13/2013,NA,Tail Suspension,2,12.012018,32.379045,22.495833,34.374375,26.900233
DO.1273,M,G12,CSDO-M-63B,11/9/2012,6/13/2013,NA,Tail Suspension,1,3.403404,17.230562,21.608275,25.025022,13.680348
DO.1274,M,G12,CSDO-M-63,11/9/2012,6/13/2013,NA,Tail Suspension,2,12.612615,13.480143,27.847844,47.854516,37.410752
DO.1275,M,G12,CSDO-M-63A,11/9/2012,6/13/2013,NA,Tail Suspension,1,1.334665,7.807804,17.35069,19.979967,38.178187
DO.1276,M,G12,CSDO-M-64,11/9/2012,12/19/2013,NA,Tail Suspension,1,1.26791,25.2914,20.6202,2.86948,24.9578
DO.1277,M,G12,CSDO-M-64,11/9/2012,12/19/2013,NA,Tail Suspension,2,3.1364,16.8991,20.1372,19.9179,25.4996
DO.1279,M,G12,CSDO-M-64,11/9/2012,12/19/2013,NA,Tail Suspension,1,5.74688,19.0107,12.3025,32.6749,44.3497
DO.1282,M,G12,CSDO-M-65,11/9/2012,12/19/2013,NA,Tail Suspension,2,17.9509,20.6361,27.1011,5.94708,22.8303
DO.1283,M,G12,CSDO-M-65A,11/9/2012,12/19/2013,NA,Tail Suspension,1,1.33464,52.3846,22.2456,49.9585,19.419
DO.1284,M,G12,CSDO-M-65,11/9/2012,12/19/2013,NA,Tail Suspension,1,2.86948,9.55854,14.3982,13.4131,31.2035
DO.1285,M,G12,CSDO-M-65,11/9/2012,12/19/2013,NA,Tail Suspension,2,5.67222,19.1679,26.5435,35.2662,49.2561
DO.1287,M,G12,CSDO-M-66,11/9/2012,6/13/2013,NA,Tail Suspension,1,3.136471,8.808803,25.512174,24.764776,40.347006
DO.1288,M,G12,CSDO-M-66,11/9/2012,6/13/2013,NA,Tail Suspension,2,12.212215,21.167841,36.042712,41.84852,33.27327
DO.1289,M,G12,CSDO-M-66,11/9/2012,6/13/2013,216,Tail Suspension,1,3.336664,8.208232,25.845848,23.069748,31.731737
DO.1290,M,G12,CSDO-M-66A,11/9/2012,6/13/2013,216,Tail Suspension,1,1.001001,3.470136,1.601599,20.353684,26.826824
DO.1291,M,G12,CSDO-M-67D,11/9/2012,12/12/2013,NA,Tail Suspension,1,25.4249,28.628,43.8,47.1207,45.2793
DO.1292,M,G12,CSDO-M-67A,11/9/2012,12/12/2013,NA,Tail Suspension,2,3.60353,26.8263,30.6967,22.9875,51.0579
DO.1293,M,G12,CSDO-M-67B,11/9/2012,12/12/2013,NA,Tail Suspension,1,2.94414,6.86546,45.4016,31.2385,27.7288
DO.1294,M,G12,CSDO-M-67,11/9/2012,12/12/2013,NA,Tail Suspension,1,0.133464,0.533856,4.8047,14.4808,19.2188
DO.1295,M,G12,CSDO-M-67C,11/9/2012,12/12/2013,NA,Tail Suspension,2,0.066732,1.73503,3.5368,0.400392,3.80372
DO.1296,M,G12,CSDO-M-68A,11/9/2012,5/30/2013,NA,Tail Suspension,1,1.06773,25.0918,7.87454,2.6026,0.400402
DO.1297,M,G12,CSDO-M-68,11/9/2012,5/30/2013,NA,Tail Suspension,1,1.54154,13.8872,34.5078,35.5756,39.0123
DO.1298,M,G12,CSDO-M-68,11/9/2012,5/30/2013,NA,Tail Suspension,1,1.66833,19.3527,28.8288,52.6126,46.6867
DO.1299,M,G12,CSDO-M-68B,11/9/2012,5/30/2013,NA,Tail Suspension,1,18.3517,30.5105,59.6663,59.2659,43.0831
DO.1300,M,G12,CSDO-M-68,11/9/2012,5/30/2013,NA,Tail Suspension,1,13.5536,28.1548,24.6246,26.293,42.309
DO.1301,M,G12,CSDO-M-69B,11/9/2012,5/23/2013,NA,Tail Suspension,1,0.133467,0.400401,2.4024,5.8058,7.07374
DO.1303,M,G12,CSDO-M-69,11/9/2012,5/23/2013,NA,Tail Suspension,1,0.133466,3.2032,13.1465,13.6403,21.2613
DO.1305,M,G12,CSDO-M-69C,11/9/2012,5/23/2013,NA,Tail Suspension,1,1.6016,25.9059,29.7498,43.9373,41.2813
DO.1306,M,G12,CSDO-M-70,11/9/2012,5/30/2013,NA,Tail Suspension,1,9.34934,29.356,37.7911,33.707,37.0103
DO.1307,M,G12,CSDO-M-70,11/9/2012,5/30/2013,NA,Tail Suspension,1,14.5479,19.5662,36.2429,50.2302,33.8338
DO.1308,M,G12,CSDO-M-70,11/9/2012,5/30/2013,NA,Tail Suspension,1,1.13447,NA,4.93827,2.13547,5.67234
DO.1309,M,G12,CSDO-M-70,11/9/2012,5/30/2013,NA,Tail Suspension,1,4.74474,13.5402,14.4344,53.4601,26.3997
DO.1310,M,G12,CSDO-M-70,11/9/2012,5/30/2013,NA,Tail Suspension,1,0.8008,0.333668,5.93928,2.2022,44.9116
DO.1311,M,G12,CSDO-M-71A,11/9/2012,12/12/2013,NA,Tail Suspension,1,9.67614,17.0993,23.0305,19.8941,30.8652
DO.1312,M,G12,CSDO-M-71C,11/9/2012,12/12/2013,NA,Tail Suspension,2,0.800784,7.40725,12.169,8.91829,10.7439
DO.1313,M,G12,CSDO-M-71D,11/9/2012,12/12/2013,NA,Tail Suspension,1,0.66732,9.29161,28.4787,32.33,41.1148
