Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,Tail.Length,Date.of.VP,Age.of.VP
DO.0229,FALSE,G10,LGDO-F-46,5/15/2012,6/30/2012,46,V.P.,11.19,6.6,6/8/2012,24
DO.0230,FALSE,G10,LGDO-F-46,5/15/2012,6/30/2012,46,V.P.,16.51,7.7,6/13/2012,29
DO.0231,FALSE,G10,LGDO-F-47,5/14/2012,6/30/2012,47,V.P.,13.62,6.8,6/11/2012,28
DO.0232,FALSE,G10,LGDO-F-47,5/11/2012,6/30/2012,50,V.P.,13.62,7.5,6/7/2012,27
DO.0233,FALSE,G10,LGDO-F-47,5/14/2012,6/30/2012,47,V.P.,12.62,6.9,6/14/2012,31
DO.0234,FALSE,G10,LGDO-F-47,5/18/2012,6/30/2012,43,V.P.,13.74,7.2,6/13/2012,26
DO.0235,FALSE,G10,LGDO-F-47,5/15/2012,6/30/2012,46,V.P.,16.06,7.4,6/14/2012,30
DO.0236,FALSE,G10,LGDO-F-48,5/14/2012,6/30/2012,47,V.P.,16.8,7.4,6/20/2012,37
DO.0237,FALSE,G10,LGDO-F-48,5/14/2012,6/30/2012,47,V.P.,17.23,8,6/18/2012,35
DO.0238,FALSE,G10,LGDO-F-48,5/16/2012,6/30/2012,45,V.P.,13.36,7,6/15/2012,30
DO.0239,FALSE,G10,LGDO-F-48,5/14/2012,6/30/2012,47,V.P.,9.97,6.7,6/8/2012,25
DO.0240,FALSE,G10,LGDO-F-48,5/16/2012,6/30/2012,45,V.P.,12.89,6.6,6/12/2012,27
DO.0481,FALSE,G11,LGDO-F-49,8/19/2012,10/1/2012,43,V.P.,12.88,7.7,9/17/2012,29
DO.0482,FALSE,G11,LGDO-F-49,8/21/2012,10/1/2012,41,V.P.,16.09,6.7,9/18/2012,28
DO.0483,FALSE,G11,LGDO-F-49,8/20/2012,10/1/2012,42,V.P.,15.88,6.9,9/18/2012,29
DO.0484,FALSE,G11,LGDO-F-49,8/19/2012,10/1/2012,43,V.P.,16.28,7.3,9/19/2012,31
DO.0485,FALSE,G11,LGDO-F-49,8/23/2012,10/1/2012,39,V.P.,13.71,6.5,9/19/2012,27
DO.0486,FALSE,G11,LGDO-F-50,8/20/2012,10/1/2012,42,V.P.,14.8,7.2,9/17/2012,28
DO.0487,FALSE,G11,LGDO-F-50,8/22/2012,10/1/2012,40,V.P.,16.01,7.8,9/24/2012,33
DO.0488,FALSE,G11,LGDO-F-50,8/18/2012,10/1/2012,44,V.P.,15.89,6.8,9/17/2012,30
DO.0489,FALSE,G11,LGDO-F-50,8/18/2012,10/1/2012,44,V.P.,17.39,8,9/17/2012,30
DO.0490,FALSE,G11,LGDO-F-50,8/24/2012,10/1/2012,38,V.P.,17.32,7.5,9/19/2012,26
DO.0491,FALSE,G11,LGDO-F-51,8/22/2012,10/1/2012,40,V.P.,18.14,7.2,9/25/2012,34
DO.0492,FALSE,G11,LGDO-F-51,8/21/2012,10/1/2012,41,V.P.,16.79,6.6,9/17/2012,27
DO.0493,FALSE,G11,LGDO-F-51,8/22/2012,10/1/2012,40,V.P.,16.6,6.7,9/21/2012,30
DO.0494,FALSE,G11,LGDO-F-51,8/22/2012,10/1/2012,40,V.P.,18.62,7.7,9/21/2012,30
DO.0495,FALSE,G11,LGDO-F-51,8/21/2012,10/1/2012,41,V.P.,13.55,7.9,9/17/2012,27
DO.0496,FALSE,G11,LGDO-F-52,8/21/2012,10/1/2012,41,V.P.,18.08,7.7,9/17/2012,27
DO.0497,FALSE,G11,LGDO-F-52,8/22/2012,10/1/2012,40,V.P.,12.34,7.7,9/17/2012,26
DO.0498,FALSE,G11,LGDO-F-52,8/19/2012,10/1/2012,43,V.P.,16.88,7,9/19/2012,31
DO.0499,FALSE,G11,LGDO-F-52,8/24/2012,10/1/2012,38,V.P.,12.22,7.3,9/17/2012,24
DO.0500,FALSE,G11,LGDO-F-52,8/19/2012,10/1/2012,43,V.P.,13.84,7,9/17/2012,29
DO.0501,FALSE,G11,LGDO-F-53,8/22/2012,10/1/2012,40,V.P.,15.5,6.9,9/18/2012,27
DO.0502,FALSE,G11,LGDO-F-53,8/19/2012,10/1/2012,43,V.P.,15.07,7.6,9/17/2012,29
DO.0503,FALSE,G11,LGDO-F-53,8/22/2012,10/1/2012,40,V.P.,15.76,7.8,9/19/2012,28
DO.0504,FALSE,G11,LGDO-F-53,8/24/2012,10/1/2012,38,V.P.,16.37,7.8,9/25/2012,32
DO.0505,FALSE,G11,LGDO-F-53,8/17/2012,10/1/2012,45,V.P.,16.03,7.4,9/17/2012,31
DO.0506,FALSE,G11,LGDO-F-54,8/23/2012,10/1/2012,39,V.P.,13.16,6.9,9/19/2012,27
DO.0507,FALSE,G11,LGDO-F-54,8/17/2012,10/1/2012,45,V.P.,14.27,7.5,9/17/2012,31
DO.0508,FALSE,G11,LGDO-F-54,8/19/2012,10/1/2012,43,V.P.,18.22,7.8,9/18/2012,30
DO.0509,FALSE,G11,LGDO-F-54,8/21/2012,10/1/2012,41,V.P.,12.27,7.1,9/17/2012,27
DO.0510,FALSE,G11,LGDO-F-54,8/18/2012,10/1/2012,44,V.P.,13.71,6.8,9/17/2012,30
DO.0511,FALSE,G11,LGDO-F-55,8/20/2012,10/1/2012,42,V.P.,18.92,8.1,9/20/2012,31
DO.0512,FALSE,G11,LGDO-F-55,8/21/2012,10/1/2012,41,V.P.,17.62,7.6,9/17/2012,27
DO.0513,FALSE,G11,LGDO-F-55,8/21/2012,10/1/2012,41,V.P.,14.8,7,9/20/2012,30
DO.0514,FALSE,G11,LGDO-F-55,8/20/2012,10/1/2012,42,V.P.,14.64,7.6,9/27/2012,38
DO.0515,FALSE,G11,LGDO-F-55,8/23/2012,10/1/2012,39,V.P.,14.47,7.3,9/18/2012,26
DO.0516,FALSE,G11,LGDO-F-56,8/20/2012,10/1/2012,42,V.P.,16.45,7.9,9/19/2012,30
DO.0517,FALSE,G11,LGDO-F-56,8/21/2012,10/1/2012,41,V.P.,15.85,7.9,9/20/2012,30
DO.0518,FALSE,G11,LGDO-F-56,8/20/2012,10/1/2012,42,V.P.,14.32,7.1,9/17/2012,28
DO.0519,FALSE,G11,LGDO-F-56,8/21/2012,10/1/2012,41,V.P.,17.48,8.2,9/25/2012,35
DO.0520,FALSE,G11,LGDO-F-56,8/22/2012,10/1/2012,40,V.P.,14.49,7.3,9/17/2012,26
DO.0521,FALSE,G11,LGDO-F-57,8/21/2012,10/1/2012,41,V.P.,14.72,7.9,9/20/2012,30
DO.0522,FALSE,G11,LGDO-F-57,8/20/2012,10/1/2012,42,V.P.,15.91,7.6,9/17/2012,28
DO.0523,FALSE,G11,LGDO-F-57,8/19/2012,10/1/2012,43,V.P.,17.64,7.5,9/17/2012,29
DO.0524,FALSE,G11,LGDO-F-57,8/21/2012,10/1/2012,41,V.P.,21.79,8.5,9/21/2012,31
DO.0525,FALSE,G11,LGDO-F-57,8/20/2012,10/1/2012,42,V.P.,17.62,8,9/17/2012,28
DO.0526,FALSE,G11,LGDO-F-58,8/21/2012,10/1/2012,41,V.P.,13.58,7.3,9/17/2012,27
DO.0527,FALSE,G11,LGDO-F-58,8/20/2012,10/1/2012,42,V.P.,15.91,7,9/18/2012,29
DO.0528,FALSE,G11,LGDO-F-58,8/22/2012,10/1/2012,40,V.P.,17.67,7.4,9/27/2012,36
DO.0529,FALSE,G11,LGDO-F-58,8/24/2012,10/1/2012,38,V.P.,19.6,7.6,9/27/2012,34
DO.0530,FALSE,G11,LGDO-F-58,8/20/2012,10/1/2012,42,V.P.,17.58,7.8,9/17/2012,28
DO.0531,FALSE,G11,LGDO-F-59,8/22/2012,10/1/2012,40,V.P.,13.89,7.1,9/20/2012,29
DO.0532,FALSE,G11,LGDO-F-59,8/20/2012,10/1/2012,42,V.P.,19.09,7.1,9/23/2012,34
DO.0533,FALSE,G11,LGDO-F-59,8/21/2012,10/1/2012,41,V.P.,12.44,6.9,9/19/2012,29
DO.0534,FALSE,G11,LGDO-F-59,8/22/2012,10/1/2012,40,V.P.,12.87,6.9,9/18/2012,27
DO.0535,FALSE,G11,LGDO-F-59,8/23/2012,10/1/2012,39,V.P.,16.11,7.6,9/26/2012,34
DO.0536,FALSE,G11,LGDO-F-60,8/18/2012,10/1/2012,44,V.P.,16.55,8.1,9/17/2012,30
DO.0537,FALSE,G11,LGDO-F-60,8/23/2012,10/1/2012,39,V.P.,13.95,7.4,9/19/2012,27
DO.0538,FALSE,G11,LGDO-F-60,8/19/2012,10/1/2012,43,V.P.,15.84,7.7,9/18/2012,30
DO.0539,FALSE,G11,LGDO-F-60,8/20/2012,10/1/2012,42,V.P.,15.01,7.5,9/17/2012,28
DO.0540,FALSE,G11,LGDO-F-60,8/22/2012,10/1/2012,40,V.P.,14.68,7.2,9/26/2012,35
