Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Fecal.Boli,Pen.Density,Arena,Latency.to.Periphery.04.00.08.00,Latency.to.Periphery.08.00.12.00,Latency.to.Periphery.12.00.16.00,Latency.to.Periphery.16.00.20.00,Latency.to.Periphery.Start.04.00,Duration.Periphery.04.00.08.00,Duration.Periphery.08.00.12.00,Duration.Periphery.12.00.16.00,Duration.Periphery.16.00.20.00,Duration.Periphery.Start.04.00,Distance.04.00.08.00,Distance.08.00.12.00,Distance.12.00.16.00,Distance.16.00.20.00,Distance.Start.04.00,Duration.Corner.04.00.08.00,Duration.Corner.08.00.12.00,Duration.Corner.12.00.16.00,Duration.Corner.16.00.20.00,Duration.Corner.Start.04.00,Duration.Center.04.00.08.00,Duration.Center.08.00.12.00,Duration.Center.12.00.16.00,Duration.Center.16.00.20.00,Duration.Center.Start.04.00
DO.0750,F,G9,CSDO-F-30,2/22/2012,2/11/2013,355,20 min Open Field Test,4,5,Arena 4,240,481.414748,724.25759,960,0,106.880212,119.586256,60.300297,81.841832,151.978641,845.0068081,998.0205824,735.7872742,986.9659584,830.4610213,26.546551,44.524531,52.185523,22.756088,21.621623,17.350685,14.681349,39.239239,34.968302,22.022021
DO.0752,F,G9,CSDO-F-31,2/19/2012,8/5/2013,533,20 min Open Field Test,12,5,Arena 5,240,482.082082,720,960,9.876543,93.466804,94.841509,91.985316,86.446449,89.916584,1836.962956,1181.908467,1304.92791,1027.306852,2505.672056,85.685678,119.51952,53.186518,74.341001,61.59492,19.219218,9.209208,13.279948,27.093759,32.032028
DO.0753,F,G9,CSDO-F-31,2/20/2012,8/5/2013,532,20 min Open Field Test,2,5,Arena 6,241.041041,483.083083,720.653987,960,29.963296,91.224561,142.609274,103.343345,129.689693,83.550216,900.323819,832.669332,918.742664,715.230598,1179.37957,48.168171,50.063395,58.365032,37.263932,49.98332,34.901571,25.425425,37.504173,27.694361,44.644644
DO.0754,F,G9,CSDO-F-31,2/19/2012,8/5/2013,533,20 min Open Field Test,1,5,Arena 7,240,480,720,960.96096,24.424424,137.030365,169.929929,170.490492,204.404404,46.673342,847.79074,674.741911,725.091253,586.794266,736.038955,104.437773,96.229562,47.647646,40.30698,52.385723,9.209211,3.603604,32.766098,2.736069,28.294962
DO.0755,F,G9,CSDO-F-31,2/19/2012,8/5/2013,533,20 min Open Field Test,2,5,Arena 8,240,480,720,961.761761,63.463463,125.685683,102.529197,82.802801,120.920922,77.103771,1155.66624,1274.333309,812.837274,693.555621,1104.73601,33.820496,30.443783,56.189527,36.970301,18.151499,64.597934,40.106775,20.553886,28.161494,85.485485
DO.0756,F,G9,CSDO-F-32,2/22/2012,2/11/2013,355,20 min Open Field Test,5,5,Arena 1,240,482.015348,721.121121,961.961961,19.953286,90.597266,125.658993,97.697698,137.0704,47.407408,1057.51275,798.2416412,906.6577126,620.1322237,1313.442992,48.715379,39.119118,49.369372,20.487152,8.208206,52.719389,33.500168,22.022022,12.479145,123.790455
DO.0757,F,G9,CSDO-F-32,2/18/2012,2/11/2013,359,20 min Open Field Test,5,5,Arena 2,240.573186,483.281834,720,968.765864,4.471124,102.035071,78.627209,97.615168,43.243115,129.328945,2447.540606,2473.360623,2195.489428,2297.714092,2445.467598,36.809314,36.436326,34.100664,12.14544,43.937856,63.863675,67.066873,54.830877,117.007119,41.174382
DO.0758,F,G9,CSDO-F-32,2/19/2012,2/11/2013,358,20 min Open Field Test,8,4,Arena 3,240,482.148815,720,966.299632,9.676343,111.551552,96.509841,107.027029,145.078415,123.350015,981.5731084,775.1052173,655.0115288,808.2954648,1204.338558,67.694366,90.23691,99.899902,73.873875,34.728054,27.494159,13.813814,12.385721,8.635301,37.303968
DO.0759,F,G9,CSDO-F-32,2/20/2012,2/11/2013,357,20 min Open Field Test,2,2,Arena 4,245.245245,480.146813,728.795462,960.293626,32.032032,79.546211,50.650652,25.825832,83.950621,97.163826,890.9665375,761.263607,571.5074281,808.2214785,939.4224307,49.382722,28.241575,10.597265,47.64764,34.300968,13.747081,79.946622,56.990325,32.966299,43.97731
DO.0760,F,G9,CSDO-F-32,2/20/2012,2/11/2013,357,20 min Open Field Test,7,2,Arena 5,242.108775,480,720.787454,960,27.694361,142.729399,129.275946,135.442112,141.368032,135.935932,1392.412334,1396.431582,1528.915404,1621.035045,1385.207729,80.01335,74.808139,65.398731,49.649646,56.723393,14.988321,13.680349,22.756089,26.89356,25.719054
DO.0761,F,G9,CSDO-F-33,2/22/2012,8/12/2013,537,20 min Open Field Test,3,5,Arena 3,244.711,480.479,754.219,987.251,1.13446,57.4573,100.901,53.7202,86.8199,93.5599,1116.31,1028.06,969.261,1091.92,2141.25,12.5458,7.74105,12.746,13.5468,15.4154,40.7347,33.0448,97.9405,69.8267,64.3582
DO.0762,F,G9,CSDO-F-33,2/18/2012,8/12/2013,541,20 min Open Field Test,3,1,Arena 4,300.9,648.98,752.283,1115.98,1.001,2.93626,0.266932,8.27492,1.26793,37.5041,335.636,25.1259,152.846,142.405,862.163,64.2367,2.53586,44.3108,66.4699,217.444,NA,NA,NA,NA,6.20619
DO.0763,F,G9,CSDO-F-33,2/19/2012,8/12/2013,540,20 min Open Field Test,2,3,Arena 5,240,480.012,724.322,960,82.7492,104.343,108.975,157.133,127.751,97.3244,1874.53,1499.76,1408,1137.25,1493.24,52.519,35.4353,40.3069,121.788,29.0289,28.762,23.1564,12.3456,11.6116,15.9492
DO.0765,F,G9,CSDO-F-33,2/18/2012,8/12/2013,541,20 min Open Field Test,9,1,Arena 6,240.039,494.56,720.051,969.166,4.60459,70.9374,131.464,136.136,135.339,56.1226,918.025,793.792,887.811,861.873,1545.38,52.1579,29.6963,15.6823,34.8383,31.3253,17.9512,7.00698,7.94125,14.0807,42.9094
DO.0766,F,G9,CSDO-F-34,2/22/2012,8/19/2013,544,20 min Open Field Test,3,1,Arena 1,240,486.75342,722.055388,964.764764,14.814814,118.024695,89.756429,86.753417,84.684686,98.792125,1293.483206,1240.317791,1167.882102,1081.630786,1106.640089,33.700365,49.716389,80.453783,77.83784,22.689355,26.826826,42.389055,24.01068,32.632631,57.924594
DO.0767,F,G9,CSDO-F-34,2/21/2012,8/19/2013,545,20 min Open Field Test,6,1,Arena 2,269.936603,480.347013,724.190857,960,8.808808,86.41975,141.408072,120.22689,141.234569,83.08309,964.19435,708.354537,671.621924,864.890111,847.743212,25.011678,51.197871,69.17584,98.725387,14.547885,30.03003,7.874542,27.62763,8.274941,44.044047
DO.0768,F,G9,CSDO-F-34,2/20/2012,8/19/2013,546,20 min Open Field Test,4,1,Arena 3,240.84084,481.214547,720,960.627293,0.667334,118.985664,129.676343,111.965306,132.532536,106.706713,2032.616967,1701.543549,1770.785493,1706.152852,2587.524559,38.011329,25.75909,37.971302,35.902566,34.127458,31.164496,20.687353,16.416415,21.82182,43.510175
DO.0769,F,G9,CSDO-F-34,2/22/2012,8/19/2013,544,20 min Open Field Test,3,1,Arena 5,242.909576,480,723.85719,963.69703,0.133466,50.837505,77.090419,63.263257,60.260262,70.470473,1904.845584,1778.650662,1716.735279,1647.879933,2063.031948,62.916246,32.645981,48.955633,40.934259,32.699366,71.7384,65.465468,56.389725,65.665667,82.61595
DO.0770,F,G9,CSDO-F-34,2/20/2012,8/19/2013,546,20 min Open Field Test,6,1,Arena 6,270.47047,482.882882,720.587253,964.230897,3.870537,49.983313,66.399743,96.830156,65.331999,93.893888,2297.534578,2075.799503,2121.536131,1435.872761,2789.991474,21.688358,61.728393,34.167502,7.340674,35.035034,116.343013,59.072402,81.147818,80.146815,60.487154
DO.0771,F,G9,CSDO-F-35,2/19/2012,2/11/2013,358,20 min Open Field Test,2,4,Arena 5,240,486.152819,720,964.698031,9.275942,114.888217,85.632301,121.975305,44.511179,116.609946,1264.251952,1202.250932,1006.202293,715.981558,1462.356445,38.091431,75.355351,78.011336,164.964964,52.052058,45.245248,31.698368,17.08375,15.215217,48.782115
DO.0772,F,G9,CSDO-F-35,2/19/2012,2/11/2013,358,20 min Open Field Test,9,4,Arena 1,240.173506,482.148815,720,960,21.021021,107.04037,102.248917,131.891894,99.726392,112.979643,1572.521932,1473.350407,1153.917164,1245.921262,1417.884376,60.860863,61.661663,39.012341,83.510178,34.034028,25.945945,43.123124,40.640642,25.091756,54.521188
DO.0773,F,G9,CSDO-F-35,2/19/2012,2/11/2013,358,20 min Open Field Test,1,4,Arena 2,240,480,726.393059,960,8.675342,142.702702,140.220223,137.043708,135.095093,208.368367,744.051886,576.7785979,499.2678827,509.1579062,473.840543,51.091091,46.446439,108.174841,69.53621,27.45412,15.081749,28.028028,12.479145,6.27294,4.004003
DO.0774,F,G9,CSDO-F-35,2/21/2012,2/11/2013,356,20 min Open Field Test,2,5,Arena 3,240,480,720,974.908241,2.335669,142.502507,134.027358,37.424089,127.861196,64.157491,720.3857408,694.1881256,258.6875709,503.2835621,632.177661,59.192526,10.877549,153.927256,49.142475,115.115119,9.743076,42.575909,0.133468,14.614614,11.144478
DO.0775,F,G9,CSDO-F-35,2/18/2012,2/11/2013,359,20 min Open Field Test,4,5,Arena 4,240.774107,480.013346,734.0674,960,14.748081,87.354024,76.343013,87.727729,127.62095,109.642978,1310.298034,1235.739917,1210.828146,1159.468482,1395.517211,73.780451,56.670003,82.869537,63.396725,51.411414,49.049051,54.320986,32.899569,35.769103,55.588925
DO.0776,F,G9,CSDO-F-36,2/23/2012,8/5/2013,529,20 min Open Field Test,10,5,Arena 1,242.108775,482.949616,721.121121,960,0.133466,111.51151,132.599269,123.163166,86.980318,116.31631,1296.197309,1145.858486,1227.077252,1081.72782,1663.254722,21.421421,34.300965,20.794125,18.64531,24.357694,41.895228,20.967636,28.428427,21.554891,54.254256
DO.0777,F,G9,CSDO-F-36,2/20/2012,8/5/2013,532,20 min Open Field Test,5,5,Arena 2,256.322989,506.906906,789.656322,1058.525191,4.471137,8.942276,9.809811,15.548882,36.836839,72.205541,719.506683,591.798456,631.533698,835.809812,990.813842,4.337672,8.20821,6.940272,11.47815,17.083754,195.622286,186.546548,161.014352,82.549216,72.499168
DO.0779,F,G9,CSDO-F-36,2/22/2012,8/5/2013,530,20 min Open Field Test,7,5,Arena 3,242.976309,483.61695,720,960.827494,0.467133,145.945947,136.683351,114.234225,114.180846,187.253922,1147.13269,1376.346953,981.157143,1529.296535,785.187944,39.225898,60.807474,25.999336,53.013015,21.955289,13.54688,19.019018,13.680347,22.62262,11.544877
DO.0780,F,G9,CSDO-F-36,2/22/2012,8/5/2013,530,20 min Open Field Test,8,5,Arena 4,240,480,737.337337,960,41.908575,170.730733,181.995324,143.917247,69.229228,129.089086,656.851385,538.677811,639.86482,625.885461,651.7513,240,239.733066,240,239.866533,209.96997,NA,NA,NA,NA,9.809811
DO.0781,F,G10,CSDO-F-37,5/18/2012,10/28/2013,528,20 min Open Field Test,3,5,Arena 1,242.904,480,721.573,962.876,0,90.552,94.4958,103.968,132.463,93.0911,2199.84,2397.44,2025.81,2118.68,2927.28,74.9083,80.7742,70.7075,37.662,54.485,15.682,12.0785,8.27477,8.20804,39.9725
DO.0782,F,G10,CSDO-F-37,5/17/2012,10/28/2013,529,20 min Open Field Test,2,5,Arena 2,240,481.548,721.855,960,13.7471,102.676,142.943,108.749,132.159,73.0998,1381.91,890.191,813.853,851.468,1203.84,85.3921,76.0093,88.3283,73.1665,44.8048,28.2149,20.5806,21.9419,29.7631,80.6807
DO.0783,F,G10,CSDO-F-37,5/16/2012,10/28/2013,530,20 min Open Field Test,3,5,Arena 5,245.445,480,723.991,978.912,23.7571,86.2062,73.8205,65.5989,115.249,24.2242,1137.75,848.995,927.133,710.446,1076.49,28.5619,13.2132,49.4495,27.7611,7.20721,48.8222,69.6163,33.4601,26.8535,86.8468
DO.0784,F,G10,CSDO-F-37,5/15/2012,10/28/2013,531,20 min Open Field Test,5,5,Arena 7,240,480.003,720,960,1.4681,110.61,111.738,143.839,117.855,126.022,319.403,276.638,2616.37,2262.44,289.715,148.742,78.2799,78.2099,63.6623,194.724,3.60353,17.2169,12.1452,24.9578,2.00196
DO.0785,F,G10,CSDO-F-37,5/15/2012,10/28/2013,531,20 min Open Field Test,3,5,Arena 8,240,480,720,960,0,203.23,185.212,182.342,219.246,200.961,945.409,749.523,689.017,661.935,1087.37,17.7511,44.4444,21.4214,18.5519,8.67534,80.9877,36.5165,59.9132,44.8448,125.152
DO.0791,F,G10,CSDO-F-39,5/15/2012,10/28/2013,531,20 min Open Field Test,11,1,Arena 1,240,480,720.387,965.032,0.333667,101.195,72.0854,108.775,86.353,114.007,1281.41,1141.76,1223.21,1212.52,1271.46,36.5032,39.5195,65.6523,24.1575,35.2352,38.1715,39.7731,28.8956,46.4464,35.035
DO.0792,F,G10,CSDO-F-39,5/12/2012,10/28/2013,534,20 min Open Field Test,9,1,Arena 2,240,480,725.592,1003,0.266933,117.411,113.393,87.1538,129.396,96.1895,1204.45,1035.18,873.32,946.229,1252.42,45.1652,58.8722,31.6984,63.3967,23.6904,70.0701,41.5215,54.7748,27.1605,61.9953
DO.0793,F,G10,CSDO-F-39,5/15/2012,10/28/2013,531,20 min Open Field Test,7,1,Arena 5,240.04,480.013,726.326,998.599,4.47114,56.6567,53.9873,35.7024,51.1845,60.9276,1344.06,1130.12,1076.65,740.507,1997.3,94.1475,113.74,98.8856,149.816,49.7831,10.1435,4.73807,6.87354,0.6006,31.3647
DO.0794,F,G10,CSDO-F-39,5/17/2012,10/28/2013,529,20 min Open Field Test,14,1,Arena 6,257.118,480,720,960,27.8272,142.269,149.845,117.614,213.374,59.1913,1112.62,1098.7,657.932,559.319,1538.66,78.5403,112.008,91.9884,142.705,42.2414,31.5992,30.7635,55.4543,4.87144,79.2426
DO.0795,F,G10,CSDO-F-39,5/16/2012,10/28/2013,530,20 min Open Field Test,7,1,Arena 7,240,491.825,720,960,0.2002,81.8552,104.318,98.5919,87.3807,43.0697,1121.22,1202.32,1059.11,1648.23,1087.52,62.9163,102.596,94.2543,77.1705,17.6176,41.6416,18.2182,51.318,64.2643,68.9356
DO.0796,F,G10,CSDO-F-40,5/15/2012,6/3/2013,384,20 min Open Field Test,11,5,Arena 1,300.5005,492.826159,745.478812,1010.076743,9.809809,39.439434,59.926596,79.612944,81.681685,110.643978,1032.324427,848.6691937,732.1744943,773.0287691,594.7323669,8.608611,12.145477,2.002002,8.008004,14.614615,113.073076,76.222892,93.867199,88.648649,22.048715
DO.0797,F,G10,CSDO-F-40,5/16/2012,6/3/2013,383,20 min Open Field Test,9,5,Arena 2,240,480,720.653987,960,0,148.041367,164.844826,140.04672,122.682684,191.484815,1116.528572,940.8897163,859.6984785,1338.666301,750.8348834,55.055056,77.557565,50.904225,48.448446,81.815153,7.741074,0.800801,10.410412,22.622623,6.139473
DO.0798,F,G10,CSDO-F-40,5/16/2012,6/3/2013,383,20 min Open Field Test,6,5,Arena 3,245.311978,483.750417,725.658992,960,23.023023,105.83917,86.419749,99.73974,85.645645,77.677673,1063.406403,906.8387465,679.6589554,824.9519406,1180.904746,16.282948,37.904572,11.144479,23.82382,31.1645,41.147817,51.665001,57.977978,43.510179,81.775108
DO.0799,F,G10,CSDO-F-40,5/17/2012,6/3/2013,382,20 min Open Field Test,8,5,Arena 4,241.174507,480,720.587253,964.230897,1.067734,108.094763,76.756753,96.696702,68.068068,96.830168,1826.897266,1831.9867,1803.498997,1693.389733,1875.927762,240,238.865532,240,240,239.065733,32.098766,45.91258,36.636638,61.795129,48.448446
DO.0800,F,G10,CSDO-F-40,5/12/2012,6/3/2013,387,20 min Open Field Test,4,5,Arena 5,241.908575,487.15382,723.85719,960,0.8008,76.876869,180.980985,210.383716,91.451451,38.104772,588.4568228,432.6171623,601.284456,373.1315951,711.6771871,89.689692,12.612616,11.144479,2.469136,116.850182,15.655655,38.104771,6.806806,141.474808,13.840506
DO.0801,F,G10,CSDO-F-41,5/15/2012,11/26/2012,195,20 min Open Field Test,6,5,Arena 1,240,480,720,960,15.0147,155.717,152.648,57.9551,110.273,145.908,1111.54,1044.06,528.525,978.225,1818.95,52.4864,61.3267,175.165,89.4942,50.5479,17.5505,12.8793,NA,6.73993,35.6349
DO.0802,F,G10,CSDO-F-41,5/15/2012,11/26/2012,195,20 min Open Field Test,10,5,Arena 2,249.711,480,729.781,976.556,7.80764,64.8602,76.7451,80.679,68.467,65.9312,1380.54,1271.9,1203.16,1138.45,1676.91,48.6476,63.3287,52.2512,47.7801,43.2423,80.0117,44.5387,64.8285,67.7647,88.153
DO.0803,F,G10,CSDO-F-41,5/16/2012,11/26/2012,194,20 min Open Field Test,12,5,Arena 3,240.302,480,720,960,0.467124,152.68,199.894,156.318,72.4359,177.44,692.527,543.556,757.788,400.114,807.608,81.8484,30.525,42.5466,154.685,18.1161,3.67026,NA,1.93523,NA,13.3464
DO.0804,F,G10,CSDO-F-41,5/17/2012,11/26/2012,193,20 min Open Field Test,2,5,Arena 4,240.035,480,735.387,965.946,3.26987,103.565,132.666,90.4886,98.4549,96.0273,1309.92,1428.12,1293.13,1023.11,1418.52,108.208,49.6486,57.7232,48.1805,117.48,21.3542,30.9254,52.0827,36.7092,18.2178
DO.0805,F,G10,CSDO-F-41,5/13/2012,11/26/2012,197,20 min Open Field Test,15,5,Arena 5,240.302,480,720.439,960.54,8.00784,88.083,105.24,94.8262,160.382,138.069,1606.29,1801.4,1975.52,1901.39,1532.58,63.9643,46.6741,24.9293,61.994,66.7637,50.9165,30.4298,72.2708,25.892,9.8096
DO.0811,F,G10,CSDO-F-43,5/16/2012,10/28/2013,530,20 min Open Field Test,4,5,Arena 1,240,480.881,728.929,960.027,0,91.3313,102.703,97.0971,168.835,225.052,827.73,654.988,631.763,493.132,426.969,14.6146,20.2202,38.5719,64.8649,0.93427,25.4788,29.1091,11.2779,14.7481,1.33467
DO.0812,F,G10,CSDO-F-43,5/13/2012,10/28/2013,533,20 min Open Field Test,6,5,Arena 2,240,500.901,720,960,24.3577,89.9967,134.615,117.277,218.512,58.6854,761.279,597.683,610.097,382.788,936.725,64.5979,55.2019,94.8815,124.925,28.7621,27.6276,11.1445,6.00601,NA,50.8509
DO.0813,F,G10,CSDO-F-43,5/17/2012,10/28/2013,529,20 min Open Field Test,3,5,Arena 5,294.962,480,723.056,960.494,7.67434,37.2239,56.2029,30.1635,92.626,26.3597,500.373,710.093,421.835,714.693,605.769,169.036,65.1451,149.643,49.0757,44.1108,NA,NA,NA,NA,4.13747
DO.0814,F,G10,CSDO-F-43,5/17/2012,10/28/2013,529,20 min Open Field Test,1,5,Arena 6,240,482.149,747.481,960,6.94027,110.284,148.348,110.884,113.273,110.137,1144.81,877.033,767.802,749.207,1185.02,62.9963,72.953,93.1865,105.666,63.3967,22.8228,19.0858,20.3537,11.5449,18.0848
DO.0815,F,G10,CSDO-F-43,5/15/2012,10/28/2013,531,20 min Open Field Test,3,5,Arena 7,240.841,483.15,734.334,960,3.47014,81.9486,93.9606,102.609,104.598,155.489,1189.71,1087.71,923.484,944.221,901.812,17.2172,49.5162,14.7481,74.4745,72.4725,60.9943,46.0594,41.962,9.14247,32.5659
DO.0816,F,G10,CSDO-F-44,5/14/2012,10/28/2013,532,20 min Open Field Test,8,1,Arena 1,241.642,480,720.254,960,7.80781,70.0567,120.601,49.623,172.599,101.168,878.054,716.261,642.221,559.111,1239.69,19.98,10.3036,15.8692,21.288,15.5756,68.9356,30.1635,36.303,3.4034,51.4515
DO.0817,F,G10,CSDO-F-44,5/13/2012,10/28/2013,533,20 min Open Field Test,9,1,Arena 2,241.642,498.498,720,960,10.6773,23.6236,54.4011,106.133,113.207,92.4258,914.381,767.789,1020.09,859.897,1266.31,14.1208,19.6997,50.8375,25.4254,25.7191,129.316,84.4978,44.311,50.05,39.7064
DO.0818,F,G10,CSDO-F-44,5/9/2012,10/28/2013,537,20 min Open Field Test,7,1,Arena 5,242.042,487.554,720,960,1.33467,51.6516,61.8752,58.8188,55.8158,78.8789,1551.7,1387.98,980.158,1564.52,1573.47,37.0237,53.0664,21.3547,43.043,32.1655,68.8689,19.7531,47.1138,41.5082,40.1735
DO.0819,F,G10,CSDO-F-44,5/11/2012,10/28/2013,535,20 min Open Field Test,2,1,Arena 6,240,480,734.853,965.946,24.3572,132.361,139.607,128.726,82.8811,113.343,1764.14,1725.36,1835.46,1524.16,2681.42,68.1016,92.6907,89.5543,75.8327,76.5066,7.40725,7.27379,22.3552,9.94307,34.367
DO.0821,F,G10,CSDO-F-45,5/13/2012,6/3/2013,386,20 min Open Field Test,4,5,Arena 1,240.24024,480,720.987654,962.228895,0.734067,109.963296,115.862529,112.579244,99.299294,83.750416,1219.095451,1066.734156,920.0215929,899.5886887,1608.51956,40.840843,41.975303,29.335996,52.545883,27.093762,22.155488,26.626625,37.771103,31.231232,69.936603
DO.0822,F,G10,CSDO-F-45,5/13/2012,6/3/2013,386,20 min Open Field Test,9,5,Arena 2,246.046046,480.48048,720,960,1.134467,104.838177,106.786782,121.881881,89.18252,112.178851,2609.133956,2654.51826,2565.070383,2342.652587,1745.618007,79.919919,59.526195,35.368705,93.42676,90.784119,26.292961,34.70137,43.510178,32.232233,20.086753
DO.0823,F,G10,CSDO-F-45,5/15/2012,6/3/2013,384,20 min Open Field Test,6,5,Arena 3,240,481.881881,723.923923,960,3.93727,132.772773,126.459794,101.27461,94.187515,116.876877,1571.539583,1651.815355,1722.540643,1328.977177,1638.209415,65.265256,46.112788,23.023032,39.172505,87.087095,4.604605,18.685351,29.963298,31.231229,8.608608
DO.0824,F,G10,CSDO-F-45,5/12/2012,6/3/2013,387,20 min Open Field Test,9,5,Arena 4,240.106773,484.351017,725.725725,960,7.007007,117.917914,118.98565,104.344346,98.191523,116.049375,1096.532997,1205.038793,1023.159514,934.5352245,1301.44428,238.531865,239.332664,237.731065,240,239.199199,6.740073,13.079749,11.945278,22.022021,19.953283
DO.0825,F,G10,CSDO-F-45,5/15/2012,6/3/2013,384,20 min Open Field Test,5,5,Arena 5,240,480,720,960,10.877544,161.855183,169.796463,176.403066,96.122788,145.839174,789.7059658,603.5767494,631.9340703,596.6415854,901.2148146,30.030031,17.951289,38.238238,73.740404,47.781114,17.350683,3.670336,7.941275,3.069736,41.107774
DO.0826,F,G10,CSDO-F-46,5/12/2012,5/27/2013,380,20 min Open Field Test,6,4,Arena 4,240,480,722.522522,960,0.133466,87.981311,79.359362,64.838171,63.356685,65.692361,1042.756475,959.019978,804.7090681,819.3287028,1521.103274,41.641651,40.053386,27.280618,37.971307,30.430429,34.701367,36.836837,43.977309,54.521186,65.265265
DO.0827,F,G10,CSDO-F-46,5/16/2012,5/27/2013,376,20 min Open Field Test,6,3,Arena 5,245.311978,507.17384,720,960,11.745078,35.568905,68.281618,88.048052,59.08575,96.096099,224.3807314,656.2644866,834.8080278,499.6696327,515.9751463,190.016683,153.700364,99.432765,103.636967,119.079077,NA,NA,11.144479,5.805806,15.815815
DO.0828,F,G10,CSDO-F-46,5/17/2012,5/27/2013,375,20 min Open Field Test,5,3,Arena 6,240.507173,482.682682,720,960,0,106.439769,80.360358,78.371704,84.110775,125.525526,1273.634724,954.0620624,955.159729,845.7089787,1642.813075,69.803136,105.7057,54.761431,60.887553,43.243243,39.706374,16.483152,24.290957,35.035037,31.031034
DO.0829,F,G10,CSDO-F-46,5/13/2012,5/27/2013,379,20 min Open Field Test,1,3,Arena 7,240.04004,480.146813,723.523523,960,0.467133,97.897902,108.908893,111.017681,140.233566,115.515517,1133.174407,887.7006697,965.0045758,900.4018928,1467.385635,52.118794,59.259253,61.194526,64.998329,56.856859,51.384718,25.825828,21.287955,7.807806,53.386721
DO.0830,F,G10,CSDO-F-46,5/15/2012,5/27/2013,377,20 min Open Field Test,6,5,Arena 8,240,483.083083,728.194861,960,0.533867,94.868205,111.644966,134.841511,102.395728,91.651656,1384.485925,1119.416438,870.0620724,980.1037131,1781.516324,98.018012,79.959969,69.336006,67.600931,97.030366,18.284951,10.543876,9.743077,11.945278,6.406408
DO.0831,F,G10,CSDO-F-47,5/14/2012,11/26/2012,196,20 min Open Field Test,12,5,Arena 7,240,481.138,722.441,960.741,0,144.51,142.606,123.988,97.0283,119.882,2776.72,2517.48,2482.42,1821.97,2595.57,68.8357,67.8282,76.4399,59.7317,86.1827,23.7566,29.8292,20.5535,18.8852,31.7644
DO.0832,F,G10,CSDO-F-47,5/16/2012,11/26/2012,194,20 min Open Field Test,6,5,Arena 8,240.435,480,720.105,960,0.133464,134.061,204.604,219.275,112.183,105.637,2332.53,2013.77,1904.75,1645.89,1668.34,238.465,239.6,239.333,207.343,193.154,25.4916,63.9293,24.0235,4.33758,9.34248
DO.0833,F,G10,CSDO-F-47,5/13/2012,11/26/2012,197,20 min Open Field Test,7,5,Arena 1,249.911,482.739,720.439,962.476,20.8204,49.9823,117.315,94.626,117.315,54.4533,1105.62,960.654,1107.39,1067.94,2022.05,40.1694,49.2132,78.048,46.9793,28.895,71.1046,27.6938,24.157,30.4298,103.867
DO.0834,F,G10,CSDO-F-47,5/11/2012,11/26/2012,199,20 min Open Field Test,1,5,Arena 2,246.708,547.87,728.78,NA,1.26791,84.6829,27.627,23.4897,NA,54.4533,515.105,386.151,227.996,205.32,697.789,166.493,176.137,196.291,239.933,30.0294,7.00686,0.400392,NA,NA,101.499
DO.0835,F,G10,CSDO-F-47,5/10/2012,11/26/2012,200,20 min Open Field Test,6,5,Arena 3,242.237,490.413,721.974,960,0.934248,106.171,101.499,93.7519,95.1916,130.328,1610.62,1420.17,1215.6,1449.77,1333.2,55.6545,70.4023,57.7899,45.1108,43.3758,35.9018,34.5289,57.7615,59.1913,26.7595
DO.0836,F,G10,CSDO-F-48,5/14/2012,5/27/2013,378,20 min Open Field Test,9,5,Arena 1,242.709376,480,738.338338,968.501835,4.938271,79.866529,73.086413,123.723725,119.185856,118.318312,1246.474555,973.0677818,638.5153334,670.2045047,1353.799359,44.511183,49.916583,7.474141,42.308975,57.857861,42.349015,42.989656,78.505171,56.149482,32.592597
DO.0837,F,G10,CSDO-F-48,5/13/2012,5/27/2013,379,20 min Open Field Test,7,3,Arena 2,245.645645,498.298298,745.412078,967.367367,29.763096,120.32032,160.226893,152.686013,106.039372,112.445779,555.0242141,547.68119,544.3820366,471.3877503,829.9492809,97.59093,131.958635,123.309971,146.546543,92.052051,4.804804,1.601602,NA,7.340676,24.691356
DO.0838,F,G10,CSDO-F-48,5/17/2012,5/27/2013,375,20 min Open Field Test,6,3,Arena 3,240,480,722.188855,960,4.738071,142.7027,78.558559,90.397063,55.815809,150.443779,1375.272546,1100.276345,1250.040355,1189.904589,1215.147267,50.250258,69.469464,44.644648,19.019015,42.509171,22.689357,33.980646,54.374369,83.817149,16.216216
DO.0839,F,G10,CSDO-F-48,5/14/2012,5/27/2013,378,20 min Open Field Test,7,5,Arena 4,240.106773,480,722.322322,970.77077,10.01001,90.410408,97.911237,92.892898,131.398067,121.654989,1276.716186,1116.072379,1056.55145,932.3680349,1614.595664,71.164498,101.448119,92.198866,114.474471,77.03704,25.158494,25.839173,28.815484,18.81882,26.559897
DO.0901,M,G8,CSDO-M-13,10/27/2011,10/22/2012,361,20 min Open Field Test,7,2,Arena 4,250.645,492.482,721.707,960,0.266928,38.3042,42.9087,45.9718,21.3608,11.6114,1299.58,1216.02,1262.92,1124.78,1457.99,18.4848,15.4435,22.1933,3.26987,2.46908,97.6606,116.784,93.5583,155.686,192.086
DO.0902,M,G8,CSDO-M-13,10/23/2011,4/15/2013,540,20 min Open Field Test,7,5,Arena 5,240,480,734.801468,960,14.681348,106.933595,73.687018,118.224894,98.525192,118.345008,1477.161643,813.0009215,1027.284852,971.3738882,1819.179196,39.946613,105.051716,105.999331,69.963293,54.481147,42.976308,34.567901,40.640641,30.497164,46.513178
