Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,Glucose,IGF.1,IGF.1.control,Tube.A..plasma.vl.,Tube.B..plasma.vl.,Tube.C..plasma.vl.,Plasma.Box.ID
DO.0076,F,G8,LGDO-F-16,10/24/2011,6/3/2013,588,Bld-7 85wks,29.51,175,337.471,252.226,65,15,85,
DO.0077,F,G8,LGDO-F-16,10/27/2011,6/13/2012,230,Bld-7 33wks,23.87,108,525.510,272.991,65,15,70,
DO.0077,F,G8,LGDO-F-16,10/27/2011,12/4/2012,404,Bld-7 59wks,28.79,86,494.642,288.449,65,15,80,
DO.0077,F,G8,LGDO-F-16,10/27/2011,6/3/2013,585,Bld-7 85wks,31.77,127,445.633,252.226,65,15,65,
DO.0078,F,G8,LGDO-F-16,10/25/2011,6/13/2012,232,Bld-7 33wks,28.57,139,650.678,272.991,65,15,70,
DO.0078,F,G8,LGDO-F-16,10/25/2011,12/4/2012,406,Bld-7 59wks,31.46,118,404.563,288.449,65,15,50,
DO.0078,F,G8,LGDO-F-16,10/25/2011,6/3/2013,587,Bld-7 85wks,29.54,120,453.279,252.226,65,15,60,
DO.0079,F,G8,LGDO-F-16,10/25/2011,6/13/2012,232,Bld-7 33wks,26.05,111,563.490,272.991,65,15,90,
DO.0079,F,G8,LGDO-F-16,10/25/2011,12/4/2012,406,Bld-7 59wks,27.89,102,403.901,288.449,65,15,40,
DO.0079,F,G8,LGDO-F-16,10/25/2011,6/3/2013,587,Bld-7 85wks,28.17,109,420.783,252.226,65,15,20,
DO.0080,F,G8,LGDO-F-16,10/27/2011,6/13/2012,230,Bld-7 33wks,25.91,113,431.201,250.096,65,15,90,
DO.0080,F,G8,LGDO-F-16,10/27/2011,12/4/2012,404,Bld-7 59wks,26.02,95,335.584,288.449,65,15,85,
DO.0080,F,G8,LGDO-F-16,10/27/2011,6/3/2013,585,Bld-7 85wks,28.54,130,566.324,252.226,65,15,60,
DO.0081,F,G8,LGDO-F-17,10/24/2011,6/13/2012,233,Bld-7 33wks,21.12,109,291.910,250.096,65,15,65,
DO.0081,F,G8,LGDO-F-17,10/24/2011,12/11/2012,414,Bld-7 59wks,23.18,135,425.33,325.793,65,15,10,
DO.0081,F,G8,LGDO-F-17,10/24/2011,6/11/2013,596,Bld-7 85wks,20.04,114,356.572,280.275,65,15,15,
DO.0082,F,G8,LGDO-F-17,10/25/2011,6/13/2012,232,Bld-7 33wks,36.29,144,743.599,250.096,65,15,65,
DO.0082,F,G8,LGDO-F-17,10/25/2011,12/11/2012,413,Bld-7 59wks,40.81,173,932.403,325.793,65,15,75,
DO.0082,F,G8,LGDO-F-17,10/25/2011,6/11/2013,595,Bld-7 85wks,40.63,161,921.903,280.275,65,15,30,
DO.0083,F,G8,LGDO-F-17,10/22/2011,6/13/2012,235,Bld-7 33wks,26.48,171,618.723,250.096,65,15,85,
DO.0083,F,G8,LGDO-F-17,10/22/2011,12/11/2012,416,Bld-7 59wks,29.85,143,563.704,325.793,65,15,70,
DO.0084,F,G8,LGDO-F-17,10/22/2011,6/13/2012,235,Bld-7 33wks,31.37,155,583.111,250.096,65,15,85,
DO.0084,F,G8,LGDO-F-17,10/22/2011,12/11/2012,416,Bld-7 59wks,37.42,126,668.772,325.793,65,15,50,
DO.0084,F,G8,LGDO-F-17,10/22/2011,6/11/2013,598,Bld-7 85wks,35.51,112,739.667,280.275,65,15,30,
DO.0085,F,G8,LGDO-F-17,10/25/2011,6/13/2012,232,Bld-7 33wks,29.47,156,517.029,250.096,65,15,95,
DO.0085,F,G8,LGDO-F-17,10/25/2011,12/11/2012,413,Bld-7 59wks,33.96,155,485.283,325.793,65,15,50,
DO.0085,F,G8,LGDO-F-17,10/25/2011,6/11/2013,595,Bld-7 85wks,35.52,139,473.774,280.275,65,15,45,
DO.0086,F,G8,LGDO-F-18,10/23/2011,6/13/2012,234,Bld-7 33wks,30.5,114,478.568,250.096,65,15,90,
DO.0086,F,G8,LGDO-F-18,10/23/2011,12/11/2012,415,Bld-7 59wks,28.12,139,509.574,325.793,65,15,105,
DO.0086,F,G8,LGDO-F-18,10/23/2011,6/11/2013,597,Bld-7 85wks,23.54,153,395.539,280.275,65,15,95,
DO.0087,F,G8,LGDO-F-18,10/26/2011,6/13/2012,231,Bld-7 33wks,26.39,140,449.148,250.096,65,15,100,
DO.0087,F,G8,LGDO-F-18,10/26/2011,12/11/2012,412,Bld-7 59wks,31.2,187,738.044,325.793,65,15,80,
DO.0087,F,G8,LGDO-F-18,10/26/2011,6/11/2013,594,Bld-7 85wks,56.85,129,698.809,280.275,65,15,75,
DO.0088,F,G8,LGDO-F-18,10/23/2011,6/13/2012,234,Bld-7 33wks,29.62,143,585.629,250.096,65,15,100,
DO.0088,F,G8,LGDO-F-18,10/23/2011,12/11/2012,415,Bld-7 59wks,38.15,137,619.624,325.793,65,15,50,
DO.0088,F,G8,LGDO-F-18,10/23/2011,6/11/2013,597,Bld-7 85wks,35.34,156,657.189,280.275,65,15,65,
DO.0089,F,G8,LGDO-F-18,10/27/2011,6/13/2012,230,Bld-7 33wks,38.76,146,489.989,250.096,65,15,110,
DO.0089,F,G8,LGDO-F-18,10/27/2011,12/11/2012,411,Bld-7 59wks,45.29,173,542.908,325.793,65,15,60,
DO.0089,F,G8,LGDO-F-18,10/27/2011,6/11/2013,593,Bld-7 85wks,42.7,138,505.868,280.275,65,15,30,
DO.0090,F,G8,LGDO-F-18,10/24/2011,6/13/2012,233,Bld-7 33wks,23.98,130,386.873,250.096,65,15,110,
DO.0090,F,G8,LGDO-F-18,10/24/2011,12/11/2012,414,Bld-7 59wks,29.33,145,389.985,325.793,65,15,65,
DO.0090,F,G8,LGDO-F-18,10/24/2011,6/11/2013,596,Bld-7 85wks,29.35,124,434.828,280.275,65,15,65,
DO.0093,F,G8,LGDO-F-19,10/23/2011,6/12/2012,233,Bld-7 33wks,37.56,138,664.683,272.991,65,15,100,
DO.0093,F,G8,LGDO-F-19,10/23/2011,12/11/2012,415,Bld-7 59wks,40.66,138,722.355,325.793,65,15,50,
DO.0093,F,G8,LGDO-F-19,10/23/2011,6/11/2013,597,Bld-7 85wks,38.72,123,638.978,280.275,65,15,65,
DO.0094,F,G8,LGDO-F-19,10/23/2011,6/12/2012,233,Bld-7 33wks,42.71,127,689.779,272.991,65,15,110,
DO.0094,F,G8,LGDO-F-19,10/23/2011,12/11/2012,415,Bld-7 59wks,47.27,107,760.901,325.793,65,15,40,
DO.0094,F,G8,LGDO-F-19,10/23/2011,6/11/2013,597,Bld-7 85wks,47.88,114,757.076,280.275,65,15,30,
DO.0095,F,G8,LGDO-F-19,10/24/2011,6/12/2012,232,Bld-7 33wks,24.09,128,398.217,272.991,65,15,80,
DO.0095,F,G8,LGDO-F-19,10/24/2011,12/11/2012,414,Bld-7 59wks,26.01,132,650.289,325.793,65,15,50,
DO.0095,F,G8,LGDO-F-19,10/24/2011,6/11/2013,596,Bld-7 85wks,28.9,101,498.946,280.275,65,15,40,
DO.0096,F,G8,LGDO-F-20,10/22/2011,6/12/2012,234,Bld-7 33wks,30.64,171,658.873,272.991,65,15,90,
DO.0096,F,G8,LGDO-F-20,10/22/2011,12/11/2012,416,Bld-7 59wks,36.27,159,547.37,269.338,65,15,30,
DO.0096,F,G8,LGDO-F-20,10/22/2011,6/11/2013,598,Bld-7 85wks,38.92,150,754.741,280.275,65,15,95,
DO.0097,F,G8,LGDO-F-20,10/22/2011,6/12/2012,234,Bld-7 33wks,28.88,121,568.557,272.991,65,15,80,
DO.0097,F,G8,LGDO-F-20,10/22/2011,12/11/2012,416,Bld-7 59wks,30.75,107,567.649,269.338,65,15,40,
DO.0097,F,G8,LGDO-F-20,10/22/2011,6/11/2013,598,Bld-7 85wks,31.6,100,781.142,280.275,65,15,65,
DO.0098,F,G8,LGDO-F-20,10/22/2011,6/12/2012,234,Bld-7 33wks,25.58,121,393.233,272.991,65,15,30,
DO.0098,F,G8,LGDO-F-20,10/22/2011,12/11/2012,416,Bld-7 59wks,28.45,102,235.249,269.338,65,15,10,
DO.0098,F,G8,LGDO-F-20,10/22/2011,6/11/2013,598,Bld-7 85wks,26.44,91,290.198,280.275,65,15,25,
DO.0099,F,G8,LGDO-F-20,10/23/2011,6/12/2012,233,Bld-7 33wks,22.7,94,323.118,272.991,65,15,90,
DO.0099,F,G8,LGDO-F-20,10/23/2011,12/11/2012,415,Bld-7 59wks,26.01,73,268.013,269.338,65,15,60,
DO.0100,F,G8,LGDO-F-20,10/25/2011,6/12/2012,231,Bld-7 33wks,31.68,201,440.017,272.991,65,15,65,
DO.0100,F,G8,LGDO-F-20,10/25/2011,12/11/2012,413,Bld-7 59wks,36.03,158,364.062,269.338,65,15,60,
DO.0101,F,G8,LGDO-F-21,10/22/2011,6/19/2012,241,Bld-7 33wks,46.79,146,520.806,281.414,65,15,100,
DO.0101,F,G8,LGDO-F-21,10/22/2011,12/18/2012,423,Bld-7 59wks,53.51,118,472.631,269.338,65,15,65,
DO.0101,F,G8,LGDO-F-21,10/22/2011,6/18/2013,605,Bld-7 85wks,55.68,88,461.745,251.12,65,15,20,
DO.0102,F,G8,LGDO-F-21,10/24/2011,6/19/2012,239,Bld-7 33wks,22.3,147,567.517,281.414,65,15,45,
DO.0102,F,G8,LGDO-F-21,10/24/2011,12/18/2012,421,Bld-7 59wks,25.21,139,510.324,269.338,65,15,40,
DO.0102,F,G8,LGDO-F-21,10/24/2011,6/18/2013,603,Bld-7 85wks,25.45,134,409.547,251.12,65,15,65,
DO.0104,F,G8,LGDO-F-21A,10/25/2011,6/19/2012,238,Bld-7 33wks,44.61,132,678.770,281.414,65,15,80,
DO.0104,F,G8,LGDO-F-21A,10/25/2011,12/18/2012,420,Bld-7 59wks,44.68,147,780.045,269.338,65,15,85,
DO.0104,F,G8,LGDO-F-21A,10/25/2011,6/18/2013,602,Bld-7 85wks,39.31,121,659.598,251.12,65,15,75,
DO.0106,F,G8,LGDO-F-22,10/22/2011,6/19/2012,241,Bld-7 33wks,37.54,110,698.446,281.414,65,15,90,
DO.0106,F,G8,LGDO-F-22,10/22/2011,12/18/2012,423,Bld-7 59wks,41.93,145,799.390,269.338,65,15,30,
DO.0106,F,G8,LGDO-F-22,10/22/2011,6/18/2013,605,Bld-7 85wks,39.24,105,574.408,251.12,65,15,65,
DO.0107,F,G8,LGDO-F-22,10/25/2011,6/19/2012,238,Bld-7 33wks,41.98,171,511.226,281.414,65,15,110,
DO.0107,F,G8,LGDO-F-22,10/25/2011,12/18/2012,420,Bld-7 59wks,38.42,182,584.689,269.338,65,15,85,
DO.0107,F,G8,LGDO-F-22,10/25/2011,6/18/2013,602,Bld-7 85wks,38.63,116,665.648,251.12,65,15,65,
DO.0108,F,G8,LGDO-F-22,10/23/2011,6/19/2012,240,Bld-7 33wks,28.2,137,396.239,281.414,65,15,80,
DO.0108,F,G8,LGDO-F-22,10/23/2011,12/18/2012,422,Bld-7 59wks,33.04,171,549.992,269.338,65,15,60,
DO.0108,F,G8,LGDO-F-22,10/23/2011,6/18/2013,604,Bld-7 85wks,31.17,137,328.264,251.12,65,15,65,
DO.0109,F,G8,LGDO-F-22,10/23/2011,6/19/2012,240,Bld-7 33wks,31.52,116,466.536,281.414,65,15,75,
DO.0109,F,G8,LGDO-F-22,10/23/2011,12/18/2012,422,Bld-7 59wks,30.83,94,673.013,269.338,65,15,40,
DO.0109,F,G8,LGDO-F-22,10/23/2011,6/18/2013,604,Bld-7 85wks,33.25,100,577.840,251.12,65,15,60,
DO.0110,F,G8,LGDO-F-22,10/26/2011,6/19/2012,237,Bld-7 33wks,22.82,111,525.189,281.414,65,15,100,
DO.0111,F,G8,LGDO-F-23,10/23/2011,6/19/2012,240,Bld-7 33wks,43,142,668.251,281.414,65,15,95,
DO.0111,F,G8,LGDO-F-23,10/23/2011,12/18/2012,422,Bld-7 59wks,43.41,129,827.367,269.338,65,15,65,
DO.0112,F,G8,LGDO-F-23,10/24/2011,6/19/2012,239,Bld-7 33wks,23.45,101,384.696,281.414,65,15,95,
DO.0113,F,G8,LGDO-F-23,10/22/2011,6/19/2012,241,Bld-7 33wks,31.33,136,591.448,281.414,65,15,110,
DO.0113,F,G8,LGDO-F-23,10/22/2011,12/18/2012,423,Bld-7 59wks,31.05,151,580.790,269.338,65,15,50,
DO.0113,F,G8,LGDO-F-23,10/22/2011,6/18/2013,605,Bld-7 85wks,26.49,105,512.101,251.12,65,15,85,
DO.0114,F,G8,LGDO-F-23,10/22/2011,6/19/2012,241,Bld-7 33wks,28.05,120,633.752,281.414,65,15,100,
DO.0114,F,G8,LGDO-F-23,10/22/2011,12/18/2012,423,Bld-7 59wks,29.3,132,753.162,269.338,65,15,45,
DO.0114,F,G8,LGDO-F-23,10/22/2011,6/18/2013,605,Bld-7 85wks,29.05,101,786.176,251.12,65,15,65,
DO.0115,F,G8,LGDO-F-23,10/22/2011,6/19/2012,241,Bld-7 33wks,33.16,118,448.433,281.414,65,15,60,
DO.0115,F,G8,LGDO-F-23,10/22/2011,12/18/2012,423,Bld-7 59wks,38.14,110,484.202,269.338,65,15,50,
DO.0115,F,G8,LGDO-F-23,10/22/2011,6/18/2013,605,Bld-7 85wks,34.28,97,522.692,251.12,65,15,75,
DO.0116,F,G8,LGDO-F-24,10/23/2011,6/19/2012,240,Bld-7 33wks,34.42,95,656.300,281.414,65,15,80,
DO.0116,F,G8,LGDO-F-24,10/23/2011,12/18/2012,422,Bld-7 59wks,41.65,110,561.690,269.338,65,15,55,
DO.0116,F,G8,LGDO-F-24,10/23/2011,6/18/2013,604,Bld-7 85wks,37.52,119,617.757,251.12,65,15,70,
DO.0117,F,G8,LGDO-F-24,10/22/2011,6/19/2012,241,Bld-7 33wks,34.79,161,572.321,281.414,65,15,80,
DO.0117,F,G8,LGDO-F-24,10/22/2011,12/18/2012,423,Bld-7 59wks,39.01,158,883.831,269.338,65,15,60,
DO.0117,F,G8,LGDO-F-24,10/22/2011,6/18/2013,605,Bld-7 85wks,33.98,84,598.681,251.12,65,15,140,
DO.0118,F,G8,LGDO-F-24,10/24/2011,6/19/2012,239,Bld-7 33wks,34.04,159,775.904,281.414,65,15,85,
DO.0118,F,G8,LGDO-F-24,10/24/2011,12/18/2012,421,Bld-7 59wks,36.45,163,595.895,255.059,65,15,55,
DO.0119,F,G8,LGDO-F-24,10/25/2011,6/19/2012,238,Bld-7 33wks,33.13,145,641.049,281.414,65,15,130,
DO.0119,F,G8,LGDO-F-24,10/25/2011,12/18/2012,420,Bld-7 59wks,35.39,170,497.186,255.059,65,15,90,
DO.0120,F,G8,LGDO-F-24,10/27/2011,6/19/2012,236,Bld-7 33wks,25.83,103,453.433,281.414,65,15,120,
DO.0120,F,G8,LGDO-F-24,10/27/2011,12/18/2012,418,Bld-7 59wks,31.88,99,426.926,255.059,65,15,20,
DO.0120,F,G8,LGDO-F-24,10/27/2011,6/18/2013,600,Bld-7 85wks,33.91,101,531.005,251.12,65,15,50,
DO.0121,F,G9,LGDO-F-25,2/20/2012,10/2/2012,225,Bld-7 33wks,28.2,116,785.905,377.734,65,15,0,
DO.0122,F,G9,LGDO-F-25,2/22/2012,10/2/2012,223,Bld-7 33wks,33.12,116,922.478,377.734,65,15,65,
DO.0122,F,G9,LGDO-F-25,2/22/2012,4/2/2013,405,Bld-7 59wks,34.63,134,821.277,274.549,65,15,65,
DO.0123,F,G9,LGDO-F-25,2/23/2012,10/2/2012,222,Bld-7 33wks,43.41,141,1029.911,377.734,65,15,10,
DO.0123,F,G9,LGDO-F-25,2/23/2012,4/2/2013,404,Bld-7 59wks,48.11,165,830.399,274.549,65,15,65,
DO.0124,F,G9,LGDO-F-25,2/19/2012,10/2/2012,226,Bld-7 33wks,24.91,112,712.515,377.734,65,15,65,
DO.0124,F,G9,LGDO-F-25,2/19/2012,4/2/2013,408,Bld-7 59wks,25.43,100,352.062,274.549,65,15,65,
DO.0125,F,G9,LGDO-F-25,2/18/2012,10/2/2012,227,Bld-7 33wks,34.24,119,681.314,377.734,65,15,0,
DO.0125,F,G9,LGDO-F-25,2/18/2012,4/2/2013,409,Bld-7 59wks,50.06,123,511.729,274.549,65,15,40,
DO.0126,F,G9,LGDO-F-26,2/21/2012,10/2/2012,224,Bld-7 33wks,33.94,142,878.744,377.734,65,15,0,
DO.0126,F,G9,LGDO-F-26,2/21/2012,4/2/2013,406,Bld-7 59wks,38.42,145,844.848,274.549,65,15,40,
DO.0127,F,G9,LGDO-F-26,2/20/2012,10/2/2012,225,Bld-7 33wks,31.31,198,797.721,377.734,65,15,0,
DO.0127,F,G9,LGDO-F-26,2/20/2012,4/2/2013,407,Bld-7 59wks,44.2,176,457.015,274.549,65,15,60,
DO.0128,F,G9,LGDO-F-26,2/20/2012,10/2/2012,225,Bld-7 33wks,31.98,163,852.414,377.734,65,15,0,
DO.0128,F,G9,LGDO-F-26,2/20/2012,4/2/2013,407,Bld-7 59wks,43.05,146,604.765,274.549,65,15,30,
DO.0129,F,G9,LGDO-F-26,2/21/2012,10/2/2012,224,Bld-7 33wks,34.19,158,631.251,377.734,65,15,20,
DO.0129,F,G9,LGDO-F-26,2/21/2012,4/2/2013,406,Bld-7 59wks,37.84,134,532.144,274.549,65,15,75,
DO.0130,F,G9,LGDO-F-26,2/20/2012,10/2/2012,225,Bld-7 33wks,39.85,121,879.158,377.734,65,15,0,
DO.0130,F,G9,LGDO-F-26,2/20/2012,4/2/2013,407,Bld-7 59wks,47.35,145,750.197,274.549,65,15,80,
DO.0131,F,G9,LGDO-F-27,2/20/2012,10/2/2012,225,Bld-7 33wks,24.34,128,454.876,377.734,65,15,5,
DO.0131,F,G9,LGDO-F-27,2/20/2012,4/2/2013,407,Bld-7 59wks,24.51,111,284.020,274.549,65,15,40,
DO.0132,F,G9,LGDO-F-27,2/20/2012,10/2/2012,225,Bld-7 33wks,41.88,161,883.211,377.734,65,15,60,
DO.0132,F,G9,LGDO-F-27,2/20/2012,4/2/2013,407,Bld-7 59wks,45.85,113,688.461,286.958,65,15,60,
DO.0133,F,G9,LGDO-F-27,2/20/2012,10/2/2012,225,Bld-7 33wks,25.38,150,904.135,377.734,65,15,0,
DO.0133,F,G9,LGDO-F-27,2/20/2012,4/2/2013,407,Bld-7 59wks,30.86,153,909.203,286.958,65,15,100,
DO.0134,F,G9,LGDO-F-27,2/24/2012,10/2/2012,221,Bld-7 33wks,26.03,157,408.542,267.915,65,15,0,
DO.0134,F,G9,LGDO-F-27,2/24/2012,4/2/2013,403,Bld-7 59wks,25.85,130,424.186,286.958,65,15,65,
DO.0135,F,G9,LGDO-F-27,2/21/2012,10/2/2012,224,Bld-7 33wks,37.57,167,560.031,267.915,65,15,0,
DO.0135,F,G9,LGDO-F-27,2/21/2012,4/2/2013,406,Bld-7 59wks,41.79,142,497.945,286.958,65,15,70,
DO.0136,F,G9,LGDO-F-28,2/21/2012,10/2/2012,224,Bld-7 33wks,20.69,104,538.265,267.915,65,15,10,
DO.0137,F,G9,LGDO-F-28,2/21/2012,10/2/2012,224,Bld-7 33wks,36.11,130,803.770,267.915,65,15,65,
DO.0137,F,G9,LGDO-F-28,2/21/2012,4/2/2013,406,Bld-7 59wks,37.22,132,632.590,286.958,65,15,50,
DO.0138,F,G9,LGDO-F-28,2/22/2012,10/2/2012,223,Bld-7 33wks,29.34,134,463.089,267.915,65,15,10,
DO.0138,F,G9,LGDO-F-28,2/22/2012,4/2/2013,405,Bld-7 59wks,28.42,161,394.925,286.958,65,15,120,
DO.0139,F,G9,LGDO-F-28,2/18/2012,10/2/2012,227,Bld-7 33wks,24.44,193,542.348,267.915,65,15,40,
DO.0139,F,G9,LGDO-F-28,2/18/2012,4/2/2013,409,Bld-7 59wks,25.98,112,605.520,286.958,65,15,120,
DO.0140,F,G9,LGDO-F-28,2/20/2012,10/2/2012,225,Bld-7 33wks,30.94,181,510.350,267.915,65,15,0,
DO.0140,F,G9,LGDO-F-28,2/20/2012,4/2/2013,407,Bld-7 59wks,29.73,143,313.573,286.958,65,15,55,
DO.0141,F,G9,LGDO-F-29,2/20/2012,10/9/2012,232,Bld-7 33wks,36.31,191,596.138,267.915,65,15,40,
DO.0141,F,G9,LGDO-F-29,2/20/2012,4/9/2013,414,Bld-7 59wks,44.58,197,921.976,267.241,65,15,65,
DO.0142,F,G9,,2/21/2012,10/9/2012,231,Bld-7 33wks,24.22,201,407.740,267.915,65,15,15,
DO.0142,F,G9,,2/21/2012,4/9/2013,413,Bld-7 59wks,25.98,151,528.440,267.241,65,15,65,
DO.0143,F,G9,LGDO-F-29,2/22/2012,10/9/2012,230,Bld-7 33wks,26.69,142,357.097,267.915,65,15,50,
DO.0143,F,G9,LGDO-F-29,2/22/2012,4/9/2013,412,Bld-7 59wks,26.04,108,502.458,267.241,65,15,40,
DO.0144,F,G9,LGDO-F-29,2/19/2012,10/9/2012,233,Bld-7 33wks,40.89,215,643.130,267.915,65,15,70,
DO.0144,F,G9,LGDO-F-29,2/19/2012,4/9/2013,415,Bld-7 59wks,46.07,161,883.852,267.241,65,15,130,
DO.0146,F,G9,LGDO-F-30,2/23/2012,10/9/2012,229,Bld-7 33wks,29.56,136,314.509,267.915,65,15,55,
DO.0146,F,G9,LGDO-F-30,2/23/2012,4/9/2013,411,Bld-7 59wks,32.91,163,306.051,267.241,65,15,40,
DO.0147,F,G9,LGDO-F-30,2/19/2012,10/9/2012,233,Bld-7 33wks,24.6,150,336.773,267.915,65,15,65,
DO.0147,F,G9,LGDO-F-30,2/19/2012,4/9/2013,415,Bld-7 59wks,27.73,138,387.057,267.241,65,15,85,
DO.0148,F,G9,LGDO-F-30,2/21/2012,10/9/2012,231,Bld-7 33wks,31.19,131,496.501,267.915,65,15,75,
DO.0148,F,G9,LGDO-F-30,2/21/2012,4/9/2013,413,Bld-7 59wks,39.01,146,738.424,267.241,65,15,75,
DO.0149,F,G9,LGDO-F-30,2/19/2012,10/9/2012,233,Bld-7 33wks,42.48,133,475.645,267.915,65,15,0,
DO.0150,F,G9,LGDO-F-30,2/22/2012,10/9/2012,230,Bld-7 33wks,32.97,161,580.699,267.915,65,15,65,
DO.0150,F,G9,LGDO-F-30,2/22/2012,4/9/2013,412,Bld-7 59wks,40.05,164,800.705,267.241,65,15,70,
DO.0151,F,G9,LGDO-F-31,2/22/2012,10/9/2012,230,Bld-7 33wks,27.92,128,322.366,267.915,65,15,0,
DO.0152,F,G9,LGDO-F-31,2/24/2012,10/9/2012,228,Bld-7 33wks,35.61,185,392.857,267.915,65,15,20,
DO.0152,F,G9,LGDO-F-31,2/24/2012,4/9/2013,410,Bld-7 59wks,40.48,98,346.149,267.241,65,15,65,
DO.0153,F,G9,LGDO-F-31,2/19/2012,10/9/2012,233,Bld-7 33wks,27.22,143,397.839,300.188,65,15,20,
DO.0153,F,G9,LGDO-F-31,2/19/2012,4/9/2013,415,Bld-7 59wks,27.72,173,432.707,267.241,65,15,85,
DO.0154,F,G9,LGDO-F-31,2/21/2012,10/9/2012,231,Bld-7 33wks,23.91,90,232.304,300.188,65,15,0,
DO.0154,F,G9,LGDO-F-31,2/21/2012,4/9/2013,413,Bld-7 59wks,26.14,81,373.499,267.241,65,15,70,
DO.0155,F,G9,LGDO-F-31,2/22/2012,10/9/2012,230,Bld-7 33wks,25.64,107,316.621,300.188,65,15,0,
DO.0155,F,G9,LGDO-F-31,2/22/2012,4/9/2013,412,Bld-7 59wks,28.02,160,350.727,267.241,65,15,85,
DO.0156,F,G9,LGDO-F-32,2/20/2012,10/9/2012,232,Bld-7 33wks,31.4,133,691.579,300.188,65,15,50,
DO.0156,F,G9,LGDO-F-32,2/20/2012,4/9/2013,414,Bld-7 59wks,33.14,121,420.628,267.241,65,15,160,
DO.0157,F,G9,LGDO-F-32,2/18/2012,10/9/2012,234,Bld-7 33wks,35.44,99,345.008,300.188,65,15,65,
DO.0157,F,G9,LGDO-F-32,2/18/2012,4/9/2013,416,Bld-7 59wks,42.8,112,408.141,267.241,65,15,60,
DO.0158,F,G9,LGDO-F-32,2/20/2012,10/9/2012,232,Bld-7 33wks,26.81,146,499.046,300.188,65,15,50,
DO.0158,F,G9,LGDO-F-32,2/20/2012,4/9/2013,414,Bld-7 59wks,27.55,113,406.341,267.241,65,15,75,
DO.0159,F,G9,LGDO-F-32,2/21/2012,10/9/2012,231,Bld-7 33wks,22.59,109,465.710,300.188,65,15,0,
DO.0159,F,G9,LGDO-F-32,2/21/2012,4/9/2013,413,Bld-7 59wks,25.36,83,361.796,267.241,65,15,75,
DO.0160,F,G9,LGDO-F-32,2/21/2012,10/9/2012,231,Bld-7 33wks,39.67,158,582.198,300.188,65,15,65,
DO.0160,F,G9,LGDO-F-32,2/21/2012,4/9/2013,413,Bld-7 59wks,34.36,85,571.974,267.241,65,15,190,
DO.0161,F,G9,LGDO-F-33,2/22/2012,10/18/2012,239,Bld-7 33wks,32.46,125,693.342,300.188,65,15,65,
DO.0161,F,G9,LGDO-F-33,2/22/2012,4/16/2013,419,Bld-7 59wks,39.75,130,607.891,245.417,65,15,60,
DO.0162,F,G9,LGDO-F-33,2/19/2012,10/18/2012,242,Bld-7 33wks,25.19,132,440.895,300.188,65,15,65,
DO.0162,F,G9,LGDO-F-33,2/19/2012,4/16/2013,422,Bld-7 59wks,27.02,126,336.187,245.417,65,15,70,
DO.0163,F,G9,LGDO-F-33,2/24/2012,10/18/2012,237,Bld-7 33wks,27.52,130,879.244,300.188,65,15,80,
DO.0163,F,G9,LGDO-F-33,2/24/2012,4/16/2013,417,Bld-7 59wks,28.83,114,608.718,245.417,65,15,95,
DO.0164,F,G9,LGDO-F-33,2/24/2012,10/18/2012,237,Bld-7 33wks,29.38,144,956.046,300.188,65,15,80,
DO.0164,F,G9,LGDO-F-33,2/24/2012,4/16/2013,417,Bld-7 59wks,30.85,175,421.319,245.417,65,15,130,
DO.0166,F,G9,LGDO-F-34,2/21/2012,10/18/2012,240,Bld-7 33wks,26.54,126,558.98,300.188,65,15,65,
DO.0166,F,G9,LGDO-F-34,2/21/2012,4/16/2013,420,Bld-7 59wks,30.32,127,620.935,245.417,65,15,95,
DO.0167,F,G9,LGDO-F-34,2/24/2012,10/18/2012,237,Bld-7 33wks,36.29,111,486.47,300.188,65,15,65,
DO.0167,F,G9,LGDO-F-34,2/24/2012,4/16/2013,417,Bld-7 59wks,44.8,116,443.757,245.417,65,15,20,
DO.0168,F,G9,LGDO-F-34,2/18/2012,10/18/2012,243,Bld-7 33wks,28.76,161,581.326,300.188,65,15,40,
DO.0168,F,G9,LGDO-F-34,2/18/2012,4/16/2013,423,Bld-7 59wks,34.31,158,583.795,245.417,65,15,90,
DO.0170,F,G9,LGDO-F-34,2/21/2012,10/18/2012,240,Bld-7 33wks,32.35,201,628.302,300.188,65,15,65,
DO.0171,F,G9,LGDO-F-35,2/18/2012,10/18/2012,243,Bld-7 33wks,29.83,108,503.488,300.188,65,15,70,
DO.0171,F,G9,LGDO-F-35,2/18/2012,4/16/2013,423,Bld-7 59wks,28.19,142,528.114,245.417,65,15,95,
DO.0172,F,G9,LGDO-F-35,2/20/2012,10/18/2012,241,Bld-7 33wks,26.98,112,511.194,300.188,65,15,80,
DO.0172,F,G9,LGDO-F-35,2/20/2012,4/16/2013,421,Bld-7 59wks,30.68,112,457.058,245.417,65,15,70,
DO.0173,F,G9,LGDO-F-35,2/19/2012,10/18/2012,242,Bld-7 33wks,29.87,138,684.955,300.188,65,15,85,
DO.0173,F,G9,LGDO-F-35,2/19/2012,4/16/2013,422,Bld-7 59wks,38.09,134,466.976,245.417,65,15,85,
DO.0174,F,G9,LGDO-F-35,2/19/2012,10/18/2012,242,Bld-7 33wks,41.05,143,1058.649,300.188,65,15,75,
