JCMS.Mouse.ID,SC.Number,Strain,DOB,Sex,Generation,From.Cage,Date.of.wean,JCMS.Pen..,cage.,Ear.Notch,Coat.Color,Chip.ID,Death.date,Death.type,Notes,Age..mth.,Age.of.VP,Date.of.VP,BW,Tail.Length,Urine.28wks,Bld6..29wk,Bld2.31.wk,bld7.33wks,Urine.54wk,Bld6.55wk,bld2.57wk,Bld7.59wk,Urine.80wk,Bld6.81.wk,Bld2.83wks,Bld7.85.wks,X104wk.BW.Date,X104wk.BW,X130wk.BW.Date,X130wk.BW,X26.Mo.PP.Paper,X156.wek.BW.date,X156wk.BW,X30.Mo.PP.paper,COMMENTS,survival
DO.0060,11750,J:DO,6/25/2011,F,G7,72,7/18/2011,12,LGDO-F-12,3L,Agouti,0006E8356C,5/27/2014,F.D. (Y),,35.57,28,7/23/2011,15.95,7.7,1/27/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/14/2012,7/28/2012,8/11/2012,1/14/2013,1/12/2013,1/26/2013,2/9/2013,6/22/2013,25.8,12/21/2013,27.17,8/17/2013,6/21/2014,NA,,,1067
DO.0061,11921,J:DO,10/22/2011,F,G8,8,11/14/2011,13,LGDO-F-13,N,WB Agouti,0006E829B6,2/3/2014,F.D. (Y),,27.83,39,11/30/2011,15.45,6.8,5/7/2012,5/14/2012,5/28/2012,6/9/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,37.26,4/19/2014,NA,12/14/2013,10/18/2014,NA,,*G8 Weighed on 10/21/13,835
DO.0062,11922,J:DO,10/23/2011,F,G8,9,11/14/2011,13,LGDO-F-13,R,Agouti,0006DD2801,12/29/2014,FD,,38.77,33,11/25/2011,12.84,6.9,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/11/2012,11/25/2012,12/9/2012,4/29/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,27.92,4/20/2014,22.19,12/15/2013,10/19/2014,NA,,,1163
DO.0063,11923,J:DO,10/26/2011,F,G8,12,11/14/2011,13,LGDO-F-13,L,Albino,0006DD67FA,12/21/2014,FD,,38.4,33,11/28/2011,17.85,7.3,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/14/2012,11/28/2012,12/12/2012,4/29/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,33.7,4/23/2014,29.45,12/18/2013,10/22/2014,NA,,,1152
DO.0064,11924,J:DO,10/22/2011,F,G8,13,11/14/2011,13,LGDO-F-13,B,Agouti,0006E836DC,9/18/2013,F.D. (Y),,23.23,26,11/17/2011,12.18,7,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,697
DO.0065,11925,J:DO,10/25/2011,F,G8,14,11/14/2011,13,LGDO-F-13,2R,Agouti,0006E8275E,11/18/2013,F.D. (Y),,25.17,37,12/1/2011,18.71,8,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/13/2012,11/27/2012,12/11/2012,4/29/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,41.59,4/22/2014,NA,12/17/2013,10/21/2014,NA,,,755
DO.0066,11926,J:DO,10/27/2011,F,G8,15,11/14/2011,14,LGDO-F-14,2L,Agouti,0006e813a3,7/3/2014,Missing (Y),,32.67,34,11/30/2011,17.71,7.5,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/15/2012,11/29/2012,12/13/2012,4/29/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,35.08,4/24/2014,28.24,12/19/2013,10/23/2014,NA,,,980
DO.0067,11927,J:DO,10/22/2011,F,G8,16,11/14/2011,14,LGDO-F-14,1R2L,Albino,0006dd3e9d,6/29/2015,F.D.,,44.87,24,11/15/2011,10.33,6.2,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,35.17,4/19/2014,30.18,12/14/2013,10/18/2014,NA,,,1346
DO.0068,11928,J:DO,10/27/2011,F,G8,18,11/14/2011,14,LGDO-F-14,2R1L,Agouti,0006dcfa1d,10/6/2014,Missing (Y),,35.83,34,11/30/2011,15.73,8.5,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/15/2012,11/29/2012,12/13/2012,4/29/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,43.69,4/24/2014,28.47,12/19/2013,10/23/2014,NA,,,1075
DO.0069,11929,J:DO,10/24/2011,F,G8,17,11/14/2011,14,LGDO-F-14,3R,Agouti,0006e8a188,4/28/2014,F.D. (Y),,30.57,35,11/28/2011,17.55,7.7,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/12/2012,11/26/2012,12/10/2012,4/29/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,41.43,4/21/2014,NA,12/16/2013,10/20/2014,NA,,,917
DO.0070,11930,J:DO,10/25/2011,F,G8,19,11/14/2011,14,LGDO-F-14,3L,Agouti,0006dcf845,8/27/2012,F.D. (Y),,10.23,34,11/28/2011,17.57,8.4,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/13/2012,11/27/2012,12/11/2012,4/29/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,12/17/2013,10/21/2014,NA,,,307
DO.0071,11931,J:DO,10/22/2011,F,G8,8,11/14/2011,15,LGDO-F-15,N,WB Agouti,0006dcedb3,12/16/2013,F.D. (Y),,26.2,33,11/24/2011,12.6,6.7,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,27.7,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,786
DO.0072,11932,J:DO,10/26/2011,F,G8,12,11/14/2011,15,LGDO-F-15,R,Albino,0006e80ce5,1/19/2015,FD,,39.37,23,11/18/2011,10.75,6.1,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/14/2012,11/28/2012,12/12/2012,4/29/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,31.74,4/23/2014,24.68,12/18/2013,10/22/2014,NA,,,1181
DO.0073,11933,J:DO,10/22/2011,F,G8,13,11/14/2011,15,LGDO-F-15,L,Agouti,0006dcf3dd,7/11/2013,F.D. (Y),,20.93,30,11/21/2011,14.76,7.5,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,628
DO.0074,11934,J:DO,10/27/2011,F,G8,15,11/14/2011,15,LGDO-F-15,B,Black,0006dd22f2,10/6/2014,F.D.(Y),,35.83,32,11/28/2011,14.01,7.3,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/15/2012,11/29/2012,12/13/2012,4/29/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,34,4/24/2014,32.66,12/19/2013,10/23/2014,NA,,,1075
DO.0075,11935,J:DO,10/22/2011,F,G8,16,11/14/2011,15,LGDO-F-15,2R,Agouti,0006e8059b,5/19/2014,F.D. (Y),,31.33,26,11/17/2011,11.34,6.4,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,27.39,4/19/2014,34.9,12/14/2013,10/18/2014,NA,,,940
DO.0076,11936,J:DO,10/24/2011,F,G8,17,11/14/2011,16,LGDO-F-16,2L,Black,0006dce85f,8/6/2013,F.D. (Y),,21.73,33,11/26/2011,17.35,7.9,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/12/2012,11/26/2012,12/10/2012,4/29/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,12/16/2013,10/20/2014,NA,,,652
DO.0077,11937,J:DO,10/27/2011,F,G8,18,11/14/2011,16,LGDO-F-16,1R2L,Agouti,0006dd3649,5/7/2014,F.D. (Y),,30.77,26,11/22/2011,14.53,8.1,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/15/2012,11/29/2012,12/13/2012,4/29/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,26.54,4/24/2014,NA,12/19/2013,10/23/2014,NA,,,923
DO.0078,11938,J:DO,10/25/2011,F,G8,19,11/14/2011,16,LGDO-F-16,2R1L,Agouti,0006dfb722,5/19/2014,F.D. (Y),,31.23,32,11/26/2011,13.39,7.2,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/13/2012,11/27/2012,12/11/2012,4/29/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,25.38,4/22/2014,21.68,12/17/2013,10/21/2014,NA,,,937
DO.0079,11939,J:DO,10/25/2011,F,G8,21,11/14/2011,16,LGDO-F-16,3R,Agouti,0006dd215c,5/6/2014,F.D. (Y),,30.8,29,11/23/2011,14.3,7.9,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/13/2012,11/27/2012,12/11/2012,4/29/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,32.53,4/22/2014,NA,12/17/2013,10/21/2014,NA,,,924
DO.0080,11940,J:DO,10/27/2011,F,G8,22,11/14/2011,16,LGDO-F-16,3L,Agouti,0006dd99fc,5/5/2014,F.D. (Y),,30.7,25,11/21/2011,14.81,7.3,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/15/2012,11/29/2012,12/13/2012,4/29/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,29.25,4/24/2014,NA,12/19/2013,10/23/2014,NA,,,921
DO.0081,11941,J:DO,10/24/2011,F,G8,17,11/14/2011,17,LGDO-F-17,N,Black,0006dd7fc0,7/13/2015,F.D.,,45.27,29,11/22/2011,11.65,6.5,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,20.25,4/21/2014,20.68,12/16/2013,10/20/2014,NA,,,1358
DO.0082,11942,J:DO,10/25/2011,F,G8,19,11/14/2011,17,LGDO-F-17,R,Agouti,0006df9d11,3/27/2014,F.D. (Y),,29.47,24,11/18/2011,14.14,7.4,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/13/2012,11/27/2012,12/11/2012,5/6/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,27.39,4/22/2014,NA,12/17/2013,10/21/2014,NA,,,884
DO.0083,11943,J:DO,10/22/2011,F,G8,20,11/14/2011,17,LGDO-F-17,L,Agouti,0006dd1d40,12/31/2012,F.D. (Y),,14.53,31,11/22/2011,11.99,7.6,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,436
DO.0084,11944,J:DO,10/22/2011,F,G8,23,11/14/2011,17,LGDO-F-17,B,Agouti,0006e80e58,7/29/2013,F.D. (Y),,21.53,25,11/16/2011,12.48,6.7,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,646
DO.0085,11945,J:DO,10/25/2011,F,G8,24,11/14/2011,17,LGDO-F-17,2R,Agouti,0006dd0ba9,4/14/2015,F.D.,,42.23,34,11/28/2011,15.18,7.5,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/13/2012,11/27/2012,12/11/2012,5/6/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,36.62,4/22/2014,35.35,12/17/2013,10/21/2014,NA,,,1267
DO.0086,11946,J:DO,10/23/2011,F,G8,26,11/14/2011,18,LGDO-F-18,2L,Agouti,0006e83c98,12/1/2014,FD,,37.83,27,11/19/2011,16.83,7.1,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,21.8,4/20/2014,19.29,12/15/2013,10/19/2014,NA,,,1135
DO.0087,11947,J:DO,10/26/2011,F,G8,27,11/14/2011,18,LGDO-F-18,1R2L,Albino,0006e0a445,9/15/2014,F.D.E.(Y),,35.17,23,11/18/2011,17.64,7.6,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/5/2012,11/14/2012,11/28/2012,12/12/2012,5/6/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,62.29,4/23/2014,45.01,12/18/2013,10/22/2014,NA,,,1055
DO.0088,11948,J:DO,10/23/2011,F,G8,29,11/14/2011,18,LGDO-F-18,2R1L,Agouti,0006dd8c38,6/23/2014,F.D. (Y),,32.47,23,11/15/2011,11.16,6.2,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,33.33,4/20/2014,37.06,12/15/2013,10/19/2014,NA,,,974
DO.0089,11949,J:DO,10/27/2011,F,G8,30,11/14/2011,18,LGDO-F-18,3R,WB Agouti,0006dfaafb,12/16/2014,FD,,38.2,25,11/21/2011,15.59,7.9,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/5/2012,11/15/2012,11/29/2012,12/13/2012,5/6/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,45.52,4/24/2014,45.54,12/19/2013,10/23/2014,NA,,,1146
DO.0090,11950,J:DO,10/24/2011,F,G8,31,11/14/2011,18,LGDO-F-18,3L,Black,0006e80ebd,4/17/2014,F.D. (Y),,30.2,31,11/24/2011,13.83,7,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,28.41,4/21/2014,NA,12/16/2013,10/20/2014,NA,,,906
DO.0091,11951,J:DO,10/23/2011,F,G8,1,11/14/2011,19,LGDO-F-19,N,Cinnamon,,12/8/2011,Missing (Y),,1.53,35,11/27/2011,17.14,6.9,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,NA,4/20/2014,NA,12/15/2013,10/19/2014,NA,,,46
DO.0092,11952,J:DO,10/24/2011,F,G8,2,11/14/2011,19,LGDO-F-19,R,Agouti,0006dd1526,4/10/2012,F.D. (Y),,5.63,22,11/15/2011,11.95,7,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,12/16/2013,10/20/2014,NA,,,169
DO.0093,11953,J:DO,10/23/2011,F,G8,3,11/14/2011,19,LGDO-F-19,L,WB Agouti,0006dceb42,1/27/2014,F.D. (Y),,27.57,27,11/19/2011,16.16,7.2,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,39.61,4/20/2014,NA,12/15/2013,10/19/2014,NA,,,827
DO.0094,11954,J:DO,10/23/2011,F,G8,5,11/14/2011,19,LGDO-F-19,B,WB Agouti,0006e84c03,2/26/2014,F.D. (Y),,28.57,24,11/16/2011,18.24,7.1,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,45.26,4/20/2014,NA,12/15/2013,10/19/2014,NA,,,857
DO.0095,11955,J:DO,10/24/2011,F,G8,6,11/14/2011,19,LGDO-F-19,2R,WB Agouti,0006dd03ef,7/22/2013,F.D. (Y),,21.23,22,11/15/2011,8.52,6.1,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,12/16/2013,10/20/2014,NA,,,637
DO.0096,11956,J:DO,10/22/2011,F,G8,7,11/14/2011,20,LGDO-F-20,2L,Agouti,0006E83431,4/14/2014,F.D. (Y),,30.17,25,11/16/2011,11.09,7.1,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,33.2,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,905
DO.0097,11957,J:DO,10/22/2011,F,G8,8,11/14/2011,20,LGDO-F-20,1R2L,Agouti,0006E8345E,10/20/2014,F.D.(Y),,36.47,24,11/15/2011,7.02,5.2,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,30.79,4/19/2014,23.25,12/14/2013,10/18/2014,NA,,,1094
DO.0098,11958,J:DO,10/22/2011,F,G8,10,11/14/2011,20,LGDO-F-20,2R1L,Black,0006DCFE86,8/14/2014,F.D.,,34.23,35,11/26/2011,13.88,7,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,24.53,4/19/2014,26.22,12/14/2013,10/18/2014,NA,,,1027
DO.0099,11959,J:DO,10/23/2011,F,G8,9,11/14/2011,20,LGDO-F-20,3R,Agouti,0006E82DD0,6/6/2013,F.D. (Y),,#REF!,36,11/28/2011,14.64,7.1,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,NA,4/20/2014,NA,12/15/2013,10/19/2014,NA,,,592
DO.0100,11960,J:DO,10/25/2011,F,G8,11,11/14/2011,20,LGDO-F-20,3L,Black,0006DCFE51,5/20/2013,F.D. (Y),,19.1,23,11/17/2011,13.65,6.7,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/13/2012,11/27/2012,12/11/2012,5/6/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,12/17/2013,10/21/2014,NA,,,573
DO.0101,11961,J:DO,10/22/2011,F,G8,16,11/14/2011,21,LGDO-F-21,N,Agouti,0006DD09ED,4/21/2014,F.D. (Y),,30.4,39,11/30/2011,18.81,7.4,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,53.5,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,912
DO.0102,11962,J:DO,10/24/2011,F,G8,17,11/14/2011,21,LGDO-F-21,R,Black,0006DCEBA6,12/30/2013,F.D. (Y),,26.6,35,11/28/2011,14.11,7.7,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/12/2012,11/26/2012,12/10/2012,5/13/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,22.44,4/21/2014,NA,12/16/2013,10/20/2014,NA,,,798
DO.0103,11963,J:DO,10/27/2011,F,G8,18,11/14/2011,21,LGDO-F-21,L,Agouti,0006E8286A,3/5/2012,E.S. (Y),,4.33,22,11/18/2011,13.65,7.3,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/15/2012,11/29/2012,12/13/2012,5/13/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,NA,4/24/2014,NA,12/19/2013,10/23/2014,NA,,,130
DO.0104,11964,J:DO,10/25/2011,F,G8,19,11/14/2011,21,LGDO-F-21A,B,Agouti,0006E833E3,9/5/2013,F.D. (Y),,22.7,35,11/29/2011,18.28,7.9,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/13/2012,11/27/2012,12/11/2012,5/13/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,12/17/2013,10/21/2014,NA,,,681
DO.0105,11965,J:DO,10/22/2011,F,G8,20,11/14/2011,21,LGDO-F-21,2R,Agouti,0006E84C4A,4/22/2012,F.D. (Y),,6.1,26,11/17/2011,11.86,7.6,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,183
DO.0106,11966,J:DO,10/22/2011,F,G8,23,11/14/2011,22,LGDO-F-22,2L,Albino,0006DCFE3E,11/5/2014,F.D.,,37,27,11/18/2011,13.46,7.2,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,43.29,4/19/2014,29.9,12/14/2013,10/18/2014,NA,,,1110
DO.0107,11967,J:DO,10/25/2011,F,G8,24,11/14/2011,22,LGDO-F-22,1R2L,Agouti,0006E82B81,5/23/2014,F.D. (Y),,31.37,30,11/24/2011,12.73,6.5,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/13/2012,11/27/2012,12/11/2012,5/13/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,27.34,4/22/2014,22.99,12/17/2013,10/21/2014,NA,,,941
DO.0108,11968,J:DO,10/23/2011,F,G8,29,11/14/2011,22,LGDO-F-22,2R1L,Agouti,0006DD6261,10/15/2013,F.D. (Y),,24.1,26,11/18/2011,9.7,7.2,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/11/2012,11/25/2012,12/9/2012,5/13/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,NA,4/20/2014,NA,12/15/2013,10/19/2014,NA,,,723
DO.0109,11969,J:DO,10/23/2011,F,G8,26,11/14/2011,22,LGDO-F-22,3R,Agouti,0006E82DCA,11/17/2014,F.D.,,37.37,26,11/18/2011,13.5,7,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/11/2012,11/25/2012,12/9/2012,5/13/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,31.33,4/20/2014,28.05,12/15/2013,10/19/2014,NA,,,1121
DO.0110,11970,J:DO,10/26/2011,F,G8,27,11/14/2011,22,LGDO-F-22,3L,Agouti,0006DD1552,10/29/2012,F.D. (Y),,12.3,22,11/17/2011,13.29,6.7,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/14/2012,11/28/2012,12/12/2012,5/13/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,NA,4/23/2014,NA,12/18/2013,10/22/2014,NA,,,369
DO.0111,11971,J:DO,10/23/2011,F,G8,5,11/14/2011,23,LGDO-F-23,N,Agouti,0006DCEA5F,5/7/2013,F.D. (Y),,18.73,27,11/19/2011,17.91,7.7,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/11/2012,11/25/2012,12/9/2012,5/13/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,NA,4/20/2014,NA,12/15/2013,10/19/2014,NA,,,562
DO.0112,11972,J:DO,10/24/2011,F,G8,6,11/14/2011,23,LGDO-F-23,R,WB Agouti,0006DD41D8,11/27/2012,F.D. (Y),,13.33,26,11/19/2011,10.6,6.3,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/12/2012,11/26/2012,12/10/2012,5/13/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,12/16/2013,10/20/2014,NA,,,400
DO.0113,11973,J:DO,10/22/2011,F,G8,7,11/14/2011,23,LGDO-F-23,L,Black,0006DCF7E5,4/21/2014,F.D. (Y),,30.4,28,11/19/2011,11.88,7,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,24.67,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,912
DO.0114,11974,J:DO,10/22/2011,F,G8,8,11/14/2011,23,LGDO-F-23,B,Agouti,0006E82504,1/12/2015,FD,,39.27,33,11/24/2011,13.9,6.9,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,27.93,4/19/2014,24.05,12/14/2013,10/18/2014,NA,,,1178
DO.0115,11975,J:DO,10/22/2011,F,G8,10,11/14/2011,23,LGDO-F-23,2R,WB Agouti,0006DD36C3,2/24/2014,F.D. (Y),,28.53,25,11/16/2011,8.42,6.2,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,39.01,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,856
DO.0116,11976,J:DO,10/23/2011,F,G8,9,11/14/2011,24,LGDO-F-24,2L,Agouti,0006E80B31,6/9/2014,F.D. (Y),,32,24,11/16/2011,8.58,5.5,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/11/2012,11/25/2012,12/9/2012,5/13/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,35.89,4/20/2014,37.53,12/15/2013,10/19/2014,NA,,,960
DO.0117,11977,J:DO,10/22/2011,F,G8,13,11/14/2011,24,LGDO-F-24,1R2L,Agouti,0006DD880D,7/11/2013,Missing (Y),,20.93,24,11/15/2011,12.05,6.8,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,12/14/2013,10/18/2014,NA,,,628
DO.0118,11978,J:DO,10/24/2011,F,G8,57,11/14/2011,24,LGDO-F-24,2R1L,WB Agouti,0006DFA7D5,2/11/2013,F.D. (Y),,15.87,24,11/17/2011,12.74,7.3,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/12/2012,11/26/2012,12/10/2012,5/13/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,12/16/2013,10/20/2014,NA,,,476
DO.0119,11979,J:DO,10/25/2011,F,G8,14,11/14/2011,24,LGDO-F-24,3R,Agouti,0006E810FE,2/12/2013,F.D. (Y),,15.87,28,11/22/2011,14.67,8.4,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/13/2012,11/27/2012,12/11/2012,5/13/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,12/17/2013,10/21/2014,NA,,,476
DO.0120,11980,J:DO,10/27/2011,F,G8,15,11/14/2011,24,LGDO-F-24,3L,Agouti,0006E8080C,8/21/2014,F.D.,,34.3,27,11/23/2011,12.9,7.3,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/15/2012,11/29/2012,12/13/2012,5/13/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,31.9,4/24/2014,23.22,12/19/2013,10/23/2014,NA,,,1029
