Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Single.Cells,Viable.Cells,All.Lymphocytes,B.Cells,B.Cells....of.viable.,CD62L..B.Cells,CD4..T.Cells,CD4..T.Cells....of.viable.,CD4..Effector.Memory.T.Cells,CD4..Central.Memory.T.Cells,CD4..Naive.T.Cells,CD4..Effect.T.Cells,CD8..T.Cells,CD8..T.Cells....of.viable.,CD8..Effector.Memory.T.Cells,CD8..Central.Memory.T.Cells,CD8..Naive.T.Cells,CD8..Effect.T.Cells,NK.Cells,NK.Cells....viable.,NKG2A.C.E..T.Cell,NKG2A.C.E.....of.viable.,NKG2A.C.E..CD4..T.Cells,NKG2A.C.E..CD8..T.Cells,NKG2A.C.E..DN.T.Cells
DO.0129,F,G9,LGDO-F-26,2/21/2012,4/2/2013,406,FCM (T-B-NK) 59wks,93.7,67.7,79,47.3,37.4,34.7,11,8.71,16.7,5.23,10.9,67.2,10.8,8.51,30.6,16.6,20.5,32.3,0.282,0.223,0.645,0.509,5.12,71.7,23.2
DO.0129,F,G9,LGDO-F-26,2/21/2012,10/1/2013,588,FCM (T-B-NK) 85wks,96.1,75.1,87.1,36,31.3,11.9,3.78,3.29,45.5,5.68,3.24,45.6,40.6,35.4,50.4,23.1,12.8,13.7,0.159,0.139,0.097,0.0845,47.6,40.5,11.9
DO.0130,F,G9,LGDO-F-26,2/20/2012,10/2/2012,225,FCM (T-B-NK) 33wks,89.4,59.6,79.3,32.7,25.9,63.7,15.9,12.6,34.4,13.8,19.9,31.9,26,20.6,44.6,27.4,11.3,16.8,1.42,1.12,3.54,2.81,1.43,89.6,9.01
DO.0130,F,G9,LGDO-F-26,2/20/2012,4/2/2013,407,FCM (T-B-NK) 59wks,93.3,70.3,79.8,46.1,36.8,52.1,4.63,3.7,46.5,19.6,9.23,24.7,23.8,19,20.3,54.6,17.9,7.3,0.423,0.337,2.68,2.14,0.469,93,6.57
DO.0130,F,G9,LGDO-F-26,2/20/2012,10/1/2013,589,FCM (T-B-NK) 85wks,95.4,83.7,89.7,41.5,37.2,14.2,4.08,3.66,51.4,11,9.77,27.9,34.9,31.3,24.5,55.1,16.8,3.57,0.207,0.186,7.57,6.79,0.149,97.1,2.8
DO.0131,F,G9,LGDO-F-27,2/20/2012,10/2/2012,225,FCM (T-B-NK) 33wks,93.7,45.3,88.8,54.7,48.6,69.7,17.4,15.4,18.5,8.48,28.8,44.2,12.6,11.2,7.32,12.1,59.3,21.3,0.23,0.2,0.14,0.12,22.6,43.4,30.2
DO.0131,F,G9,LGDO-F-27,2/20/2012,4/2/2013,407,FCM (T-B-NK) 59wks,95.7,66.6,90.3,59.9,54.1,52.7,17.4,15.7,13.8,8.01,23.5,54.7,10.8,9.74,7.25,18.3,51.9,22.5,0.0891,0.0805,0.191,0.173,14,40.7,40.7
DO.0131,F,G9,LGDO-F-27,2/20/2012,10/1/2013,589,FCM (T-B-NK) 85wks,96.4,84.1,94.6,63.8,60.4,16.9,12.7,12,15.3,3.47,36.1,45.2,12.1,11.5,11.2,13.7,60.7,14.4,0.119,0.113,0.0553,0.0523,19.2,61.5,19.2
DO.0132,F,G9,LGDO-F-27,2/20/2012,10/2/2012,225,FCM (T-B-NK) 33wks,94.4,47.6,75.6,34.5,26,70.2,27.2,20.6,8.07,8.59,29.4,53.9,17.9,13.5,14.2,11.9,38.6,35.3,0.14,0.11,0.063,0.048,29.2,33.3,37.5
DO.0132,F,G9,LGDO-F-27,2/20/2012,4/2/2013,407,FCM (T-B-NK) 59wks,95,69.5,79.8,30.6,24.4,61.1,25,20,8.53,7.26,35.6,48.6,23.5,18.7,14.4,16.8,43.1,25.7,0.0701,0.0559,0.273,0.218,14.7,43.1,41.3
DO.0132,F,G9,LGDO-F-27,2/20/2012,10/1/2013,589,FCM (T-B-NK) 85wks,95.6,72.2,78.1,30.5,23.8,15.4,16.1,12.6,16.4,5.86,35.8,41.9,19.2,15,13.4,17,45.3,24.3,0.116,0.0905,0.0515,0.0402,20,30,50
DO.0133,F,G9,LGDO-F-27,2/20/2012,10/2/2012,225,FCM (T-B-NK) 33wks,89.7,36,71.8,26,18.6,61.7,17.1,12.3,30,11.3,30.1,28.6,11.4,8.18,16.7,35.6,34.3,13.4,0.41,0.29,0.29,0.21,18.2,56.1,24.2
DO.0133,F,G9,LGDO-F-27,2/20/2012,4/2/2013,407,FCM (T-B-NK) 59wks,90.2,50,83.6,18.6,15.5,58.6,4.56,3.81,48.1,13,7.48,31.5,4.44,3.71,20.9,23.9,34.1,21.1,0.157,0.132,0.15,0.125,10.5,36.8,52.6
DO.0133,F,G9,LGDO-F-27,2/20/2012,10/1/2013,589,FCM (T-B-NK) 85wks,94,39.5,84.9,6.24,5.3,19.1,2.52,2.14,45,6.95,12.5,35.6,3.1,2.63,22.8,13.4,28.5,35.4,0.162,0.138,0.067,0.0569,11.5,19.2,69.2
DO.0134,F,G9,LGDO-F-27,2/24/2012,10/2/2012,221,FCM (T-B-NK) 33wks,93.6,54.3,58.8,42.6,25.1,67,20,11.7,14.4,5.76,36.5,43.4,15.8,9.32,6.59,16.8,57.1,19.5,0.3,0.18,0.15,0.086,9.3,65.1,25.6
DO.0134,F,G9,LGDO-F-27,2/24/2012,4/2/2013,403,FCM (T-B-NK) 59wks,92.9,79.7,68.9,29.9,20.6,51.8,20.5,14.1,10.2,4.72,46.3,38.8,16.6,11.5,4.65,37.1,52.4,5.8,0.0554,0.0382,0.152,0.105,15.4,48.1,34.6
DO.0134,F,G9,LGDO-F-27,2/24/2012,10/1/2013,585,FCM (T-B-NK) 85wks,92.2,84.2,86.3,44.1,38.1,23.8,11.5,9.94,16.8,3.34,44.9,34.9,13.3,11.5,24.8,50.3,18.6,6.29,0.202,0.174,0.038,0.0328,0,50,50
DO.0135,F,G9,LGDO-F-27,2/21/2012,10/2/2012,224,FCM (T-B-NK) 33wks,89.3,50.8,85.2,59.6,50.8,86.2,16.6,14.1,12.5,4.21,16.2,67.1,7.89,6.72,4.79,13,42.6,39.6,0.31,0.26,0.21,0.18,38.3,40,20
DO.0135,F,G9,LGDO-F-27,2/21/2012,4/2/2013,406,FCM (T-B-NK) 59wks,95.1,69.7,86.2,46.8,40.3,72.1,22.3,19.2,14.5,8.51,35.5,41.5,15.2,13.1,4.67,22.8,62,10.5,0.225,0.194,0.204,0.175,21.8,35.6,42.5
DO.0135,F,G9,LGDO-F-27,2/21/2012,10/1/2013,588,FCM (T-B-NK) 85wks,95.7,83,91.3,53.4,48.7,23,17.7,16.1,12.1,2.04,22.7,63.2,11.6,10.6,18.2,11.1,36.3,34.5,0.239,0.218,0.13,0.119,13.6,50.8,35.6
DO.0136,F,G9,LGDO-F-28,2/21/2012,10/2/2012,224,FCM (T-B-NK) 33wks,89.6,53.9,88.7,50,44.4,70.2,26.8,23.8,10.6,5.44,42.3,41.6,10.1,8.94,4.06,17.6,58,20.4,0.35,0.31,0.12,0.1,9.62,50,40.4
DO.0137,F,G9,LGDO-F-28,2/21/2012,10/2/2012,224,FCM (T-B-NK) 33wks,92.1,51.4,74.5,24.9,18.5,71.1,29.9,22.3,11.7,5.98,43.3,39,28.5,21.3,5.76,17.2,61.9,15.2,1.05,0.79,1.59,1.19,1.35,89.9,8.75
DO.0137,F,G9,LGDO-F-28,2/21/2012,4/2/2013,406,FCM (T-B-NK) 59wks,96.6,70,81.3,37.7,30.7,61.6,17.2,14,18.2,6.45,36.4,39,26.5,21.6,9.12,34.4,44.9,11.6,0.444,0.361,1.31,1.07,2.26,86.5,10.5
DO.0137,F,G9,LGDO-F-28,2/21/2012,10/1/2013,588,FCM (T-B-NK) 85wks,93.5,47,87.7,22.2,19.5,21.1,6.1,5.35,25.6,1.89,11.9,60.6,7.25,6.36,36.4,6.5,11.6,45.5,0.269,0.236,2.04,1.79,6.87,86,6.87
DO.0138,F,G9,LGDO-F-28,2/22/2012,10/2/2012,223,FCM (T-B-NK) 33wks,91.1,51.5,76.6,55.2,42.3,78.5,19.3,14.8,36.7,9.53,9.98,43.8,12.1,9.29,40.3,18.5,27.9,13.3,0.21,0.16,0.19,0.15,46.4,37.5,12.5
DO.0138,F,G9,LGDO-F-28,2/22/2012,4/2/2013,405,FCM (T-B-NK) 59wks,94.2,75.5,73.9,47.1,34.8,69.3,19.1,14.1,40.1,10.2,12.3,37.4,9.13,6.75,22.5,47.7,22.4,7.38,0.0927,0.0685,0.355,0.262,47.7,27.7,21.5
DO.0138,F,G9,LGDO-F-28,2/22/2012,10/1/2013,587,FCM (T-B-NK) 85wks,95.1,83.8,91.9,62.7,57.6,30.8,8.08,7.43,56.4,5.91,3.89,33.8,6.67,6.13,38,43.4,9.72,8.9,0.159,0.146,0.153,0.14,17.1,61.4,21.4
DO.0139,F,G9,LGDO-F-28,2/18/2012,10/2/2012,227,FCM (T-B-NK) 33wks,92.3,57.8,79.4,27.8,22.1,76.8,35.2,28,8.15,2.79,20.8,68.3,12.6,9.97,3.64,3.84,56.8,35.8,0.15,0.12,0.063,0.05,44,32,20
DO.0139,F,G9,LGDO-F-28,2/18/2012,4/2/2013,409,FCM (T-B-NK) 59wks,94.8,80.4,81,41.7,33.7,62.9,29.1,23.5,5.01,1.53,24.5,69,11.2,9.07,5.61,6.05,55,33.3,0.0422,0.0342,0.117,0.0945,14.9,40.4,42.6
DO.0139,F,G9,LGDO-F-28,2/18/2012,10/1/2013,591,FCM (T-B-NK) 85wks,94.7,85.6,89.2,41.8,37.3,19,13.7,12.2,14.9,1.96,19.5,63.6,6.84,6.1,12.6,8.54,41.1,37.8,0.124,0.111,0.0496,0.0443,9.09,27.3,63.6
DO.0140,F,G9,LGDO-F-28,2/20/2012,10/2/2012,225,FCM (T-B-NK) 33wks,91.1,53.7,85.2,29,24.7,59.1,31,26.4,10.7,5.33,61.6,22.4,18.5,15.8,5.59,20,65.8,8.61,0.12,0.1,0.11,0.09,33.3,42.2,24.4
DO.0140,F,G9,LGDO-F-28,2/20/2012,4/2/2013,407,FCM (T-B-NK) 59wks,96.7,66.6,89.9,37.8,33.9,18.8,25.8,23.2,8.44,5.85,50.8,34.9,16.6,14.9,3.58,25.9,60.3,10.2,0.0565,0.0508,0.161,0.144,12.7,42.3,45.1
DO.0140,F,G9,LGDO-F-28,2/20/2012,10/1/2013,589,FCM (T-B-NK) 85wks,95.6,73.7,95,36.7,34.9,20.2,20.8,19.7,18.6,18,44,19.4,13.2,12.6,5.3,30.8,55.4,8.47,0.111,0.105,0.138,0.131,12.1,37.9,50
DO.0141,F,G9,LGDO-F-29,2/20/2012,10/9/2012,232,FCM (T-B-NK) 33wks,92.8,55.9,73.7,43.2,31.9,62.5,27.1,20,7.14,6.43,63.7,22.7,15.9,11.7,6.27,0.47,55.9,37.4,0.34,0.25,2.9,2.14,5.45,89.2,5.18
DO.0141,F,G9,LGDO-F-29,2/20/2012,4/9/2013,414,FCM (T-B-NK) 59wks,96.5,78.1,66.6,51.8,34.5,83.3,22.2,14.8,8.68,9.52,70.4,11.4,12,7.98,9.35,5.76,72.1,12.8,0.134,0.0894,0.187,0.125,5,40,53.3
DO.0141,F,G9,LGDO-F-29,2/20/2012,10/8/2013,596,FCM (T-B-NK) 85wks,94.2,69.8,84.9,45.9,39,35.3,13.4,11.3,16.3,8.62,46.6,28.5,7.57,6.43,13.7,12.2,54.7,19.4,0.182,0.154,0.277,0.236,26.1,48.7,25.2
DO.0142,F,G9,,2/21/2012,10/9/2012,231,FCM (T-B-NK) 33wks,95,50.5,80.2,48.4,38.8,66.7,30.7,24.6,15.3,12.2,44,28.6,6.7,5.37,4.48,15.8,62.8,16.9,1.04,0.84,0.39,0.31,17.5,15.9,65.1
DO.0142,F,G9,,2/21/2012,4/9/2013,413,FCM (T-B-NK) 59wks,97.2,72.4,86.5,62,53.6,78.6,21.4,18.5,9.93,8.69,60.9,20.5,6.38,5.52,1.83,17.6,76.4,4.14,0.188,0.163,0.122,0.106,4.17,12.5,83.3
DO.0142,F,G9,,2/21/2012,10/8/2013,595,FCM (T-B-NK) 85wks,96.5,82.4,92.6,51.7,47.8,54.6,17.6,16.3,12,7.96,58.3,21.8,4.67,4.32,1.72,27.9,66.6,3.73,0.157,0.145,0.307,0.284,40.4,37.6,22
DO.0143,F,G9,LGDO-F-29,2/22/2012,10/9/2012,230,FCM (T-B-NK) 33wks,95.2,54.4,78.4,45.2,35.4,76.9,21.3,16.7,13.6,4.98,14.6,66.9,20.9,16.4,7.63,3.13,23.7,65.6,0.78,0.61,0.86,0.67,42.9,33.3,19
DO.0143,F,G9,LGDO-F-29,2/22/2012,4/9/2013,412,FCM (T-B-NK) 59wks,96.7,66.1,79.3,55.3,43.8,80.7,13.7,10.9,15.8,5.71,20.1,58.5,17.3,13.7,3.9,5.17,51.8,39.1,0.448,0.356,0.28,0.222,18.1,37.1,44.8
DO.0143,F,G9,LGDO-F-29,2/22/2012,10/8/2013,594,FCM (T-B-NK) 85wks,96.5,41.6,84.5,11,9.26,20.2,6.19,5.23,18.1,1.61,4.32,75.9,4.68,3.96,15.9,5.33,18.1,60.6,0.376,0.318,0.245,0.207,37,26.9,36.1
DO.0144,F,G9,LGDO-F-29,2/19/2012,10/9/2012,233,FCM (T-B-NK) 33wks,96.1,55.4,70.9,22,15.6,67.9,37.4,26.5,9.53,5.18,70.8,14.4,14.7,10.4,11.3,5.54,66.3,16.9,0.68,0.49,0.79,0.56,9.78,64.5,25
DO.0144,F,G9,LGDO-F-29,2/19/2012,4/9/2013,415,FCM (T-B-NK) 59wks,95.7,47.4,82.7,40.5,33.5,54.3,4.43,3.66,49.1,21.3,14,15.6,4.81,3.98,43.6,29.6,9.46,17.4,0.291,0.241,1.03,0.852,2.94,73.6,22.4
DO.0146,F,G9,LGDO-F-30,2/23/2012,10/9/2012,229,FCM (T-B-NK) 33wks,93.6,50.4,77.4,44.5,34.4,88.6,30.9,23.9,5.36,6.97,73.3,14.4,6.53,5.06,4.28,6.85,71,17.8,0.52,0.41,0.63,0.48,14,45.1,40.9
DO.0146,F,G9,LGDO-F-30,2/23/2012,4/9/2013,411,FCM (T-B-NK) 59wks,95.8,74.6,65.3,45.3,29.6,85.7,4.83,3.16,56.8,20.6,13,9.61,5.1,3.33,19.8,28,34.2,18,0.268,0.175,1.46,0.955,4.05,53.9,42
DO.0146,F,G9,LGDO-F-30,2/23/2012,10/8/2013,593,FCM (T-B-NK) 85wks,96.1,62.5,91.7,40,36.7,72.1,14.8,13.5,68.3,18.9,5.34,7.42,2.9,2.65,25.9,21.2,26.2,26.7,0.278,0.255,0.389,0.357,21.8,38.5,39.7
DO.0147,F,G9,LGDO-F-30,2/19/2012,10/9/2012,233,FCM (T-B-NK) 33wks,96.2,59.8,75.3,45.5,34.3,58.8,23.2,17.5,8.57,3.95,38.3,49.1,12.1,9.14,4.62,11.2,52.8,31.4,0.39,0.29,0.11,0.085,43.3,23.3,33.3
DO.0147,F,G9,LGDO-F-30,2/19/2012,4/9/2013,415,FCM (T-B-NK) 59wks,96.6,64.6,73.6,39.1,28.8,71.3,17.4,12.8,15.8,9.3,38.1,36.8,9.86,7.26,4.23,13.8,63,19,0.262,0.193,0.21,0.154,10.5,19.7,69.7
DO.0147,F,G9,LGDO-F-30,2/19/2012,10/8/2013,597,FCM (T-B-NK) 85wks,93.9,67,89.6,31.3,28,40.4,11.4,10.2,17.3,7.85,30.7,44.1,6.05,5.42,6.86,18.9,58,16.2,0.173,0.155,0.231,0.207,34.6,51.9,13.5
DO.0148,F,G9,LGDO-F-30,2/21/2012,10/9/2012,231,FCM (T-B-NK) 33wks,95.8,64.9,85.3,33.6,28.7,69,34.9,29.8,6.91,2.55,22.8,67.7,19.7,16.8,7.67,7,25.7,59.6,0.23,0.2,0.18,0.15,14.7,28,57.3
DO.0148,F,G9,LGDO-F-30,2/21/2012,4/9/2013,413,FCM (T-B-NK) 59wks,95.9,71,83.7,58.2,48.8,79.5,17.1,14.3,11.7,8.82,43,36.5,13.2,11.1,12.7,16.9,50.3,20.1,0.0697,0.0584,0.204,0.171,15.3,35.3,49.4
DO.0148,F,G9,LGDO-F-30,2/21/2012,10/8/2013,595,FCM (T-B-NK) 85wks,95.7,77.5,90.4,44.8,40.5,37.5,13.4,12.1,14.3,4.86,26.2,54.6,11.6,10.5,19,25.5,31.8,23.8,0.104,0.0944,0.411,0.372,14.6,62.7,22.7
DO.0149,F,G9,LGDO-F-30,2/19/2012,10/9/2012,233,FCM (T-B-NK) 33wks,95.4,46.5,82.5,35.1,29,43.1,33.7,27.8,7.45,3.57,42.7,46.3,15.2,12.6,6.52,19.8,41,32.7,2.06,1.7,0.45,0.37,11.6,68.4,20
DO.0150,F,G9,LGDO-F-30,2/22/2012,10/9/2012,230,FCM (T-B-NK) 33wks,96.4,36.8,78.3,30.6,23.9,68.7,33,25.9,7.17,4.65,31.3,56.9,13.2,10.3,19.2,6.99,36.6,37.2,2.01,1.58,1.75,1.37,8.1,77,14.9
DO.0150,F,G9,LGDO-F-30,2/22/2012,4/9/2013,412,FCM (T-B-NK) 59wks,96.7,61.3,73.7,43.6,32.1,69.5,19.4,14.3,10.6,6.87,32,50.5,8.47,6.24,17.1,8.94,38.4,35.6,0.808,0.596,0.906,0.668,4.79,69.2,25.4
DO.0150,F,G9,LGDO-F-30,2/22/2012,10/8/2013,594,FCM (T-B-NK) 85wks,93.9,65.2,90.3,38.6,34.8,41.7,13.7,12.3,13.3,3.06,10.9,72.7,5.3,4.79,24.1,6.42,27.3,42.1,0.735,0.663,0.677,0.611,23.5,66,10.5
DO.0151,F,G9,LGDO-F-31,2/22/2012,10/9/2012,230,FCM (T-B-NK) 33wks,96.2,56.5,83.4,56,46.7,60.3,24.2,20.2,12.6,4.98,31.5,50.9,8.21,6.85,7.56,7.56,54,30.9,0.42,0.35,0.18,0.15,25.5,29.4,45.1
DO.0152,F,G9,LGDO-F-31,2/24/2012,10/9/2012,228,FCM (T-B-NK) 33wks,95.8,52.1,83,30.5,25.3,66.3,34.3,28.5,7.59,3.67,37.2,51.5,20,16.6,3.33,14,56.1,26.5,0.38,0.31,0.3,0.25,18.3,49.5,31.2
DO.0152,F,G9,LGDO-F-31,2/24/2012,4/9/2013,410,FCM (T-B-NK) 59wks,97.3,74.1,82.3,50.2,41.3,69,23.9,19.7,12.5,9.52,39.3,38.7,14.2,11.7,3.61,30.1,56.2,10.1,0.2,0.165,0.311,0.256,4.65,64.3,29.5
DO.0152,F,G9,LGDO-F-31,2/24/2012,10/8/2013,592,FCM (T-B-NK) 85wks,96.1,72.7,93.1,42.6,39.6,42.8,18.3,17,11.6,4.33,34.7,49.3,11.7,10.9,5.38,32.1,47.4,15.1,0.205,0.191,1.01,0.937,9.98,83.8,6.24
DO.0153,F,G9,LGDO-F-31,2/19/2012,10/9/2012,233,FCM (T-B-NK) 33wks,95.1,27.7,87.1,53.6,46.7,53.4,14.5,12.6,14.9,3.7,26.9,54.5,15.6,13.6,7.12,1.38,29.9,61.6,0.64,0.55,0.25,0.22,17.9,32.1,50
DO.0153,F,G9,LGDO-F-31,2/19/2012,4/9/2013,415,FCM (T-B-NK) 59wks,97,79.6,80.8,56.3,45.5,66.5,11.5,9.29,21.8,8.97,31.8,37.4,14.1,11.4,7.89,14.8,61.8,15.5,0.0633,0.0512,0.144,0.116,16.9,18.6,64.4
DO.0153,F,G9,LGDO-F-31,2/19/2012,10/8/2013,597,FCM (T-B-NK) 85wks,97.2,81.9,93.9,55.9,52.5,33.4,10.2,9.61,12.8,3.63,44.6,38.9,15.1,14.2,9.16,42.1,42.5,6.18,0.171,0.161,0.249,0.234,16.1,65.3,18.6
DO.0154,F,G9,LGDO-F-31,2/21/2012,10/9/2012,231,FCM (T-B-NK) 33wks,94,56.2,80,31,24.8,62.2,41.8,33.5,6.93,2.86,44.8,45.4,10.2,8.14,8.78,13.6,50.2,27.3,2.37,1.89,0.67,0.54,23,19.5,57.2
DO.0154,F,G9,LGDO-F-31,2/21/2012,4/9/2013,413,FCM (T-B-NK) 59wks,95.4,71.8,82.1,41.3,33.9,60.6,33.8,27.8,7.41,5.87,69.9,16.8,8.33,6.84,4.8,31.9,58.8,4.53,0.927,0.761,0.664,0.545,11.8,24.4,63.5
DO.0154,F,G9,LGDO-F-31,2/21/2012,10/8/2013,595,FCM (T-B-NK) 85wks,96.4,74.1,88.2,33.1,29.2,47.9,27.8,24.5,13.3,5.45,60.1,21.2,7.02,6.19,7.49,41.1,48.5,2.94,1.07,0.942,0.789,0.696,16.5,39.9,43.6
DO.0155,F,G9,LGDO-F-31,2/22/2012,10/9/2012,230,FCM (T-B-NK) 33wks,93.7,70.6,80.5,68.6,55.2,55.5,13.2,10.6,12.2,2.89,7.59,77.3,5.02,4.04,23.2,17.4,12.5,46.9,0.42,0.33,0.13,0.11,45.3,18.9,35.8
DO.0155,F,G9,LGDO-F-31,2/22/2012,4/9/2013,412,FCM (T-B-NK) 59wks,96.5,79.3,79.9,78.3,62.5,75.3,5.87,4.69,25.4,8.94,16.3,49.3,4.29,3.43,10,23.8,43.5,22.6,0.19,0.152,0.258,0.206,13.1,43.9,43
DO.0155,F,G9,LGDO-F-31,2/22/2012,10/8/2013,594,FCM (T-B-NK) 85wks,93.7,85.9,93.1,60.2,56.1,60.4,4.96,4.62,47.3,8.12,3.85,40.7,6.82,6.35,20.5,50.9,17.8,10.8,0.157,0.146,0.089,0.0829,21.4,50,28.6
DO.0156,F,G9,LGDO-F-32,2/20/2012,10/9/2012,232,FCM (T-B-NK) 33wks,93.6,48.5,79.7,58.7,46.8,59.8,19,15.2,14.3,7.02,42.3,36.3,5.49,4.38,11.5,16.2,48.5,23.8,0.3,0.24,0.19,0.15,29.7,31.1,39.2
DO.0156,F,G9,LGDO-F-32,2/20/2012,4/9/2013,414,FCM (T-B-NK) 59wks,94.4,48.2,80.1,23.1,18.5,79.1,1.91,1.53,27.6,1.47,5.57,65.3,1.13,0.909,34.6,5,9.87,50.6,0.33,0.264,0.343,0.275,3.77,9,87.2
DO.0157,F,G9,LGDO-F-32,2/18/2012,10/9/2012,234,FCM (T-B-NK) 33wks,94.6,63.6,83.2,51.6,42.9,56.3,17,14.1,20.1,5.49,12.2,62.2,15.7,13.1,21.1,11.8,40.6,26.5,0.97,0.81,4.01,3.34,4.21,84.6,10.7
DO.0157,F,G9,LGDO-F-32,2/18/2012,4/9/2013,416,FCM (T-B-NK) 59wks,96.4,67,76.5,57.6,44,65.6,13.6,10.4,34.9,11.2,6.32,47.6,15,11.4,32.4,22.1,26.2,19.3,0.552,0.422,4.88,3.73,2.48,88.6,8.29
DO.0157,F,G9,LGDO-F-32,2/18/2012,10/8/2013,598,FCM (T-B-NK) 85wks,95.5,82,91,51.2,46.6,32,11,10,28.7,5.71,10.2,55.4,11.4,10.4,26.3,40.5,24,9.22,0.337,0.307,4.49,4.08,3.79,87.2,9.06
DO.0158,F,G9,LGDO-F-32,2/20/2012,10/9/2012,232,FCM (T-B-NK) 33wks,91.9,69.7,84.9,50.3,42.7,68.6,16.3,13.9,27.3,8.71,30.3,33.7,6.23,5.28,19.9,20.2,35,24.9,1,0.85,0.67,0.57,14.5,68.6,16.6
DO.0158,F,G9,LGDO-F-32,2/20/2012,4/9/2013,414,FCM (T-B-NK) 59wks,95.9,76.3,82.3,49.2,40.5,75.3,3.91,3.22,46.5,16.1,18.7,18.7,2.36,1.94,18.9,25.4,39.9,15.8,0.0758,0.0624,0.159,0.131,1.54,18.5,80
DO.0158,F,G9,LGDO-F-32,2/20/2012,10/8/2013,596,FCM (T-B-NK) 85wks,96.2,80.1,93.4,35,32.7,40.9,2.73,2.55,70.5,9.91,3.93,15.6,1.04,0.967,27.6,42.1,23,7.26,0.0967,0.0903,0.0946,0.0883,27.3,50,22.7
DO.0159,F,G9,LGDO-F-32,2/21/2012,10/9/2012,231,FCM (T-B-NK) 33wks,93.4,72.2,86.9,47.3,41.1,53.5,25.3,22,8.52,1.76,24.4,65.3,17.9,15.6,11.9,13.4,40.3,34.4,0.3,0.26,0.38,0.33,8.75,50,41.2
DO.0159,F,G9,LGDO-F-32,2/21/2012,4/9/2013,413,FCM (T-B-NK) 59wks,95.7,70.8,78.2,55,43,52.8,15.1,11.8,9.58,2.59,28.6,59.2,17.1,13.3,9.05,22.2,42.9,25.9,0.0614,0.048,0.404,0.316,1.9,44.9,53.2
DO.0159,F,G9,LGDO-F-32,2/21/2012,10/8/2013,595,FCM (T-B-NK) 85wks,94,84.7,89.4,49,43.8,34.7,7.94,7.1,25.2,3.55,27.3,44,19.7,17.6,12.3,59.9,20,7.8,0.175,0.157,0.182,0.162,3.61,80.7,15.7
DO.0160,F,G9,LGDO-F-32,2/21/2012,10/9/2012,231,FCM (T-B-NK) 33wks,95,70.1,78.6,56.9,44.7,31.1,14.7,11.5,17,9.89,22,51.1,11.4,8.96,18.5,9.33,40.2,32,0.48,0.38,0.19,0.15,11.8,61.8,26.3
DO.0160,F,G9,LGDO-F-32,2/21/2012,4/9/2013,413,FCM (T-B-NK) 59wks,96.7,75.2,91.5,3.94,3.6,11.7,0.352,0.322,1.29,0.0572,8.15,90.5,0.231,0.211,3.62,0.567,20,75.8,0.0027,0.0025,0.0137,0.0125,3.68,24.3,72.1
DO.0161,F,G9,LGDO-F-33,2/22/2012,10/18/2012,239,FCM (T-B-NK) 33wks,94.1,75.8,62.8,43.7,27.4,76.1,28,17.6,9.51,5.07,30.6,54.8,10.7,6.69,7.38,5.5,38.1,49.1,0.45,0.28,0.12,0.078,20.5,48.7,30.8
DO.0161,F,G9,LGDO-F-33,2/22/2012,4/16/2013,419,FCM (T-B-NK) 59wks,96.3,79.5,80.5,37.2,29.9,81.9,23.6,19,8.81,5.71,51.4,34.1,15.7,12.7,2.6,12.4,75.2,9.75,0.312,0.251,0.425,0.342,13.4,42.4,42.4
DO.0161,F,G9,LGDO-F-33,2/22/2012,10/15/2013,601,FCM (T-B-NK) 85wks,91.5,53.4,88.5,25.2,22.3,59.3,7.4,6.55,20.8,5.39,28.9,44.9,15.7,13.9,5.22,55,34.9,4.83,0.245,0.217,0.303,0.268,10.3,64,25.7
DO.0162,F,G9,LGDO-F-33,2/19/2012,10/18/2012,242,FCM (T-B-NK) 33wks,93.2,74.5,69.2,62.4,43.2,54.1,15.5,10.7,20.2,13,19.1,47.8,4.87,3.37,20.4,21,22.6,36.1,0.3,0.21,0.058,0.04,45,15,40
DO.0162,F,G9,LGDO-F-33,2/19/2012,4/16/2013,422,FCM (T-B-NK) 59wks,95,79,84.9,62.5,53.1,64.7,14.1,12,20.3,14.6,25.6,39.5,5.45,4.62,13.4,27.7,39.6,19.3,0.185,0.157,0.21,0.179,21.1,16.7,55.6
DO.0162,F,G9,LGDO-F-33,2/19/2012,10/15/2013,604,FCM (T-B-NK) 85wks,91.5,67.8,87.6,62.2,54.5,53.4,6.9,6.05,28.8,11.1,19.9,40.2,3.02,2.65,18.3,41,29.4,11.3,0.0965,0.0845,0.177,0.155,8.86,45.6,45.6
DO.0163,F,G9,LGDO-F-33,2/24/2012,10/18/2012,237,FCM (T-B-NK) 33wks,92.3,73.6,70.3,67.5,47.4,70.1,12.3,8.63,22.5,7.72,9.83,60,3.39,2.39,14.2,7.89,30.6,47.3,0.3,0.21,0.12,0.082,22,36.6,41.5
DO.0163,F,G9,LGDO-F-33,2/24/2012,4/16/2013,417,FCM (T-B-NK) 59wks,94.5,79.2,83.8,64.7,54.2,69.9,13.2,11.1,22.1,9.32,17.3,51.2,5.58,4.68,9.25,28.3,48.8,13.6,0.183,0.153,0.388,0.325,6.75,60.7,32.5
