Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Transitions.Made,Correct.Transitions,X..Correct,Tmaze.Duration.Start.1st.min,Tmaze.Duration.Start.2nd.min,Tmaze.Duration.Start.3rd.min,Tmaze.Duration.Start.4th.min,Tmaze.Duration.Start.5th.min,Tmaze.Duration.Right.1st.min,Tmaze.Duration.Right.2nd.min,Tmaze.Duration.Right.3rd.min,Tmaze.Duration.Right.4th.min,Tmaze.Duration.Right.5th.min,Tmaze.Duration.Left.1st.min,Tmaze.Duration.Left.2nd.min,Tmaze.Duration.Left.3rd.min,Tmaze.Duration.Left.4th.min,Tmaze.Duration.Left.5th.min,Tmaze.Duration.Center.1st.min,Tmaze.Duration.Center.2nd.min,Tmaze.Duration.Center.3rd.min,Tmaze.Duration.Center.4th.min,Tmaze.Duration.Center.5th.min,Tmaze.total.Distance.1st.min,Tmaze.total.Distance.2nd.min,Tmaze.total.Distance.3rd.min,Tmaze.total.Distance.4th.min,Tmaze.total.Distance.5th.min,Tmaze.Latency.to.Center.1st.min,Tmaze.Latency.to.Center.2nd.min,Tmaze.Latency.to.Center.3rd.min,Tmaze.Latency.to.Center.4th.min,Tmaze.Latency.to.Center.5th.min
DO.0743,F,G9,CSDO-F-29,2/22/2012,8/16/2013,541,Mouse number <800,15,9,60,34.7674,15.3484,17.0834,NA,19.2855,1.87643,21.7467,9.87634,10.3435,19.4857,11.211,9.40921,3.69406,19.5287,10.65,11.8783,13.429,29.2128,30.1946,10.5119,295.49,386.33,392.415,314.928,291.095,34.367,69.8017,120,189.919,240
DO.0744,F,G9,CSDO-F-29,2/19/2012,8/16/2013,544,Mouse number <800,14,7,50,29.1625,16.4831,13.7471,10.2369,12.9196,6.88021,27.8345,2.78946,13.8805,12.0787,11.2112,NA,22.9096,14.7281,11.8785,12.6126,15.5489,20.6874,21.0878,23.2566,327.761,301.331,312.037,277.743,266.413,16.6166,65.9993,122.789,181.515,252.92
DO.0745,F,G9,CSDO-F-29,2/19/2012,8/16/2013,544,Mouse number <800,14,8,57.14285714,23.023,1.66833,27.7611,17.4174,13.3467,12.2189,15.0751,NA,6.76677,10.3503,17.4174,15.8826,7.36069,11.1912,15.2152,7.20721,27.1738,24.7447,24.6914,21.288,240.978,262.385,292.909,242.57,235.494,23.023,61.4615,120,191.124,250.317
DO.0746,F,G9,CSDO-F-30,2/20/2012,2/15/2013,361,Mouse number <800,16,9,56.3,46.313,8.14147,8.49516,2.04872,12.3123,8.41508,17.8111,8.67534,12.6793,9.60961,NA,8.60861,11.011,14.4811,3.13647,4.73807,24.371,31.3514,29.6563,33.9406,335.912,486.477,583.072,467.138,446.826,46.313,64.8649,120,182.049,240
DO.0748,F,G9,CSDO-F-30,2/22/2012,2/15/2013,359,Mouse number <800,10,3,30,60,60,39.1792,3.71705,0.066733,NA,NA,10.2769,12.6126,15.2152,NA,NA,NA,13.6803,4.6046,NA,NA,9.74308,28.8555,38.7788,57.056,38.3771,273.404,630.88,484.301,NA,NA,152.219,183.851,240
DO.0752,F,G9,CSDO-F-31,2/19/2012,8/9/2013,537,Mouse number <800,9,8,88.88888889,60,60,49.1656,6.40627,5.0049,NA,NA,0.691116,17.9271,9.67614,NA,NA,NA,20.4867,4.7109,NA,NA,10.1433,14.5126,40.4079,336.294,201.09,197.049,477.97,341.294,NA,NA,169.166,191.588,240
DO.0753,F,G9,CSDO-F-31,2/20/2012,8/9/2013,536,Mouse number <800,8,5,62.5,26.1595,20.287,NA,13.9473,NA,7.20721,NA,14.2142,22.289,NA,6.54655,19.8131,22.0888,NA,23.4902,19.8198,19.8332,23.7638,23.7638,36.6433,312.258,328.114,382.585,356.978,255.43,24.6914,79.8131,120,180,240
DO.0754,F,G9,CSDO-F-31,2/19/2012,8/9/2013,537,Mouse number <800,9,5,55.55555556,24.2237,NA,19.0186,0.066732,NA,5.73895,NA,NA,10.6771,11.1442,8.47496,7.87438,2.46908,12.8443,0.368664,21.5624,52.1256,38.5123,36.4119,40.1727,440.56,168.632,276.61,254.997,222.093,24.2237,60,120,180,240.369
DO.0755,F,G9,CSDO-F-31,2/19/2012,8/9/2013,537,Mouse number <800,22,17,77.27272727,28.5025,9.60148,17.9747,3.24607,12.4122,6.07261,8.1413,13.7468,17.8174,7.34052,17.0167,7.67418,10.8773,20.6519,0.27486,7.94111,34.6498,17.3345,14.4141,39.9057,534.454,522.89,547.981,309.35,316.56,24.7576,61.0598,120,181.645,240.035
DO.0756,F,G9,CSDO-F-32,2/22/2012,2/15/2013,359,Mouse number <800,10,4,40,37.3707,13.2799,NA,NA,NA,11.7518,7.7344,27.6476,9.98999,19.019,NA,9.54288,3.13647,10.3437,7.64098,9.54288,29.1758,27.0804,39.5329,33.0731,373.136,517.618,298.016,418.747,393.604,25.4254,67.8011,120,190.123,240
DO.0757,F,G9,CSDO-F-32,2/18/2012,2/15/2013,363,Mouse number <800,12,8,66.7,40.981,20.6139,NA,NA,11.6783,NA,10.01,13.3467,20.8876,8.44178,10.5439,7.60761,8.74207,12.3457,5.60561,8.40841,21.1545,36.4565,25.6323,32.9396,310.91,356.055,310.084,281.922,312.559,32.4324,79.1458,120.187,180,240
DO.0758,F,G9,CSDO-F-32,2/19/2012,2/15/2013,362,Mouse number <800,11,5,45.5,47.8478,NA,0.133467,NA,NA,4.61128,9.26927,12.6793,15.2819,NA,NA,15.4154,12.7461,11.0377,22.2623,7.14047,34.5145,32.706,33.3467,37.2706,487.309,600.617,533.778,346.228,378.645,48.048,62.5959,120,180,240.707
DO.0759,F,G9,CSDO-F-32,2/20/2012,2/15/2013,361,Mouse number <800,8,6,75,29.3026,4.79813,13.2799,NA,1.73507,9.54288,0.266934,9.47614,NA,NA,2.2022,NA,10.0767,NA,NA,16.6166,49.2626,21.3614,58.9323,55.0617,359.814,251.288,320.825,155.467,142.311,24.2242,63.4635,120,180,240
DO.0760,F,G9,CSDO-F-32,2/20/2012,2/15/2013,361,Mouse number <800,25,15,60,18.2182,4.2042,4.33767,13.9473,15.4154,12.012,8.67534,13.7471,15.1752,11.9853,11.4114,14.7481,10.6974,8.58859,16.5165,18.0247,31.3046,30.2169,20.6874,15.1485,602.153,618.935,588.31,567.489,607.074,18.285,60,120,183.984,241.175
DO.0761,F,G9,CSDO-F-33,2/22/2012,8/16/2013,541,Mouse number <800,21,12,57.14285714,24.3577,17.8178,19.8398,15.4621,19.2192,9.54288,8.80881,11.5449,11.5716,30.971,13.0797,9.14248,9.94328,0.600601,NA,13.0864,23.964,18.672,31.5649,9.74308,628.854,419.017,318.737,317.466,204.968,17.0837,60,120,182.182,241.241
DO.0763,F,G9,CSDO-F-33,2/19/2012,8/16/2013,544,Mouse number <800,11,5,45.45454546,18.7596,36.6947,NA,22.7556,2.04162,NA,0.416256,18.3354,0.498852,29.3304,30.1629,14.948,10.7439,20.4867,NA,11.4112,7.74091,30.9874,16.3255,28.6948,327.498,320.03,392.646,257.196,303.345,15.1482,79.6113,128.593,180,256.184
DO.0765,F,G9,CSDO-F-33,2/18/2012,8/16/2013,545,Mouse number <800,24,18,75,13.8872,16.5432,8.34168,9.54288,13.8138,10.01,6.00601,13.5469,10.6106,13.8805,18.4852,3.93727,9.07574,5.93927,12.0454,16.5499,32.7794,28.5686,33.974,20.0601,427.923,466.515,379.385,354.284,415.963,13.4134,65.0651,120,180,240
DO.0766,F,G9,CSDO-F-34,2/22/2012,8/23/2013,548,Mouse number <800,14,8,57.14285714,21.154,3.68612,8.4591,19.5525,12.4122,15.9489,27.894,11.1013,14.5905,17.9906,NA,8.3415,22.0883,4.50277,8.7769,17.9588,20.0117,18.418,21.0206,21.6879,333.007,369.839,412.893,260.837,261.901,24.891,60,128.459,187.45,248.71
DO.0767,F,G9,CSDO-F-34,2/21/2012,8/23/2013,549,Mouse number <800,12,10,83.33333333,30.9643,19.0858,17.7511,16.3096,0.674008,NA,14.3477,9.14248,NA,27.4274,16.016,NA,9.80981,0.4004,17.0838,13.4201,27.5676,25.2986,46.7201,15.1218,168.1,251.965,288.918,167.7,224.843,30.7641,60,120,180,240
DO.0768,F,G9,CSDO-F-34,2/20/2012,8/23/2013,550,Mouse number <800,42,14,33.33333333,23.4897,NA,21.154,3.80372,8.1413,13.2876,26.151,8.60843,12.5456,30.2963,7.87438,20.7695,8.72603,27.859,8.10958,15.6153,13.6801,22.0454,16.3255,13.1462,718.279,1162.35,961.783,872.741,835.613,12.212,61.3934,122.587,180,241.903
DO.0769,F,G9,CSDO-F-34,2/22/2012,8/23/2013,548,Mouse number <800,15,11,73.33333333,21.8886,12.9596,22.8095,17.8846,NA,7.54755,17.9446,2.53587,NA,12.4791,15.7491,3.87054,14.301,2.18218,NA,15.1485,25.4922,21.6884,40.6006,46.62,519.692,429.006,317.809,227.934,194.474,13.4134,65.1985,126.727,182.115,240
DO.0770,F,G9,CSDO-F-34,2/20/2012,8/23/2013,550,Mouse number <800,23,11,47.82608696,43.1165,13.9406,2.62262,14.1542,6.44645,NA,15.6156,7.20721,3.67034,12.2789,9.27594,18.9523,18.4184,10.6773,4.17084,7.94128,11.8252,32.686,33.0998,39.3727,352.145,542.268,508.059,406.62,304.681,28.6286,71.5382,120,181.982,243.443
DO.0771,F,G9,CSDO-F-35,2/19/2012,2/15/2013,362,Mouse number <800,9,6,66.7,23.8238,14.014,2.88956,13.7271,0.533867,0.533868,11.8785,NA,8.87554,NA,10.9443,NA,10.0767,NA,4.2042,24.0974,32.9062,46.7,36.2362,53.687,513.409,623.491,437.686,547.817,359.131,23.8238,60,120,184.985,240.04
DO.0772,F,G9,CSDO-F-35,2/19/2012,2/15/2013,362,Mouse number <800,16,11,68.8,60,24.618,14.4811,11.1445,6.33967,NA,10.2102,14.9483,4.07074,13.2799,NA,9.02236,8.14815,8.85552,5.67234,NA,15.6156,21.6216,31.5249,34.4411,56.2585,574.34,791.77,537.524,489.796,NA,84.8182,122.523,188.856,240
DO.0773,F,G9,CSDO-F-35,2/19/2012,2/15/2013,362,Mouse number <800,5,3,60,60,55.9826,39.0591,6.45312,NA,NA,NA,NA,4.004,4.67134,NA,NA,3.003,NA,7.20721,NA,3.88388,17.2706,44.6713,47.2539,166.765,110.359,327.954,385.73,541.472,NA,116.116,120,186.72,240
DO.0774,F,G9,CSDO-F-35,2/21/2012,2/15/2013,360,Mouse number <800,5,3,60,47.047,15.5489,NA,NA,23.3233,NA,8.95562,20.5405,19.713,23.7971,5.74575,2.32899,NA,NA,NA,7.00701,31.8986,38.9256,38.1515,11.8118,279.573,398.043,198.501,244.723,229.202,47.1805,62.329,141.074,180,264.064
DO.0775,F,G9,CSDO-F-35,2/18/2012,2/15/2013,363,Mouse number <800,20,11,55,19.019,NA,18.6854,7.94127,3.23657,10.3437,18.8856,3.08976,18.3317,15.2152,17.0237,15.2886,20.7407,8.27494,20.6874,12.6793,24.4912,16.5499,20.5806,19.8599,494.446,545.417,562.368,529.192,592.752,19.5529,65.9993,125.392,188.722,240
DO.0776,F,G9,CSDO-F-36,2/23/2012,8/9/2013,533,Mouse number <800,15,9,60,22.5559,11.9586,22.0754,6.96697,26.9336,NA,30.1635,8.80881,25.292,0.433768,22.1622,7.7344,18.038,11.992,20.2202,15.2819,10.1435,11.0777,15.7491,12.4124,578.837,563.536,594.83,529.21,518.621,22.5559,67.7344,129.596,184.985,247.648
DO.0777,F,G9,CSDO-F-36,2/20/2012,8/9/2013,536,Mouse number <800,11,8,72.72727273,18.7517,1.93523,11.9688,3.91339,10.6104,8.94209,9.40921,3.3366,11.0108,NA,8.3415,7.62331,5.99002,8.67516,NA,23.9568,40.9734,38.6378,36.5341,48.4157,394.563,274.638,164.672,197.64,139.271,18.7517,60.1255,125.923,183.913,240
DO.0779,F,G9,CSDO-F-36,2/22/2012,8/9/2013,534,Mouse number <800,19,13,68.42105263,22.4224,8.40841,16.6366,4.98499,14.8148,NA,12.7461,8.14147,12.8795,15.5822,14.8148,15.6823,24.024,15.6156,5.80581,22.8295,23.3634,11.2646,22.4491,23.7971,355.387,628.561,501.027,476.926,430.082,22.4224,60,120,182.449,240
DO.0780,F,G9,CSDO-F-36,2/22/2012,8/9/2013,534,Mouse number <800,6,4,66.66666667,34.0333,NA,8.76569,32.0743,NA,NA,NA,5.2051,3.5368,7.54072,NA,20.7537,NA,NA,21.0206,23.9647,39.7135,43.6936,22.7873,27.5286,191.8,195.168,201.697,142.937,187.046,29.6957,60,120,212.141,240
DO.0781,F,G10,CSDO-F-37,5/18/2012,11/1/2013,532,Mouse number <800,23,15,65.2173913,24.024,16.016,13.2132,15.8158,15.4821,24.2309,17.2906,31.7518,15.8825,16.0494,5.73907,15.4821,NA,12.2122,7.14047,6.13947,11.2779,15.3687,16.5566,21.6617,617.928,537.672,349.342,388.639,435.627,15.8158,61.1278,131.598,180,240
DO.0782,F,G10,CSDO-F-37,5/17/2012,11/1/2013,533,Mouse number <800,11,10,90.90909091,28.0274,10.8106,4.67124,5.40529,2.50874,11.4112,3.20314,14.3712,18.7946,7.27379,NA,3.75286,20.3374,NA,19.9529,20.9618,43.7683,21.0873,36.2672,30.4648,415.963,277.159,393.518,240.571,265.305,21.0206,60,127.391,186.516,240
DO.0783,F,G10,CSDO-F-37,5/16/2012,11/1/2013,534,Mouse number <800,9,7,77.77777778,16.1495,NA,0.2002,NA,11.3447,6.20621,NA,NA,NA,0.367034,6.07274,0.266934,NA,3.13647,3.87054,31.1044,60,60,57.0637,45.8859,453.645,207.089,199.496,171.373,237.725,13.3467,60,120,180,240
DO.0784,F,G10,CSDO-F-37,5/15/2012,11/1/2013,535,Mouse number <800,12,7,58.33333333,26.8268,12.2789,0.333666,1.8018,NA,8.21488,18.4117,7.14047,NA,24.6246,12.8128,NA,17.3707,18.1315,NA,12.2789,29.9766,35.2219,41.8685,36.1094,504.586,429.98,370.186,268.494,189.045,26.8268,68.2683,120,187.054,240
DO.0785,F,G10,CSDO-F-37,5/15/2012,11/1/2013,535,Mouse number <800,8,6,75,14.014,19.2192,NA,16.6166,21.4882,14.8215,20.4271,21.3413,NA,10.9443,7.87454,NA,8.1615,5.51885,NA,23.6236,20.6206,30.6974,39.7998,28.3684,336.924,307.669,250.653,272.659,270.906,13.8805,73.8071,140.874,185.519,240
DO.0791,F,G10,CSDO-F-39,5/15/2012,11/1/2013,535,Mouse number <800,12,8,66.66666667,23.8901,7.54072,1.73503,2.40235,24.4239,13.3464,NA,5.0049,NA,NA,8.1413,8.60843,3.80372,4.47104,0.33366,14.7557,44.7851,51.3916,54.7282,44.7184,446.333,380.096,247.841,218.699,256.227,19.8194,60,120,180,240
DO.0792,F,G10,CSDO-F-39,5/12/2012,11/1/2013,538,Mouse number <800,22,14,63.63636364,25.4916,14.6143,10.6104,NA,9.27575,5.33856,9.54268,7.54072,12.4789,14.8812,14.9559,9.93514,15.3722,17.2248,19.3206,13.0127,26.4417,27.0106,29.9627,16.6559,557.063,576.966,571.334,397.917,318.645,12.6791,65.3306,120,182.445,245.64
DO.0793,F,G10,CSDO-F-39,5/15/2012,11/1/2013,535,Mouse number <800,25,18,72,27.5609,12.2789,7.07374,17.3507,7.90791,5.87254,12.4258,12.0187,9.78979,14.8815,12.8862,11.4715,14.0807,10.3437,11.3447,14.014,23.9573,27.0938,22.8495,26.2663,636.627,646.823,523.88,633.361,466.101,19.6196,63.6637,123.79,183.984,240
DO.0794,F,G10,CSDO-F-39,5/17/2012,11/1/2013,533,Mouse number <800,5,3,60,32.1648,NA,NA,8.80862,NA,NA,4.40431,NA,NA,NA,3.67026,2.13542,NA,0.832512,7.30879,24.3651,53.8607,60,50.826,52.8247,374.786,243.935,226.136,150.524,160.665,32.1648,60,120,180,245.707
DO.0795,F,G10,CSDO-F-39,5/16/2012,11/1/2013,534,Mouse number <800,12,8,66.66666667,13.7468,1.33464,31.2306,9.24074,11.9133,3.5368,NA,6.07261,17.7507,14.3474,5.07163,0.133464,NA,8.07457,2.60255,38.7125,58.8656,25.3661,25.4011,32.0043,293.209,162.25,288.606,353.498,161.163,13.6801,60,120,180,251.713
DO.0796,F,G10,CSDO-F-40,5/15/2012,6/7/2013,388,Mouse number <800,3,3,100,60,60,58.1114,22.8495,3.71038,NA,NA,NA,11.6116,NA,NA,NA,NA,7.87454,NA,NA,NA,1.55489,17.7978,56.2229,63.3688,69.4696,83.4602,286.725,109.519,NA,NA,178.445,180,243.777
DO.0797,F,G10,CSDO-F-40,5/16/2012,6/7/2013,387,Mouse number <800,15,10,66.67,25.8926,14.1608,13.0664,10.2769,14.2809,12.2789,20.9543,9.94328,9.34268,11.7451,13.9473,7.47414,14.7481,3.96396,8.24825,7.94795,17.4107,22.3757,35.9493,24.3243,470.55,559.253,544.693,458.531,491.898,25.8926,60,120.988,180,248.248
DO.0798,F,G10,CSDO-F-40,5/16/2012,6/7/2013,387,Mouse number <800,10,8,80,15.6156,9.47614,NA,12.0787,NA,8.27494,13.0797,9.07574,17.6844,17.1171,13.6203,6.06607,5.07174,NA,1.73507,22.5559,31.3113,45.8525,29.1024,41.4147,484.459,456.74,428.587,348.754,409.308,15.6156,65.9993,120,180,240
DO.0799,F,G10,CSDO-F-40,5/17/2012,6/7/2013,386,Mouse number <800,21,12,57.14,21.2946,8.7354,14.301,5.25192,15.9493,12.6126,11.1445,12.1455,3.8038,9.30931,8.27494,21.4348,6.39306,22.8228,11.1445,17.2172,18.2182,26.8268,28.0547,23.1298,351.175,473.435,423.419,308.673,279.775,18.1515,61.5282,121.588,185.452,240
DO.0800,F,G10,CSDO-F-40,5/12/2012,6/7/2013,391,Mouse number <900,12,8,66.67,25.025,NA,6.13947,2.26894,NA,15.015,14.6813,9.34267,NA,NA,5.87254,6.74007,NA,0.333667,NA,13.1532,38.1114,43.5169,56.3297,60,514.064,406.835,232.089,140.397,199.221,19.1525,60,120,180,240
DO.0801,F,G10,CSDO-F-41,5/15/2012,11/30/2012,199,Mouse number <900,28,21,75,23.5235,11.7117,6.37304,15.6156,11.7117,13.8472,13.1265,13.9206,15.6223,13.6537,6.00601,17.1171,15.3153,7.00701,5.43877,14.6547,13.0063,21.8886,18.6854,25.4588,873.482,827.414,899.901,682.59,566.354,18.018,60,123.524,188.322,244.378
DO.0802,F,G10,CSDO-F-41,5/15/2012,11/30/2012,199,Mouse number <900,15,11,73.3,24.2576,9.32266,10.8642,NA,27.294,7.30731,17.1171,8.99566,11.4515,8.74875,9.08242,19.3794,9.27594,10.8442,NA,16.4832,12.9129,28.3283,32.5325,20.3203,566.468,541.444,492.271,355.551,423.648,15.7157,67.1004,120.954,190.524,248.749
DO.0803,F,G10,CSDO-F-41,5/16/2012,11/30/2012,198,Mouse number <900,13,11,84.6,26.3263,11.1778,6.49316,1.48148,10.7107,10.7441,5.08509,1.58825,8.94228,13.3467,NA,12.4124,5.57224,9.50284,11.1178,18.8188,28.0614,35.5355,29.0958,21.4882,350.459,467.376,457.447,356.128,373.301,23.2232,60.327,121.688,182.082,244.578
DO.0804,F,G10,CSDO-F-41,5/17/2012,11/30/2012,197,Mouse number <900,19,13,68.4,14.014,9.67634,9.20921,4.03737,15.4154,16.5566,12.6527,14.4678,12.4124,6.47314,13.7804,14.2476,9.27594,6.70671,7.57424,13.6136,20.4538,24.4111,33.2733,29.8699,536.424,657.144,561.267,488.944,418.256,14.3143,62.5292,128.228,180,240
DO.0805,F,G10,CSDO-F-41,5/13/2012,11/30/2012,201,Mouse number <900,16,10,62.5,27.9279,1.9019,8.97564,4.27094,10.1768,6.78011,10.0367,7.04037,11.7451,11.1778,14.4478,2.002,5.07174,8.90891,12.1121,10.01,42.4558,33.5068,29.7698,25.332,674.98,468.6,591.526,590.934,512.542,28.2616,70.1368,120,180,240
DO.0811,F,G10,CSDO-F-43,5/16/2012,11/1/2013,534,Mouse number <900,7,3,42.85714286,41.5816,19.6797,NA,8.07474,1.06773,NA,NA,6.80681,NA,16.4831,2.93627,NA,10.6106,NA,NA,16.016,40.4538,44.4511,52.3257,44.0507,281.899,238.186,318.505,169.518,257.488,29.4294,79.5462,120,180,240
DO.0812,F,G10,CSDO-F-43,5/13/2012,11/1/2013,537,Mouse number <900,11,9,81.81818182,27.9607,11.0775,0.200196,9.64114,27.1282,9.07555,13.6801,13.2797,NA,29.1619,3.93719,6.07261,15.2816,17.684,NA,19.8941,31.9058,31.7056,33.0085,2.33562,470.839,309.516,247.019,222.879,170.534,18.0176,60,120,180,266.995
DO.0813,F,G10,CSDO-F-43,5/17/2012,11/1/2013,533,Mouse number <900,3,2,66.66666667,15.015,1.13447,NA,NA,NA,4.87154,NA,NA,NA,NA,NA,NA,NA,NA,2.33567,40.5806,59.3994,60,60,57.5976,214.03,126.044,160.11,180.925,175.738,14.8815,60,120,180,240
DO.0814,F,G10,CSDO-F-43,5/17/2012,11/1/2013,533,Mouse number <900,21,11,52.38095238,24.0908,12.1455,7.82783,10.5906,12.4124,12.012,17.8846,27.1605,10.3437,34.3343,6.60661,8.00801,7.07374,16.3096,3.37671,17.1572,22.6293,18.2249,23.6036,10.4104,509.603,642.448,529.991,491.622,411.271,12.2789,60,120,180,243.377
DO.0815,F,G10,CSDO-F-43,5/15/2012,11/1/2013,535,Mouse number <900,13,7,53.84615385,27.027,9.20921,6.13947,9.27594,17.1839,2.14214,12.2055,NA,13.1465,5.93927,16.5499,13.2132,7.00701,NA,11.6783,14.8815,25.5722,47.5876,37.7778,25.3987,486.94,498.152,240.184,295.587,313.855,18.0848,70.6039,120,180,240
DO.0816,F,G10,CSDO-F-44,5/14/2012,11/1/2013,536,Mouse number <900,17,13,76.47058824,27.0932,13.6801,14.7478,9.87634,5.07163,11.8195,12.5535,9.59354,NA,6.33954,5.33856,19.4857,8.27477,5.0049,NA,16.2826,14.6143,27.7843,45.4524,48.789,574.562,531.955,414.762,278.791,212.477,19.9529,60.5259,120.651,180,240
DO.0817,F,G10,CSDO-F-44,5/13/2012,11/1/2013,537,Mouse number <900,18,10,55.55555556,30.4371,17.6109,14.8815,8.14147,0.834168,6.40641,18.7654,20.1401,17.7511,31.4982,12.1455,NA,11.7651,12.6593,11.7451,11.5449,23.8238,13.5469,21.715,16.2563,452.244,441.975,401.443,357.244,320.11,27.7611,66.5999,129.196,182.716,240
DO.0818,F,G10,CSDO-F-44,5/9/2012,11/1/2013,541,Mouse number <900,19,11,57.89473684,31.9653,8.14147,8.47514,10.2769,13.6803,10.3437,12.6126,8.07474,6.56657,16.69,1.47481,9.86987,13.5469,20.4872,NA,16.7501,29.9766,30.1702,22.9363,32.5659,477.277,696.676,502.66,556.215,463.392,24.4244,69.8699,120,180,245.979
DO.0819,F,G10,CSDO-F-44,5/11/2012,11/1/2013,539,Mouse number <900,18,10,55.55555556,16.016,6.20621,2.93627,8.34168,15.7824,15.2819,9.20921,2.06874,21.3146,9.84985,16.3497,3.33667,10.4771,NA,0.467134,12.4858,41.3146,45.986,30.7441,34.034,519.163,371.858,345.7,331.106,291.049,16.016,60,120,180,244.111
DO.0821,F,G10,CSDO-F-45,5/13/2012,6/7/2013,390,Mouse number <900,17,12,70.59,31.3647,29.029,13.1665,12.8595,32.5993,7.54087,NA,8.47514,8.67534,NA,3.6036,10.5572,10.0634,0.2002,10.1435,16.69,20.4805,26.8268,28.3884,17.1905,473.496,550.939,525.875,379.423,584.979,21.6884,60,123.524,181.515,240
DO.0822,F,G10,CSDO-F-45,5/13/2012,6/7/2013,390,Mouse number <900,13,8,61.54,32.4324,12.6126,14.4144,9.70304,14.955,3.20988,16.1428,7.82783,1.91525,13.0797,6.94027,NA,4.27094,15.0817,8.34168,16.9503,30.5772,33.8205,32.0988,23.3567,330.296,391.714,321.208,437.252,344.111,31.0978,69.8031,120,181.915,247.848
DO.0823,F,G10,CSDO-F-45,5/15/2012,6/7/2013,388,Mouse number <900,5,2,40,22.9563,NA,3.2032,16.4831,NA,3.93727,NA,NA,NA,NA,NA,2.4024,NA,NA,4.27094,32.2389,57.998,53.8405,43.0697,55.5289,377.163,305.178,248.419,276.992,318.677,19.8866,60,120,180.047,240
DO.0824,F,G10,CSDO-F-45,5/12/2012,6/7/2013,391,Mouse number <900,12,6,50,24.0908,8.74208,12.7461,10.6773,3.03637,NA,10.3437,NA,9.94328,NA,6.20621,10.0767,1.8018,NA,NA,27.8345,30.1034,45.2519,37.1772,56.6967,690.439,786.844,437.756,517.507,487.497,19.7531,60,120,180,240
DO.0825,F,G10,CSDO-F-45,5/15/2012,6/7/2013,388,Mouse number <900,11,10,90.91,18.0848,8.54187,3.26994,6.80681,0.667334,8.74208,0.2002,0.266934,9.67634,13.6803,NA,7.40741,8.40841,4.13747,NA,20.0934,28.2216,38.8388,27.2539,39.5128,166.698,155.567,159.988,123.668,128.004,21.021,60,120.32,192.526,240
DO.0826,F,G10,CSDO-F-46,5/12/2012,5/31/2013,384,Mouse number <900,15,11,73.33,21.6216,8.27494,4.6046,NA,13.0464,5.33867,4.53787,8.07474,NA,7.34068,10.8108,6.80681,1.26794,10.6773,NA,20.2936,40.0467,43.8505,45.986,24.5979,584.135,456.431,309.751,255.483,255.499,15.8825,60,120,180,240
DO.0827,F,G10,CSDO-F-46,5/16/2012,5/31/2013,380,Mouse number <900,14,9,64.29,26.6266,20.3003,17.671,21.6884,23.4902,13.5469,15.1485,16.1495,NA,24.3577,8.61528,7.1338,17.5509,28.989,0.373707,11.3447,17.5509,8.9623,9.52286,11.9119,356.048,383.781,414.562,363.065,372.969,26.5599,67.0671,126.66,180,240.307
DO.0828,F,G10,CSDO-F-46,5/17/2012,5/31/2013,379,Mouse number <900,13,9,69.23,15.6823,15.5489,14.5479,4.09743,11.7184,2.8028,7.82116,10.0634,16.1495,NA,17.5576,9.20254,10.8108,16.6166,3.73707,18.7521,20.2202,21.6884,21.021,44.6113,380.944,372.889,356.843,326.364,283,16.4164,68.2683,122.389,180.848,251.718
DO.0829,F,G10,CSDO-F-46,5/13/2012,5/31/2013,383,Mouse number <900,17,10,58.82,29.3627,5.07174,2.95629,8.38839,17.3507,7.60761,6.80681,9.00901,8.67534,11.1778,4.94494,17.1572,12.1989,13.6803,23.6904,17.6844,31.2312,36.036,29.3227,6.57991,493.341,524.374,406.189,385.969,352.576,17.6844,63.0631,124.925,188.388,240
DO.0830,F,G10,CSDO-F-46,5/15/2012,5/31/2013,381,Mouse number <900,9,6,66.67,21.8886,11.358,14.7347,NA,NA,12.9463,NA,9.80981,11.7451,12.5459,NA,15.7491,NA,13.7471,8.47514,25.2319,32.9596,35.5222,35.8425,39.1792,348.731,352.333,358.03,334.258,283.809,21.8886,60,120.721,180,240
DO.0831,F,G10,CSDO-F-47,5/14/2012,11/30/2012,200,Mouse number <900,23,14,60.9,23.023,8.34168,0.934267,6.94027,6.47314,11.4114,10.2236,12.4658,16.4164,11.3113,7.14047,14.0807,14.4144,11.4114,17.0837,16.957,19.8799,15.302,20.8942,23.0631,486.968,646.231,451.944,520.566,555.507,23.6236,60,124.658,180,240
DO.0832,F,G10,CSDO-F-47,5/16/2012,11/30/2012,198,Mouse number <900,11,9,81.8,15.015,3.3033,NA,NA,12.012,8.17484,NA,16.8836,NA,8.37504,8.77544,NA,10.6106,8.54188,7.30731,25.8992,54.3277,31.0043,48.9223,22.1955,332.137,249.139,348.327,178.369,235.036,16.4498,60,120,180,240
DO.0833,F,G10,CSDO-F-47,5/13/2012,11/30/2012,201,Mouse number <900,16,11,68.8,23.4902,2.33567,NA,10.3036,9.61628,7.87454,10.5439,2.15549,9.75642,8.24157,14.2476,8.40841,8.94228,8.17484,19.653,8.67535,35.7491,45.1652,28.662,17.3173,557.13,513.505,409.035,458.229,567.034,26.0594,60.3937,120,181.615,242.276
