Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Grip.1,Grip.2,Grip.3
DO.1054,M,G10,CSDO-M-43,5/15/2012,6/18/2013,399,Grip 52wks,0.132,0.125,0.106
DO.1055,M,G10,CSDO-M-43A,5/13/2012,6/18/2013,401,Grip 52wks,0.144,0.155,0.145
DO.1056,M,G10,CSDO-M-44A,5/12/2012,11/26/2013,563,Grip 78wks,0.124,0.108,0.129
DO.1057,M,G10,CSDO-M-44,5/12/2012,11/26/2013,563,Grip 78wks,0.14,0.135,0.113
DO.1058,M,G10,CSDO-M-44,5/16/2012,11/26/2013,559,Grip 78wks,0.112,0.134,0.105
DO.1059,M,G10,CSDO-M-44,5/14/2012,11/26/2013,561,Grip 78wks,0.122,0.114,0.129
DO.1060,M,G10,CSDO-M-44,5/15/2012,11/26/2013,560,Grip 78wks,0.126,0.131,0.156
DO.1061,M,G10,CSDO-M-45,5/15/2012,12/3/2012,202,Grip 26wks,0.187,0.127,0.164
DO.1062,M,G10,CSDO-M-45,5/12/2012,12/3/2012,205,Grip 26wks,0.147,0.119,0.155
DO.1063,M,G10,CSDO-M-45,5/15/2012,12/3/2012,202,Grip 26wks,0.106,0.146,0.134
DO.1064,M,G10,CSDO-M-45,5/17/2012,12/3/2012,200,Grip 26wks,0.124,0.124,0.107
DO.1065,M,G10,CSDO-M-45,5/16/2012,12/3/2012,201,Grip 26wks,0.121,0.16,0.129
DO.1066,M,G10,CSDO-M-46,5/15/2012,6/18/2013,399,Grip 52wks,0.162,0.17,0.091
DO.1067,M,G10,CSDO-M-46,5/16/2012,6/18/2013,398,Grip 52wks,0.146,0.117,0.149
DO.1068,M,G10,CSDO-M-46,5/16/2012,6/18/2013,398,Grip 52wks,0.137,0.157,0.18
DO.1069,M,G10,CSDO-M-46A,5/17/2012,6/18/2013,397,Grip 52wks,0.142,0.135,0.16
DO.1070,M,G10,CSDO-M-46,5/12/2012,6/18/2013,402,Grip 52wks,0.142,0.156,0.119
DO.1071,M,G10,CSDO-M-47,5/18/2012,11/14/2013,545,Grip 78wks,0.197,0.195,0.165
DO.1074,M,G10,CSDO-M-47,5/15/2012,11/14/2013,548,Grip 78wks,0.147,0.151,0.157
DO.1075,M,G10,CSDO-M-47,5/15/2012,11/14/2013,548,Grip 78wks,0.184,0.175,0.151
DO.1076,M,G10,CSDO-M-48,5/12/2012,12/3/2012,205,Grip 26wks,0.138,0.173,0.156
DO.1077,M,G10,CSDO-M-48,5/15/2012,12/3/2012,202,Grip 26wks,0.103,0.113,0.115
DO.1078,M,G10,CSDO-M-48A,5/16/2012,12/3/2012,201,Grip 26wks,0.168,0.139,0.132
DO.1079,M,G10,CSDO-M-48,5/14/2012,12/3/2012,203,Grip 26wks,0.156,0.144,0.147
DO.1080,M,G10,CSDO-M-48A,5/15/2012,12/3/2012,202,Grip 26wks,0.112,0.128,0.118
DO.1082,F,G11,CSDO-F-49,8/23/2012,3/18/2014,572,Grip 78wks,0.115,0.157,0.131
DO.1083,F,G11,CSDO-F-49,8/22/2012,3/18/2014,573,Grip 78wks,0.127,0.138,0.102
DO.1084,F,G11,CSDO-F-49,8/21/2012,3/18/2014,574,Grip 78wks,0.097,0.123,0.084
DO.1085,F,G11,CSDO-F-49,8/23/2012,3/18/2014,572,Grip 78wks,0.11,0.111,0.126
DO.1091,F,G11,CSDO-F-51,8/20/2012,8/20/2012,0,Grip 78wks,0.131,0.151,0.168
DO.1092,F,G11,CSDO-F-51,8/22/2012,8/22/2012,0,Grip 78wks,0.097,0.115,0.12
DO.1093,F,G11,CSDO-F-51,8/23/2012,8/23/2012,0,Grip 78wks,0.077,0.074,0.057
DO.1094,F,G11,CSDO-F-51,8/20/2012,8/20/2012,0,Grip 78wks,0.108,0.098,0.102
DO.1095,F,G11,CSDO-F-51,8/20/2012,8/20/2012,0,Grip 78wks,0.128,0.149,0.128
DO.1096,F,G11,CSDO-F-52,8/18/2012,3/13/2013,207,Grip 26wks,0.112,0.126,0.1
DO.1097,F,G11,CSDO-F-52,8/21/2012,3/13/2013,204,Grip 26wks,0.166,0.126,0.132
DO.1098,F,G11,CSDO-F-52,8/21/2012,3/13/2013,204,Grip 26wks,0.159,0.185,0.134
DO.1099,F,G11,CSDO-F-52,8/23/2012,3/13/2013,202,Grip 26wks,0.129,0.116,0.126
DO.1100,F,G11,CSDO-F-52,8/21/2012,3/13/2013,204,Grip 26wks,0.13,0.166,0.144
DO.1106,F,G11,CSDO-F-54,8/19/2012,8/19/2012,0,Grip 78wks,0.107,0.126,0.134
DO.1107,F,G11,CSDO-F-54,8/20/2012,8/20/2012,0,Grip 78wks,0.112,0.105,0.118
DO.1108,F,G11,CSDO-F-54,8/21/2012,8/21/2012,0,Grip 78wks,0.165,0.154,0.136
DO.1109,F,G11,CSDO-F-54,8/23/2012,8/23/2012,0,Grip 78wks,0.174,0.169,0.171
DO.1116,F,G11,CSDO-F-56,8/19/2012,3/20/2013,213,Grip 26wks,0.167,0.161,0.172
DO.1117,F,G11,CSDO-F-56,8/17/2012,3/20/2013,215,Grip 26wks,0.164,0.144,0.183
DO.1118,F,G11,CSDO-F-56,8/22/2012,3/20/2013,210,Grip 26wks,0.194,0.126,0.138
DO.1119,F,G11,CSDO-F-56,8/20/2012,3/20/2013,212,Grip 26wks,0.132,0.117,0.118
DO.1120,F,G11,CSDO-F-56,8/20/2012,3/20/2013,212,Grip 26wks,0.166,0.178,0.182
DO.1121,F,G11,CSDO-F-57,8/19/2012,3/20/2013,213,Grip 26wks,0.1,0.143,0.191
DO.1123,F,G11,CSDO-F-57,8/21/2012,3/20/2013,211,Grip 26wks,0.137,0.133,0.131
DO.1124,F,G11,CSDO-F-57,8/23/2012,3/20/2013,209,Grip 26wks,0.151,0.157,0.106
DO.1125,F,G11,CSDO-F-57,8/23/2012,3/20/2013,209,Grip 26wks,0.097,0.173,0.076
DO.1131,F,G11,CSDO-F-59,8/24/2012,3/18/2014,571,Grip 78wks,0.143,0.139,0.123
DO.1132,F,G11,CSDO-F-59,8/21/2012,3/18/2014,574,Grip 78wks,0.168,0.18,0.149
DO.1133,F,G11,CSDO-F-59,8/21/2012,3/18/2014,574,Grip 78wks,0.147,0.132,0.129
DO.1135,F,G11,CSDO-F-59,8/21/2012,3/18/2014,574,Grip 78wks,0.083,0.082,0.112
DO.1136,F,G11,CSDO-F-60,8/21/2012,3/13/2013,204,Grip 26wks,0.134,0.161,0.131
DO.1137,F,G11,CSDO-F-60,8/22/2012,3/13/2013,203,Grip 26wks,0.129,0.117,0.11
DO.1138,F,G11,CSDO-F-60,8/21/2012,3/13/2013,204,Grip 26wks,0.114,0.12,0.137
DO.1139,F,G11,CSDO-F-60,8/20/2012,3/13/2013,205,Grip 26wks,0.15,0.128,0.132
DO.1140,F,G11,CSDO-F-60,8/17/2012,3/13/2013,208,Grip 26wks,0.144,0.141,0.093
DO.1146,M,G11,CSDO-M-50,8/21/2012,3/18/2014,574,Grip 78wks,0.068,0.096,0.118
DO.1147,M,G11,CSDO-M-50,8/22/2012,3/18/2014,573,Grip 78wks,0.114,0.141,0.131
DO.1148,M,G11,CSDO-M-50,8/19/2012,3/18/2014,576,Grip 78wks,0.102,0.114,0.094
DO.1149,M,G11,CSDO-M-50B,8/24/2012,3/18/2014,571,Grip 78wks,0.123,0.094,0.128
DO.1151,M,G11,CSDO-M-50,8/22/2012,3/20/2013,210,Grip 26wks,0.183,0.18,0.174
DO.1152,M,G11,CSDO-M-51,8/19/2012,3/20/2013,213,Grip 26wks,0.175,0.137,0.166
DO.1153,M,G11,CSDO-M-51,8/22/2012,3/20/2013,210,Grip 26wks,0.159,0.155,0.126
DO.1154,M,G11,CSDO-M-51,8/24/2012,3/20/2013,208,Grip 26wks,0.182,0.185,0.172
DO.1155,M,G11,CSDO-M-51,8/17/2012,3/20/2013,215,Grip 26wks,0.185,0.157,0.156
DO.1156,M,G11,CSDO-M-52A,8/23/2012,8/23/2012,0,Grip 78wks,0.163,0.141,0.132
DO.1157,M,G11,CSDO-M-52,8/17/2012,8/17/2012,0,Grip 78wks,0.181,0.147,0.186
DO.1158,M,G11,CSDO-M-52,8/19/2012,8/19/2012,0,Grip 78wks,0.166,0.164,0.111
DO.1159,M,G11,CSDO-M-52,8/21/2012,8/21/2012,0,Grip 78wks,0.154,0.127,0.136
DO.1160,M,G11,CSDO-M-52A,8/18/2012,8/18/2012,0,Grip 78wks,0.157,0.12,0.12
DO.1166,M,G11,CSDO-M-54A,8/20/2012,8/20/2012,0,Grip 78wks,0.139,0.113,0.102
DO.1168,M,G11,CSDO-M-54,8/18/2012,8/18/2012,0,Grip 78wks,0.155,0.181,0.101
DO.1169,M,G11,CSDO-M-54,8/18/2012,8/18/2012,0,Grip 78wks,0.182,0.154,0.14
DO.1171,M,G11,CSDO-M-55B,8/22/2012,3/20/2013,210,Grip 26wks,0.142,0.127,0.1
DO.1172,M,G11,CSDO-M-55A,8/20/2012,3/20/2013,212,Grip 26wks,0.122,0.143,0.172
DO.1173,M,G11,CSDO-M-55C,8/21/2012,3/20/2013,211,Grip 26wks,0.167,0.149,0.184
DO.1174,M,G11,CSDO-M-55,8/22/2012,3/20/2013,210,Grip 26wks,0.131,0.18,0.14
DO.1175,M,G11,CSDO-M-55,8/23/2012,3/20/2013,209,Grip 26wks,0.151,0.175,0.147
DO.1177,M,G11,CSDO-M-56A,8/23/2012,3/18/2014,572,Grip 78wks,0.113,0.106,0.097
DO.1179,M,G11,CSDO-M-56B,8/20/2012,3/18/2014,575,Grip 78wks,0.151,0.175,0.147
DO.1180,M,G11,CSDO-M-56C,8/22/2012,3/18/2014,573,Grip 78wks,0.139,0.132,0.159
DO.1191,M,G11,CSDO-M-59,8/21/2012,3/13/2013,204,Grip 26wks,0.156,0.19,0.148
DO.1192,M,G11,CSDO-M-59,8/22/2012,3/13/2013,203,Grip 26wks,0.132,0.147,0.108
DO.1193,M,G11,CSDO-M-59,8/22/2012,3/13/2013,203,Grip 26wks,0.154,0.161,0.173
DO.1194,M,G11,CSDO-M-59,8/19/2012,3/13/2013,206,Grip 26wks,0.107,0.119,0.185
DO.1195,M,G11,CSDO-M-59,8/22/2012,3/13/2013,203,Grip 26wks,0.21,0.157,0.172
DO.1196,M,G11,CSDO-M-60,8/20/2012,3/13/2013,205,Grip 26wks,0.116,0.126,0.136
DO.1197,M,G11,CSDO-M-60,8/19/2012,3/13/2013,206,Grip 26wks,0.103,0.178,0.186
DO.1199,M,G11,CSDO-M-60,8/22/2012,3/13/2013,203,Grip 26wks,0.128,0.141,0.157
DO.1200,M,G11,CSDO-M-60,8/17/2012,3/13/2013,208,Grip 26wks,0.204,0.199,0.171
DO.1201,F,G12,CSDO-F-61,11/9/2012,5/21/2013,193,Grip 26wks,0.151,0.184,0.116
DO.1202,F,G12,CSDO-F-61,11/9/2012,5/21/2013,193,Grip 26wks,0.137,0.192,0.2
DO.1203,F,G12,CSDO-F-61,11/9/2012,5/21/2013,193,Grip 26wks,0.113,0.117,0.119
DO.1204,F,G12,CSDO-F-61,11/9/2012,5/21/2013,193,Grip 26wks,0.16,0.241,0.136
DO.1205,F,G12,CSDO-F-61,11/9/2012,5/21/2013,193,Grip 26wks,0.177,0.125,0.181
DO.1206,F,G12,CSDO-F-62,11/9/2012,12/10/2013,396,Grip 52wks,0.147,0.136,0.131
DO.1207,F,G12,CSDO-F-62,11/9/2012,12/10/2013,396,Grip 52wks,0.143,0.182,0.138
DO.1208,F,G12,CSDO-F-62,11/9/2012,12/10/2013,396,Grip 52wks,0.154,0.166,0.159
DO.1209,F,G12,CSDO-F-62,11/9/2012,12/10/2013,396,Grip 52wks,0.132,0.152,0.165
DO.1210,F,G12,CSDO-F-62,11/9/2012,12/10/2013,396,Grip 52wks,0.083,0.112,0.088
DO.1211,F,G12,CSDO-F-63,11/9/2012,12/10/2013,396,Grip 52wks,0.143,0.117,0.132
DO.1212,F,G12,CSDO-F-63,11/9/2012,12/10/2013,396,Grip 52wks,0.107,0.165,0.143
DO.1213,F,G12,CSDO-F-63,11/9/2012,12/10/2013,396,Grip 52wks,0.142,0.148,0.152
DO.1214,F,G12,CSDO-F-63,11/9/2012,12/10/2013,396,Grip 52wks,0.156,0.147,0.156
DO.1215,F,G12,CSDO-F-63,11/9/2012,12/10/2013,396,Grip 52wks,0.095,0.152,0.168
DO.1216,F,G12,CSDO-F-64,11/9/2012,6/4/2013,207,Grip 26wks,0.175,0.195,0.184
DO.1217,F,G12,CSDO-F-64,11/9/2012,6/4/2013,207,Grip 26wks,0.133,0.138,0.121
DO.1218,F,G12,CSDO-F-64,11/9/2012,6/4/2013,207,Grip 26wks,0.165,0.182,0.149
DO.1219,F,G12,CSDO-F-64,11/9/2012,6/4/2013,207,Grip 26wks,0.125,0.151,0.143
DO.1220,F,G12,CSDO-F-64,11/9/2012,6/4/2013,207,Grip 26wks,0.116,0.133,0.149
DO.1221,F,G12,CSDO-F-65,11/9/2012,5/28/2013,200,Grip 26wks,0.122,0.141,0.138
DO.1222,F,G12,CSDO-F-65,11/9/2012,5/28/2013,200,Grip 26wks,0.099,0.137,0.122
DO.1223,F,G12,CSDO-F-65,11/9/2012,5/28/2013,200,Grip 26wks,0.156,0.157,0.178
DO.1224,F,G12,CSDO-F-65,11/9/2012,5/28/2013,200,Grip 26wks,0.137,0.135,0.117
DO.1225,F,G12,CSDO-F-65,11/9/2012,5/28/2013,200,Grip 26wks,0.127,0.131,0.126
DO.1226,F,G12,CSDO-F-66,11/9/2012,5/28/2013,200,Grip 26wks,0.137,0.145,0.15
DO.1227,F,G12,CSDO-F-66,11/9/2012,5/28/2013,200,Grip 26wks,0.139,0.149,0.164
DO.1228,F,G12,CSDO-F-66,11/9/2012,5/28/2013,200,Grip 26wks,0.117,0.11,0.138
DO.1229,F,G12,CSDO-F-66,11/9/2012,5/28/2013,200,Grip 26wks,0.114,0.156,0.138
DO.1230,F,G12,CSDO-F-66,11/9/2012,5/28/2013,200,Grip 26wks,0.148,0.092,0.105
DO.1236,F,G12,CSDO-F-68,11/9/2012,5/21/2013,193,Grip 26wks,0.143,0.132,0.132
DO.1237,F,G12,CSDO-F-68,11/9/2012,5/21/2013,193,Grip 26wks,0.186,0.181,0.122
DO.1238,F,G12,CSDO-F-68,11/9/2012,5/21/2013,193,Grip 26wks,0.153,0.137,0.138
DO.1239,F,G12,CSDO-F-68,11/9/2012,5/21/2013,193,Grip 26wks,0.145,0.126,0.117
DO.1240,F,G12,CSDO-F-68,11/9/2012,5/21/2013,193,Grip 26wks,0.124,0.162,0.123
DO.1241,F,G12,CSDO-F-69,11/9/2012,5/13/2013,185,Grip 26wks,0.12,0.13,0.099
DO.1242,F,G12,CSDO-F-69,11/9/2012,5/13/2013,185,Grip 26wks,0.082,0.097,0.109
DO.1243,F,G12,CSDO-F-69,11/9/2012,5/13/2013,185,Grip 26wks,0.141,0.167,0.171
DO.1244,F,G12,CSDO-F-69,11/9/2012,5/13/2013,185,Grip 26wks,0.149,0.107,0.104
DO.1245,F,G12,CSDO-F-69,11/9/2012,5/13/2013,185,Grip 26wks,0.118,0.111,0.136
DO.1246,F,G12,CSDO-F-70,11/9/2012,5/13/2013,185,Grip 26wks,0.128,0.174,0.155
DO.1247,F,G12,CSDO-F-70,11/9/2012,5/13/2013,185,Grip 26wks,0.102,0.131,0.116
DO.1248,F,G12,CSDO-F-70,11/9/2012,5/13/2013,185,Grip 26wks,0.118,0.129,0.136
DO.1249,F,G12,CSDO-F-70,11/9/2012,5/13/2013,185,Grip 26wks,0.158,0.17,0.16
DO.1250,F,G12,CSDO-F-70,11/9/2012,5/13/2013,185,Grip 26wks,0.141,0.117,0.159
DO.1251,F,G12,CSDO-F-71,11/9/2012,6/4/2013,207,Grip 26wks,0.141,0.152,0.087
DO.1252,F,G12,CSDO-F-71,11/9/2012,6/4/2013,207,Grip 26wks,0.114,0.122,0.136
DO.1253,F,G12,CSDO-F-71,11/9/2012,6/4/2013,207,Grip 26wks,0.13,0.122,0.146
DO.1254,F,G12,CSDO-F-71,11/9/2012,6/4/2013,207,Grip 26wks,0.127,0.135,0.115
DO.1255,F,G12,CSDO-F-71,11/9/2012,6/4/2013,207,Grip 26wks,0.13,0.139,0.118
DO.1256,F,G12,CSDO-F-72,11/9/2012,12/4/2013,390,Grip 52wks,0.149,0.136,0.133
DO.1257,F,G12,CSDO-F-72,11/9/2012,12/4/2013,390,Grip 52wks,0.122,0.177,0.167
DO.1258,F,G12,CSDO-F-72,11/9/2012,12/4/2013,390,Grip 52wks,0.163,0.132,0.138
DO.1259,F,G12,CSDO-F-72,11/9/2012,12/4/2013,390,Grip 52wks,0.187,0.185,0.127
DO.1260,F,G12,CSDO-F-72,11/9/2012,12/4/2013,390,Grip 52wks,0.128,0.148,0.147
DO.1261,M,G12,CSDO-M-61A,11/9/2012,5/28/2013,200,Grip 26wks,0.113,0.112,0.132
DO.1262,M,G12,CSDO-M-61,11/9/2012,5/28/2013,200,Grip 26wks,0.173,0.17,0.139
DO.1263,M,G12,CSDO-M-61B,11/9/2012,5/28/2013,200,Grip 26wks,0.148,0.151,0.151
DO.1264,M,G12,CSDO-M-61C,11/9/2012,5/28/2013,200,Grip 26wks,0.143,0.136,0.15
DO.1265,M,G12,CSDO-M-61A,11/9/2012,5/28/2013,200,Grip 26wks,0.142,0.182,0.165
DO.1266,M,G12,CSDO-M-62,11/9/2012,5/13/2013,185,Grip 26wks,0.16,0.151,0.158
DO.1267,M,G12,CSDO-M-62,11/9/2012,5/13/2013,185,Grip 26wks,0.189,0.187,0.164
DO.1268,M,G12,CSDO-M-62A,11/9/2012,5/13/2013,185,Grip 26wks,0.175,0.167,0.151
DO.1269,M,G12,CSDO-M-62B,11/9/2012,5/13/2013,185,Grip 26wks,0.177,0.166,0.168
DO.1270,M,G12,CSDO-M-62C,11/9/2012,5/13/2013,185,Grip 26wks,0.171,0.178,0.132
DO.1271,M,G12,CSDO-M-63,11/9/2012,6/4/2013,207,Grip 26wks,0.165,0.193,0.205
DO.1272,M,G12,CSDO-M-63,11/9/2012,6/4/2013,207,Grip 26wks,0.169,0.122,0.128
DO.1273,M,G12,CSDO-M-63B,11/9/2012,6/4/2013,207,Grip 26wks,0.186,0.174,0.168
DO.1274,M,G12,CSDO-M-63,11/9/2012,6/4/2013,207,Grip 26wks,0.171,0.168,0.152
DO.1275,M,G12,CSDO-M-63A,11/9/2012,6/4/2013,207,Grip 26wks,0.141,0.121,0.124
DO.1276,M,G12,CSDO-M-64,11/9/2012,12/10/2013,396,Grip 52wks,0.126,0.167,0.165
DO.1277,M,G12,CSDO-M-64,11/9/2012,12/10/2013,396,Grip 52wks,0.204,0.214,0.175
DO.1279,M,G12,CSDO-M-64,11/9/2012,12/10/2013,396,Grip 52wks,0.156,0.156,0.128
DO.1281,M,G12,CSDO-M-65,11/9/2012,12/10/2013,396,Grip 52wks,0.14,0.12,0.111
DO.1282,M,G12,CSDO-M-65,11/9/2012,12/10/2013,396,Grip 52wks,0.175,0.145,0.173
DO.1283,M,G12,CSDO-M-65A,11/9/2012,12/10/2013,396,Grip 52wks,0.19,0.167,0.189
DO.1284,M,G12,CSDO-M-65,11/9/2012,12/10/2013,396,Grip 52wks,0.172,0.178,0.158
DO.1285,M,G12,CSDO-M-65,11/9/2012,12/10/2013,396,Grip 52wks,0.185,0.139,0.201
DO.1287,M,G12,CSDO-M-66,11/9/2012,6/4/2013,207,Grip 26wks,0.155,0.169,0.205
DO.1288,M,G12,CSDO-M-66,11/9/2012,6/4/2013,207,Grip 26wks,0.14,0.202,0.208
DO.1289,M,G12,CSDO-M-66,11/9/2012,6/4/2013,207,Grip 26wks,0.158,0.161,0.19
DO.1290,M,G12,CSDO-M-66A,11/9/2012,6/4/2013,207,Grip 26wks,0.154,0.15,0.215
DO.1291,M,G12,CSDO-M-67D,11/9/2012,12/4/2013,390,Grip 52wks,0.218,0.149,0.193
DO.1292,M,G12,CSDO-M-67A,11/9/2012,12/4/2013,390,Grip 52wks,0.168,0.2,0.188
DO.1293,M,G12,CSDO-M-67B,11/9/2012,12/4/2013,390,Grip 52wks,0.13,0.148,0.192
DO.1294,M,G12,CSDO-M-67,11/9/2012,12/4/2013,390,Grip 52wks,0.117,0.123,0.168
DO.1295,M,G12,CSDO-M-67C,11/9/2012,12/4/2013,390,Grip 52wks,0.201,0.104,0.136
DO.1296,M,G12,CSDO-M-68A,11/9/2012,5/21/2013,193,Grip 26wks,0.153,0.176,0.128
DO.1297,M,G12,CSDO-M-68,11/9/2012,5/21/2013,193,Grip 26wks,0.107,0.105,0.099
DO.1298,M,G12,CSDO-M-68,11/9/2012,5/21/2013,193,Grip 26wks,0.157,0.196,0.072
DO.1299,M,G12,CSDO-M-68B,11/9/2012,5/21/2013,193,Grip 26wks,0.118,0.148,0.137
DO.1300,M,G12,CSDO-M-68,11/9/2012,5/21/2013,193,Grip 26wks,0.237,0.197,0.15
DO.1301,M,G12,CSDO-M-69B,11/9/2012,5/13/2013,185,Grip 26wks,0.165,0.174,0.129
DO.1302,M,G12,CSDO-M-69D,11/9/2012,5/13/2013,185,Grip 26wks,0.123,0.092,0.085
DO.1303,M,G12,CSDO-M-69,11/9/2012,5/13/2013,185,Grip 26wks,0.157,0.149,0.133
DO.1304,M,G12,CSDO-M-69A,11/9/2012,5/13/2013,185,Grip 26wks,0.132,0.141,0.155
DO.1305,M,G12,CSDO-M-69C,11/9/2012,5/13/2013,185,Grip 26wks,0.14,0.121,0.156
DO.1306,M,G12,CSDO-M-70,11/9/2012,5/21/2013,193,Grip 26wks,0.114,0.114,0.165
DO.1307,M,G12,CSDO-M-70,11/9/2012,5/21/2013,193,Grip 26wks,0.15,0.132,0.128
DO.1308,M,G12,CSDO-M-70,11/9/2012,5/21/2013,193,Grip 26wks,0.136,0.162,0.158
DO.1309,M,G12,CSDO-M-70,11/9/2012,5/21/2013,193,Grip 26wks,0.155,0.182,0.146
DO.1310,M,G12,CSDO-M-70,11/9/2012,5/21/2013,193,Grip 26wks,0.143,0.135,0.139
DO.1311,M,G12,CSDO-M-71A,11/9/2012,12/4/2013,390,Grip 52wks,0.144,0.123,0.152
DO.1312,M,G12,CSDO-M-71C,11/9/2012,12/4/2013,390,Grip 52wks,0.107,0.165,0.154
DO.1313,M,G12,CSDO-M-71D,11/9/2012,12/4/2013,390,Grip 52wks,0.114,0.165,0.126
DO.1314,M,G12,CSDO-M-71,11/9/2012,12/4/2013,390,Grip 52wks,0.198,0.159,0.135
DO.1315,M,G12,CSDO-M-71B,11/9/2012,12/4/2013,390,Grip 52wks,0.174,0.194,0.215
DO.1316,M,G12,CSDO-M-72B,11/9/2012,5/28/2013,200,Grip 26wks,0.18,0.138,0.146
DO.1317,M,G12,CSDO-M-72,11/9/2012,5/28/2013,200,Grip 26wks,0.118,0.134,0.161
DO.1318,M,G12,CSDO-M-72A,11/9/2012,5/28/2013,200,Grip 26wks,0.167,0.192,0.107
DO.1319,M,G12,CSDO-M-72,11/9/2012,5/28/2013,200,Grip 26wks,0.128,0.139,0.157
DO.1320,M,G12,CSDO-M-72C,11/9/2012,5/28/2013,200,Grip 26wks,0.152,0.168,0.125
